Date,LowRangeSpC,FullRangeSpc,Temp
2022-09-26 10:00,379.7,320.4,73.96
2022-09-26 11:00,383,322.8,74.5
2022-09-26 12:00,383.7,323.8,74.88
2022-09-26 13:00,384.6,324.5,75.04
2022-09-26 14:00,384.5,324.5,74.98
2022-09-26 15:00,384.2,324.1,74.93
2022-09-26 16:00,383.1,323.1,74.75
2022-09-26 17:00,382.5,322.1,74.53
2022-09-26 18:00,381.3,321.1,74.26
2022-09-26 19:00,381.1,320.4,74.08
2022-09-26 20:00,380.1,319.7,73.94
2022-09-26 21:00,379.8,319.3,73.89
2022-09-26 22:00,379.9,319.3,73.87
2022-09-26 23:00,379.3,318.6,73.81
2022-09-27 00:00,378.2,318.3,73.78
2022-09-27 01:00,378.9,318.3,73.76
2022-09-27 02:00,378.9,318.3,73.74
2022-09-27 03:00,378.7,317.9,73.71
2022-09-27 04:00,378.7,317.6,73.67
2022-09-27 05:00,379.8,318.3,73.65
2022-09-27 06:00,379.5,318.3,73.56
2022-09-27 07:00,379.4,318,73.45
2022-09-27 08:00,378.3,316.9,73.44
2022-09-27 09:00,378,316.9,73.53
2022-09-27 10:00,378.8,317.9,73.76
2022-09-27 11:00,379.1,318.6,73.99
2022-09-27 12:00,380.1,319.6,74.19
2022-09-27 13:00,380.7,320,74.35
2022-09-27 14:00,380.8,320.3,74.35
2022-09-27 15:00,381,320.7,74.35
2022-09-27 16:00,380.9,320.3,74.3
2022-09-27 17:00,380.5,319.6,74.12
2022-09-27 18:00,380.1,319,73.92
2022-09-27 19:00,378.4,317.2,73.71
2022-09-27 20:00,377.6,316.5,73.56
2022-09-27 21:00,378.1,316.6,73.42
2022-09-27 22:00,377.2,315.9,73.36
2022-09-27 23:00,377.3,315.5,73.27
2022-09-28 00:00,376.9,315.2,73.24
2022-09-28 01:00,376.2,314.8,73.17
2022-09-28 02:00,376.2,314.1,73.17
2022-09-28 03:00,376.2,314.1,73.15
2022-09-28 04:00,376.1,314.1,73.13
2022-09-28 05:00,376,313.7,73.13
2022-09-28 06:00,376.1,313.7,73.13
2022-09-28 07:00,375.7,313.8,73.06
2022-09-28 08:00,375.7,313.7,73.15
2022-09-28 09:00,375.7,313.7,73.15
2022-09-28 10:00,376,314.1,73.2
2022-09-28 11:00,375.9,314.1,73.18
2022-09-28 12:00,375.9,314.1,73.18
2022-09-28 13:00,375.7,313.7,73.18
2022-09-28 14:00,375.3,313.4,73.15
2022-09-28 15:00,375,313.4,73
2022-09-28 16:00,374.8,313.1,72.95
2022-09-28 17:00,374.7,312.3,72.93
2022-09-28 18:00,362.1,303.1,72.79
2022-09-28 19:00,373.9,311.7,72.75
2022-09-28 20:00,363.4,303.8,72.82
2022-09-28 21:00,374.4,312,72.79
2022-09-28 22:00,373.9,311.3,72.77
2022-09-28 23:00,373.5,311.3,72.7
2022-09-29 00:00,373.5,311.3,72.7
2022-09-29 01:00,373.2,311,72.63
2022-09-29 02:00,373.2,311,72.64
2022-09-29 03:00,373.6,311.3,72.7
2022-09-29 04:00,373.2,311,72.64
2022-09-29 05:00,373.4,311,72.68
