Date,LowRangeSpC,FullRangeSpC,Temp
2022-05-23 10:00,381.3,371.8,72.7
2022-05-23 11:00,382.2,372.9,72.86
2022-05-23 12:00,383.9,374.8,73.2
2022-05-23 13:00,383.9,374.7,73.4
2022-05-23 14:00,383.2,373.6,73.15
2022-05-23 15:00,382.4,373.3,72.99
2022-05-23 16:00,381.4,372.2,72.61
2022-05-23 17:00,380.9,371.4,72.59
2022-05-23 18:00,380.3,370.7,72.34
2022-05-23 19:00,379.3,369.6,72.05
2022-05-23 20:00,378.5,368.9,71.8
2022-05-23 21:00,378.4,368.5,71.73
2022-05-23 22:00,377.1,368.1,71.67
2022-05-23 23:00,377.6,367.8,71.64
2022-05-24 00:00,377.2,367.4,71.58
2022-05-24 01:00,377,367,71.56
2022-05-24 02:00,376.7,366.6,71.53
2022-05-24 03:00,377.4,367.4,71.56
2022-05-24 04:00,377.1,367,71.56
2022-05-24 05:00,377.6,367.8,71.56
2022-05-24 06:00,377.3,367.4,71.56
2022-05-24 07:00,377.6,367.8,71.64
2022-05-24 08:00,378,368.5,71.76
2022-05-24 09:00,379.3,370.4,72.16
2022-05-24 10:00,381,371.8,72.66
2022-05-24 11:00,384.7,375.5,73.42
2022-05-24 12:00,386.8,377.7,73.96
2022-05-24 13:00,385.8,376.6,73.69
2022-05-24 14:00,383.8,374.8,73.2
2022-05-24 15:00,382.5,373.3,72.84
2022-05-24 16:00,380.7,371.5,72.3
2022-05-24 17:00,380,370.7,72.27
2022-05-24 18:00,379.6,370.4,72.07
2022-05-24 19:00,379.3,369.2,71.92
2022-05-24 20:00,378.7,368.9,71.82
2022-05-24 21:00,378.5,368.9,71.8
2022-05-24 22:00,378.2,368.5,71.74
2022-05-24 23:00,378.2,368.5,71.71
2022-05-25 00:00,377.9,368.1,71.65
2022-05-25 01:00,378.2,368.5,71.64
2022-05-25 02:00,378,368.2,71.58
2022-05-25 03:00,377.4,367.8,71.56
2022-05-25 04:00,377.7,367.8,71.58
2022-05-25 05:00,377.8,367.8,71.56
2022-05-25 06:00,377.5,367.8,71.53
2022-05-25 07:00,378,368.2,71.6
2022-05-25 08:00,378.2,368.5,71.73
2022-05-25 09:00,379.8,370.4,72.12
2022-05-25 10:00,383.5,374.4,73.02
2022-05-25 11:00,385,375.5,73.47
2022-05-25 12:00,387,377.7,73.94
2022-05-25 13:00,386.5,377.3,73.85
2022-05-25 14:00,383.6,374.4,73.09
2022-05-25 15:00,382,372.5,72.79
2022-05-25 16:00,381.6,372.2,72.59
2022-05-25 17:00,380.8,371.5,72.45
2022-05-25 18:00,380.2,370.7,72.23
2022-05-25 19:00,379.4,370,72
2022-05-25 20:00,379.1,369.3,71.8
2022-05-25 21:00,378.9,368.9,71.76
2022-05-25 22:00,378.4,368.9,71.74
2022-05-25 23:00,378.5,368.9,71.73
2022-05-26 00:00,378.2,368.5,71.71
2022-05-26 01:00,378.2,368.5,71.71
2022-05-26 02:00,378.4,368.5,71.67
2022-05-26 03:00,378.2,368.5,71.67
2022-05-26 04:00,377.9,368.1,71.65
2022-05-26 05:00,378.2,368.5,71.65
2022-05-26 06:00,378.2,368.5,71.67
2022-05-26 07:00,378.2,368.1,71.73
2022-05-26 08:00,378.9,369.3,71.82
2022-05-26 09:00,379.7,370.4,72.05
2022-05-26 10:00,380.3,370.7,72.27
2022-05-26 11:00,381.7,372.2,72.52
2022-05-26 12:00,382.1,372.6,72.57
2022-05-26 13:00,381.9,372.2,72.77
2022-05-26 14:00,381.3,372.2,72.61
2022-05-26 15:00,381.2,371.8,72.5
2022-05-26 16:00,381.1,371.5,72.43
2022-05-26 17:00,380.4,370.7,72.19
2022-05-26 18:00,379.8,370.4,72.03
2022-05-26 19:00,379.4,369.6,71.91
2022-05-26 20:00,376.3,366.6,71.76
2022-05-26 21:00,377.3,367.4,71.67
2022-05-26 22:00,377,367,71.64
2022-05-26 23:00,378,368.2,71.6
2022-05-27 00:00,377.8,367.8,71.58
2022-05-27 01:00,377.5,367.8,71.56
2022-05-27 02:00,377.3,367.8,71.53
2022-05-27 03:00,377.7,367.8,71.56
2022-05-27 04:00,378.2,368.6,71.56
2022-05-27 05:00,377.9,367.8,71.56
2022-05-27 06:00,378.1,368.2,71.58
2022-05-27 07:00,378,368.1,71.67
2022-05-27 08:00,379,368.9,71.89
2022-05-27 09:00,379.4,369.6,71.96
2022-05-27 10:00,377.6,367.7,71.8
2022-05-27 11:00,381.4,371.8,72.68
2022-05-27 12:00,382.9,373.3,72.77
2022-05-27 13:00,382,372.2,72.66
2022-05-27 14:00,380.5,371.5,72.43
2022-05-27 15:00,379.9,370.3,72.21
2022-05-27 16:00,380.2,370.7,72.28
2022-05-27 17:00,380.2,370.7,72.28
2022-05-27 18:00,379.7,370.4,71.96
2022-05-27 19:00,379,369.3,71.83
2022-05-27 20:00,378.8,368.9,71.73
2022-05-27 21:00,378.5,368.5,71.65
2022-05-27 22:00,378.2,368.2,71.6
2022-05-27 23:00,378,368.2,71.58
2022-05-28 00:00,378,368.2,71.56
2022-05-28 01:00,378,368.2,71.56
2022-05-28 02:00,377.8,367.8,71.53
2022-05-28 03:00,377.9,367.4,71.51
2022-05-28 04:00,377.6,367.4,71.49
2022-05-28 05:00,377.3,367,71.42
2022-05-28 06:00,376.8,367,71.37
2022-05-28 07:00,377.5,367,71.44
2022-05-28 08:00,378.2,368.1,71.65
2022-05-28 09:00,380.2,370.8,72.1
2022-05-28 10:00,382.9,373.7,72.82
2022-05-28 11:00,384.6,375.2,73.08
2022-05-28 12:00,386.1,376.6,73.63
2022-05-28 13:00,385.1,375.5,73.26
2022-05-28 14:00,383.2,374.1,72.75
