"Plot Title: Little_Fanning"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 21248123, SEN S/N: 21248123)","Temp, °F (LGR S/N: 21248123, SEN S/N: 21248123)"
1,07/10/23 01:00:00 PM,15.8661,74.098
2,07/10/23 02:00:00 PM,15.8625,73.926
3,07/10/23 03:00:00 PM,15.8657,73.926
4,07/10/23 04:00:00 PM,15.8480,73.926
5,07/10/23 05:00:00 PM,15.8320,73.926
6,07/10/23 06:00:00 PM,15.8175,73.926
7,07/10/23 07:00:00 PM,15.8062,73.926
8,07/10/23 08:00:00 PM,15.7994,73.753
9,07/10/23 09:00:00 PM,15.7942,73.580
10,07/10/23 10:00:00 PM,15.7990,73.580
11,07/10/23 11:00:00 PM,15.8003,73.407
12,07/11/23 12:00:00 AM,15.7953,73.407
13,07/11/23 01:00:00 AM,15.8098,73.407
14,07/11/23 02:00:00 AM,15.8019,73.407
15,07/11/23 03:00:00 AM,15.7953,73.407
16,07/11/23 04:00:00 AM,15.7905,73.407
17,07/11/23 05:00:00 AM,15.7890,73.407
18,07/11/23 06:00:00 AM,15.7987,73.407
19,07/11/23 07:00:00 AM,15.8019,73.407
20,07/11/23 08:00:00 AM,15.8212,73.407
21,07/11/23 09:00:00 AM,15.8227,73.407
22,07/11/23 10:00:00 AM,15.8307,73.407
23,07/11/23 11:00:00 AM,15.8441,73.580
24,07/11/23 12:00:00 PM,15.8373,74.098
25,07/11/23 01:00:00 PM,15.8287,74.619
26,07/11/23 02:00:00 PM,15.8216,74.964
27,07/11/23 03:00:00 PM,15.8139,75.139
28,07/11/23 04:00:00 PM,15.7962,75.139
29,07/11/23 05:00:00 PM,15.7781,74.964
30,07/11/23 06:00:00 PM,15.7504,74.791
31,07/11/23 07:00:00 PM,15.7367,74.446
32,07/11/23 08:00:00 PM,15.7102,74.098
33,07/11/23 09:00:00 PM,15.7034,73.926
34,07/11/23 10:00:00 PM,15.6998,73.753
35,07/11/23 11:00:00 PM,15.7043,73.580
36,07/12/23 12:00:00 AM,15.7058,73.580
37,07/12/23 01:00:00 AM,15.7006,73.407
38,07/12/23 02:00:00 AM,15.6990,73.407
39,07/12/23 03:00:00 AM,15.6925,73.407
40,07/12/23 04:00:00 AM,15.6861,73.407
41,07/12/23 05:00:00 AM,15.6716,73.407
42,07/12/23 06:00:00 AM,15.6664,73.234
43,07/12/23 07:00:00 AM,15.6648,73.234
44,07/12/23 08:00:00 AM,15.6668,73.407
45,07/12/23 09:00:00 AM,15.6673,73.580
46,07/12/23 10:00:00 AM,15.6745,73.926
47,07/12/23 11:00:00 AM,15.6884,74.446
48,07/12/23 12:00:00 PM,15.6977,74.964
49,07/12/23 01:00:00 PM,15.7022,75.484
50,07/12/23 02:00:00 PM,15.6957,75.484
51,07/12/23 03:00:00 PM,15.6941,75.484
52,07/12/23 04:00:00 PM,15.6700,75.484
53,07/12/23 05:00:00 PM,15.6532,75.139
54,07/12/23 06:00:00 PM,15.6330,74.791
55,07/12/23 07:00:00 PM,15.6097,74.446
56,07/12/23 08:00:00 PM,15.5833,74.098
57,07/12/23 09:00:00 PM,15.5572,73.926
58,07/12/23 10:00:00 PM,15.5422,73.753
59,07/12/23 11:00:00 PM,15.5386,73.580
60,07/13/23 12:00:00 AM,15.5435,73.580
61,07/13/23 01:00:00 AM,15.5527,73.407
62,07/13/23 02:00:00 AM,15.5608,73.407
63,07/13/23 03:00:00 AM,15.5672,73.407
64,07/13/23 04:00:00 AM,15.5656,73.407
65,07/13/23 05:00:00 AM,15.5656,73.407
66,07/13/23 06:00:00 AM,15.5685,73.234
67,07/13/23 07:00:00 AM,15.5636,73.234
68,07/13/23 08:00:00 AM,15.5608,73.407
69,07/13/23 09:00:00 AM,15.5547,73.580
70,07/13/23 10:00:00 AM,15.5599,73.753
71,07/13/23 11:00:00 AM,15.5752,74.098
72,07/13/23 12:00:00 PM,15.5824,74.446
73,07/13/23 01:00:00 PM,15.5937,75.139
74,07/13/23 02:00:00 PM,15.5901,75.659
75,07/13/23 03:00:00 PM,15.5876,76.006
76,07/13/23 04:00:00 PM,15.5808,75.832
77,07/13/23 05:00:00 PM,15.5704,75.484
78,07/13/23 06:00:00 PM,15.5520,75.139
79,07/13/23 07:00:00 PM,15.5234,74.619
80,07/13/23 08:00:00 PM,15.5018,74.271
81,07/13/23 09:00:00 PM,15.4689,73.926
82,07/13/23 10:00:00 PM,15.4459,73.753
83,07/13/23 11:00:00 PM,15.4310,73.580
84,07/14/23 12:00:00 AM,15.4230,73.580
85,07/14/23 01:00:00 AM,15.4419,73.407
86,07/14/23 02:00:00 AM,15.4644,73.407
87,07/14/23 03:00:00 AM,15.4789,73.407
