"Plot Title: Little_Fanning"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 21248123, SEN S/N: 21248123)","Temp, °F (LGR S/N: 21248123, SEN S/N: 21248123)","Coupler Detached (LGR S/N: 21248123)","Coupler Attached (LGR S/N: 21248123)","Host Connected (LGR S/N: 21248123)","Stopped (LGR S/N: 21248123)","End Of File (LGR S/N: 21248123)"
52,06/27/24 04:00:00 PM,15.5599,73.753,,,,,
53,06/27/24 05:00:00 PM,15.5472,73.753,,,,,
54,06/27/24 06:00:00 PM,15.5520,73.753,,,,,
55,06/27/24 07:00:00 PM,15.5615,73.753,,,,,
56,06/27/24 08:00:00 PM,15.5840,73.753,,,,,
57,06/27/24 09:00:00 PM,15.6030,73.580,,,,,
58,06/27/24 10:00:00 PM,15.6074,73.407,,,,,
59,06/27/24 11:00:00 PM,15.6187,73.407,,,,,
60,06/28/24 12:00:00 AM,15.6153,73.407,,,,,
61,06/28/24 01:00:00 AM,15.5978,73.407,,,,,
62,06/28/24 02:00:00 AM,15.5672,73.407,,,,,
63,06/28/24 03:00:00 AM,15.5395,73.234,,,,,
64,06/28/24 04:00:00 AM,15.5170,73.234,,,,,
65,06/28/24 05:00:00 AM,15.5090,73.234,,,,,
66,06/28/24 06:00:00 AM,15.5106,73.234,,,,,
67,06/28/24 07:00:00 AM,15.5234,73.234,,,,,
68,06/28/24 08:00:00 AM,15.5620,73.234,,,,,
69,06/28/24 09:00:00 AM,15.5849,73.407,,,,,
70,06/28/24 10:00:00 AM,15.6098,73.753,,,,,
71,06/28/24 11:00:00 AM,15.6185,74.098,,,,,
72,06/28/24 12:00:00 PM,15.6194,74.446,,,,,
73,06/28/24 01:00:00 PM,15.6130,74.446,,,,,
74,06/28/24 02:00:00 PM,15.6049,74.446,,,,,
75,06/28/24 03:00:00 PM,15.5808,74.446,,,,,
76,06/28/24 04:00:00 PM,15.5631,74.446,,,,,
77,06/28/24 05:00:00 PM,15.5386,74.271,,,,,
78,06/28/24 06:00:00 PM,15.5350,74.098,,,,,
79,06/28/24 07:00:00 PM,15.5475,73.926,,,,,
80,06/28/24 08:00:00 PM,15.5647,73.753,,,,,
81,06/28/24 09:00:00 PM,15.5853,73.580,,,,,
82,06/28/24 10:00:00 PM,15.6014,73.580,,,,,
83,06/28/24 11:00:00 PM,15.6203,73.407,,,,,
84,06/29/24 12:00:00 AM,15.6187,73.407,,,,,
85,06/29/24 01:00:00 AM,15.6122,73.407,,,,,
86,06/29/24 02:00:00 AM,15.5913,73.407,,,,,
87,06/29/24 03:00:00 AM,15.5769,73.407,,,,,
88,06/29/24 04:00:00 AM,15.5604,73.234,,,,,
89,06/29/24 05:00:00 AM,15.5411,73.234,,,,,
90,06/29/24 06:00:00 AM,15.5476,73.234,,,,,
91,06/29/24 07:00:00 AM,15.5668,73.234,,,,,
92,06/29/24 08:00:00 AM,15.6010,73.407,,,,,
93,06/29/24 09:00:00 AM,15.6330,73.407,,,,,
94,06/29/24 10:00:00 AM,15.6544,73.580,,,,,
95,06/29/24 11:00:00 AM,15.6628,73.753,,,,,
96,06/29/24 12:00:00 PM,15.6700,74.098,,,,,
97,06/29/24 01:00:00 PM,15.6560,74.271,,,,,
98,06/29/24 02:00:00 PM,15.6371,74.446,,,,,
99,06/29/24 03:00:00 PM,15.6387,74.446,,,,,
100,06/29/24 04:00:00 PM,15.6010,74.098,,,,,
101,06/29/24 05:00:00 PM,15.5713,73.753,,,,,
102,06/29/24 06:00:00 PM,15.5391,73.753,,,,,
103,06/29/24 07:00:00 PM,15.5359,73.753,,,,,
104,06/29/24 08:00:00 PM,15.5259,73.580,,,,,
105,06/29/24 09:00:00 PM,15.5511,73.407,,,,,
106,06/29/24 10:00:00 PM,15.5801,73.407,,,,,
107,06/29/24 11:00:00 PM,15.6010,73.407,,,,,
108,06/30/24 12:00:00 AM,15.5978,73.407,,,,,
109,06/30/24 01:00:00 AM,15.5926,73.234,,,,,
110,06/30/24 02:00:00 AM,15.5636,73.234,,,,,
111,06/30/24 03:00:00 AM,15.5427,73.234,,,,,
112,06/30/24 04:00:00 AM,15.5267,73.234,,,,,
113,06/30/24 05:00:00 AM,15.5090,73.234,,,,,
114,06/30/24 06:00:00 AM,15.4913,73.234,,,,,
115,06/30/24 07:00:00 AM,15.4784,73.234,,,,,
116,06/30/24 08:00:00 AM,15.4897,73.234,,,,,
117,06/30/24 09:00:00 AM,15.5206,73.407,,,,,
118,06/30/24 10:00:00 AM,15.5456,73.753,,,,,
119,06/30/24 11:00:00 AM,15.5640,74.098,,,,,
120,06/30/24 12:00:00 PM,15.5663,74.446,,,,,
121,06/30/24 01:00:00 PM,15.5704,74.791,,,,,
122,06/30/24 02:00:00 PM,15.5479,74.791,,,,,
123,06/30/24 03:00:00 PM,15.5611,74.964,,,,,
124,06/30/24 04:00:00 PM,15.5411,74.619,,,,,
125,06/30/24 05:00:00 PM,15.4957,74.446,,,,,
126,06/30/24 06:00:00 PM,15.4707,74.098,,,,,
127,06/30/24 07:00:00 PM,15.4544,73.926,,,,,
128,06/30/24 08:00:00 PM,15.4266,73.753,,,,,
129,06/30/24 09:00:00 PM,15.4278,73.580,,,,,
130,06/30/24 10:00:00 PM,15.4712,73.580,,,,,
131,06/30/24 11:00:00 PM,15.5174,73.407,,,,,
132,07/01/24 12:00:00 AM,15.5399,73.407,,,,,
133,07/01/24 01:00:00 AM,15.5431,73.407,,,,,
134,07/01/24 02:00:00 AM,15.5608,73.407,,,,,
135,07/01/24 03:00:00 AM,15.5592,73.407,,,,,
136,07/01/24 04:00:00 AM,15.5431,73.407,,,,,
137,07/01/24 05:00:00 AM,15.5206,73.407,,,,,
138,07/01/24 06:00:00 AM,15.4918,73.407,,,,,
139,07/01/24 07:00:00 AM,15.4821,73.407,,,,,
140,07/01/24 08:00:00 AM,15.4789,73.407,,,,,
141,07/01/24 09:00:00 AM,15.4809,73.580,,,,,
142,07/01/24 10:00:00 AM,15.4941,73.753,,,,,
143,07/01/24 11:00:00 AM,15.5298,73.926,,,,,
144,07/01/24 12:00:00 PM,15.5499,74.271,,,,,
145,07/01/24 01:00:00 PM,15.5656,74.791,,,,,
146,07/01/24 02:00:00 PM,15.5684,75.312,,,,,
147,07/01/24 03:00:00 PM,15.5672,75.484,,,,,
148,07/01/24 04:00:00 PM,15.5663,75.139,,,,,
149,07/01/24 05:00:00 PM,15.5543,74.791,,,,,
150,07/01/24 06:00:00 PM,15.5295,74.446,,,,,
151,07/01/24 07:00:00 PM,15.5061,74.098,,,,,
152,07/01/24 08:00:00 PM,15.4784,73.926,,,,,
153,07/01/24 09:00:00 PM,15.4507,73.753,,,,,
154,07/01/24 10:00:00 PM,15.4294,73.580,,,,,
155,07/01/24 11:00:00 PM,15.4423,73.580,,,,,
156,07/02/24 12:00:00 AM,15.4535,73.580,,,,,
157,07/02/24 01:00:00 AM,15.4660,73.407,,,,,
158,07/02/24 02:00:00 AM,15.4741,73.407,,,,,
159,07/02/24 03:00:00 AM,15.4934,73.407,,,,,
160,07/02/24 04:00:00 AM,15.5045,73.407,,,,,
161,07/02/24 05:00:00 AM,15.5143,73.407,,,,,
162,07/02/24 06:00:00 AM,15.5143,73.407,,,,,
163,07/02/24 07:00:00 AM,15.5143,73.407,,,,,
164,07/02/24 08:00:00 AM,15.5127,73.407,,,,,
165,07/02/24 09:00:00 AM,15.5150,73.753,,,,,
166,07/02/24 10:00:00 AM,15.5315,73.926,,,,,
167,07/02/24 11:00:00 AM,15.5495,74.098,,,,,
168,07/02/24 12:00:00 PM,15.5647,74.446,,,,,
169,07/02/24 01:00:00 PM,15.5768,74.791,,,,,
170,07/02/24 02:00:00 PM,15.5917,74.964,,,,,
171,07/02/24 03:00:00 PM,15.5969,75.139,,,,,
172,07/02/24 04:00:00 PM,15.5985,75.139,,,,,
173,07/02/24 05:00:00 PM,15.5869,74.964,,,,,
174,07/02/24 06:00:00 PM,15.5668,74.619,,,,,
175,07/02/24 07:00:00 PM,15.5454,74.446,,,,,
176,07/02/24 08:00:00 PM,15.5174,74.098,,,,,
177,07/02/24 09:00:00 PM,15.4832,73.926,,,,,
178,07/02/24 10:00:00 PM,15.4491,73.753,,,,,
179,07/02/24 11:00:00 PM,15.4187,73.753,,,,,
180,07/03/24 12:00:00 AM,15.4005,73.580,,,,,
181,07/03/24 01:00:00 AM,15.4082,73.407,,,,,
182,07/03/24 02:00:00 AM,15.4275,73.407,,,,,
183,07/03/24 03:00:00 AM,15.4419,73.407,,,,,
184,07/03/24 04:00:00 AM,15.4564,73.407,,,,,
185,07/03/24 05:00:00 AM,15.4693,73.407,,,,,
186,07/03/24 06:00:00 AM,15.4675,73.407,,,,,
187,07/03/24 07:00:00 AM,15.4693,73.407,,,,,
188,07/03/24 08:00:00 AM,15.4548,73.407,,,,,
189,07/03/24 09:00:00 AM,15.4487,73.580,,,,,
190,07/03/24 10:00:00 AM,15.4523,73.753,,,,,
191,07/03/24 11:00:00 AM,15.4773,74.098,,,,,
192,07/03/24 12:00:00 PM,15.5041,74.619,,,,,
193,07/03/24 01:00:00 PM,15.5306,74.964,,,,,
194,07/03/24 02:00:00 PM,15.5502,75.139,,,,,
195,07/03/24 03:00:00 PM,15.5949,74.964,,,,,
196,07/03/24 04:00:00 PM,15.6069,74.619,,,,,
197,07/03/24 05:00:00 PM,15.5985,74.446,,,,,
198,07/03/24 06:00:00 PM,15.5856,74.446,,,,,
199,07/03/24 07:00:00 PM,15.5740,74.271,,,,,
200,07/03/24 08:00:00 PM,15.5491,73.926,,,,,
201,07/03/24 09:00:00 PM,15.5150,73.753,,,,,
202,07/03/24 10:00:00 PM,15.4796,73.753,,,,,
203,07/03/24 11:00:00 PM,15.4487,73.580,,,,,
204,07/04/24 12:00:00 AM,15.4085,73.580,,,,,
205,07/04/24 01:00:00 AM,15.4037,73.580,,,,,
206,07/04/24 02:00:00 AM,15.4130,73.407,,,,,
207,07/04/24 03:00:00 AM,15.4339,73.407,,,,,
208,07/04/24 04:00:00 AM,15.4500,73.407,,,,,
209,07/04/24 05:00:00 AM,15.4580,73.407,,,,,
210,07/04/24 06:00:00 AM,15.4596,73.407,,,,,
211,07/04/24 07:00:00 AM,15.4516,73.407,,,,,
212,07/04/24 08:00:00 AM,15.4371,73.407,,,,,
213,07/04/24 09:00:00 AM,15.4135,73.580,,,,,
214,07/04/24 10:00:00 AM,15.3965,73.926,,,,,
215,07/04/24 11:00:00 AM,15.4074,74.446,,,,,
216,07/04/24 12:00:00 PM,15.4262,74.964,,,,,
217,07/04/24 01:00:00 PM,15.4607,75.312,,,,,
218,07/04/24 02:00:00 PM,15.4823,75.659,,,,,
219,07/04/24 03:00:00 PM,15.5085,75.832,,,,,
220,07/04/24 04:00:00 PM,15.5286,75.484,,,,,
221,07/04/24 05:00:00 PM,15.5354,74.964,,,,,
222,07/04/24 06:00:00 PM,15.5459,74.619,,,,,
223,07/04/24 07:00:00 PM,15.5451,74.271,,,,,
224,07/04/24 08:00:00 PM,15.5250,73.926,,,,,
225,07/04/24 09:00:00 PM,15.4957,73.753,,,,,
226,07/04/24 10:00:00 PM,15.4652,73.753,,,,,
227,07/04/24 11:00:00 PM,15.4230,73.580,,,,,
228,07/05/24 12:00:00 AM,15.3828,73.580,,,,,
229,07/05/24 01:00:00 AM,15.3504,73.407,,,,,
230,07/05/24 02:00:00 AM,15.3488,73.407,,,,,
231,07/05/24 03:00:00 AM,15.3665,73.407,,,,,
232,07/05/24 04:00:00 AM,15.3905,73.407,,,,,
233,07/05/24 05:00:00 AM,15.4194,73.407,,,,,
234,07/05/24 06:00:00 AM,15.4387,73.407,,,,,
235,07/05/24 07:00:00 AM,15.4467,73.407,,,,,
236,07/05/24 08:00:00 AM,15.4387,73.407,,,,,
237,07/05/24 09:00:00 AM,15.4166,73.580,,,,,
238,07/05/24 10:00:00 AM,15.3997,73.926,,,,,
239,07/05/24 11:00:00 AM,15.3840,74.098,,,,,
240,07/05/24 12:00:00 PM,15.3933,74.619,,,,,
241,07/05/24 01:00:00 PM,15.4121,75.139,,,,,
242,07/05/24 02:00:00 PM,15.4419,75.484,,,,,
243,07/05/24 03:00:00 PM,15.4792,75.659,,,,,
244,07/05/24 04:00:00 PM,15.5257,75.659,,,,,
245,07/05/24 05:00:00 PM,15.5502,75.139,,,,,
246,07/05/24 06:00:00 PM,15.5523,74.619,,,,,
247,07/05/24 07:00:00 PM,15.5676,74.271,,,,,
248,07/05/24 08:00:00 PM,15.5688,74.098,,,,,
249,07/05/24 09:00:00 PM,15.5636,73.926,,,,,
250,07/05/24 10:00:00 PM,15.5391,73.753,,,,,
251,07/05/24 11:00:00 PM,15.4968,73.580,,,,,
252,07/06/24 12:00:00 AM,15.4535,73.580,,,,,
253,07/06/24 01:00:00 AM,15.4182,73.580,,,,,
254,07/06/24 02:00:00 AM,15.3985,73.407,,,,,
255,07/06/24 03:00:00 AM,15.4130,73.407,,,,,
256,07/06/24 04:00:00 AM,15.4387,73.407,,,,,
257,07/06/24 05:00:00 AM,15.4709,73.407,,,,,
258,07/06/24 06:00:00 AM,15.4868,73.407,,,,,
259,07/06/24 07:00:00 AM,15.4997,73.407,,,,,
260,07/06/24 08:00:00 AM,15.4950,73.407,,,,,
261,07/06/24 09:00:00 AM,15.4889,73.580,,,,,
262,07/06/24 10:00:00 AM,15.4689,73.926,,,,,
263,07/06/24 11:00:00 AM,15.4487,74.271,,,,,
264,07/06/24 12:00:00 PM,15.4494,74.619,,,,,
265,07/06/24 01:00:00 PM,15.4667,75.139,,,,,
266,07/06/24 02:00:00 PM,15.5093,75.484,,,,,
267,07/06/24 03:00:00 PM,15.5330,75.312,,,,,
268,07/06/24 04:00:00 PM,15.5536,75.139,,,,,
269,07/06/24 05:00:00 PM,15.5840,75.139,,,,,
270,07/06/24 06:00:00 PM,15.6074,74.791,,,,,
271,07/06/24 07:00:00 PM,15.6162,74.446,,,,,
272,07/06/24 08:00:00 PM,15.6351,74.271,,,,,
273,07/06/24 09:00:00 PM,15.6278,73.926,,,,,
274,07/06/24 10:00:00 PM,15.6146,73.753,,,,,
275,07/06/24 11:00:00 PM,15.5969,73.753,,,,,
276,07/07/24 12:00:00 AM,15.5628,73.580,,,,,
277,07/07/24 01:00:00 AM,15.5243,73.580,,,,,
278,07/07/24 02:00:00 AM,15.4905,73.580,,,,,
279,07/07/24 03:00:00 AM,15.4725,73.407,,,,,
280,07/07/24 04:00:00 AM,15.4836,73.407,,,,,
281,07/07/24 05:00:00 AM,15.5045,73.407,,,,,
282,07/07/24 06:00:00 AM,15.5254,73.407,,,,,
283,07/07/24 07:00:00 AM,15.5383,73.407,,,,,
284,07/07/24 08:00:00 AM,15.5447,73.407,,,,,
285,07/07/24 09:00:00 AM,15.5386,73.580,,,,,
286,07/07/24 10:00:00 AM,15.5282,73.926,,,,,
287,07/07/24 11:00:00 AM,15.5145,74.271,,,,,
288,07/07/24 12:00:00 PM,15.4964,74.791,,,,,
289,07/07/24 01:00:00 PM,15.4977,75.312,,,,,
290,07/07/24 02:00:00 PM,15.5145,75.659,,,,,
291,07/07/24 03:00:00 PM,15.5434,75.659,,,,,
292,07/07/24 04:00:00 PM,15.5736,75.484,,,,,
293,07/07/24 05:00:00 PM,15.6065,75.139,,,,,
294,07/07/24 06:00:00 PM,15.6375,74.619,,,,,
295,07/07/24 07:00:00 PM,15.6496,74.271,,,,,
296,07/07/24 08:00:00 PM,15.6604,74.098,,,,,
297,07/07/24 09:00:00 PM,15.6600,73.926,,,,,
298,07/07/24 10:00:00 PM,15.6612,73.753,,,,,
299,07/07/24 11:00:00 PM,15.6403,73.753,,,,,
300,07/08/24 12:00:00 AM,15.6239,73.580,,,,,
301,07/08/24 01:00:00 AM,15.5853,73.580,,,,,
302,07/08/24 02:00:00 AM,15.5531,73.580,,,,,
303,07/08/24 03:00:00 AM,15.5338,73.580,,,,,
304,07/08/24 04:00:00 AM,15.5451,73.580,,,,,
305,07/08/24 05:00:00 AM,15.5672,73.407,,,,,
306,07/08/24 06:00:00 AM,15.5897,73.407,,,,,
307,07/08/24 07:00:00 AM,15.6137,73.407,,,,,
308,07/08/24 08:00:00 AM,15.6174,73.580,,,,,
309,07/08/24 09:00:00 AM,15.6178,73.753,,,,,
310,07/08/24 10:00:00 AM,15.6117,73.926,,,,,
311,07/08/24 11:00:00 AM,15.5985,74.446,,,,,
312,07/08/24 12:00:00 PM,15.5724,74.964,,,,,
313,07/08/24 01:00:00 PM,15.5588,75.312,,,,,
314,07/08/24 02:00:00 PM,15.5652,75.312,,,,,
315,07/08/24 03:00:00 PM,15.5865,74.791,,,,,
316,07/08/24 04:00:00 PM,15.6133,74.619,,,,,
317,07/08/24 05:00:00 PM,15.6516,74.446,,,,,
318,07/08/24 06:00:00 PM,15.6882,74.271,,,,,
319,07/08/24 07:00:00 PM,15.7182,74.098,,,,,
320,07/08/24 08:00:00 PM,15.7322,73.926,,,,,
321,07/08/24 09:00:00 PM,15.7544,73.753,,,,,
322,07/08/24 10:00:00 PM,15.7431,73.753,,,,,
323,07/08/24 11:00:00 PM,15.7235,73.580,,,,,
324,07/09/24 12:00:00 AM,15.6993,73.580,,,,,
325,07/09/24 01:00:00 AM,15.6705,73.580,,,,,
326,07/09/24 02:00:00 AM,15.6283,73.407,,,,,
327,07/09/24 03:00:00 AM,15.5994,73.407,,,,,
328,07/09/24 04:00:00 AM,15.5978,73.407,,,,,
329,07/09/24 05:00:00 AM,15.6137,73.407,,,,,
330,07/09/24 06:00:00 AM,15.6346,73.407,,,,,
331,07/09/24 07:00:00 AM,15.6539,73.407,,,,,
332,07/09/24 08:00:00 AM,15.6641,73.580,,,,,
333,07/09/24 09:00:00 AM,15.6913,73.580,,,,,
334,07/09/24 10:00:00 AM,15.6918,73.753,,,,,
335,07/09/24 11:00:00 AM,15.6934,73.753,,,,,
336,07/09/24 12:00:00 PM,15.6644,73.753,,,,,
337,07/09/24 01:00:00 PM,15.6307,73.753,,,,,
338,07/09/24 02:00:00 PM,15.6053,73.926,,,,,
339,07/09/24 03:00:00 PM,15.5933,74.271,,,,,
340,07/09/24 04:00:00 PM,15.5924,74.619,,,,,
341,07/09/24 05:00:00 PM,15.6166,74.619,,,,,
342,07/09/24 06:00:00 PM,15.6419,74.446,,,,,
343,07/09/24 07:00:00 PM,15.6528,74.271,,,,,
344,07/09/24 08:00:00 PM,15.6684,74.098,,,,,
345,07/09/24 09:00:00 PM,15.6712,73.926,,,,,
346,07/09/24 10:00:00 PM,15.6676,73.753,,,,,
347,07/09/24 11:00:00 PM,15.6544,73.580,,,,,
348,07/10/24 12:00:00 AM,15.6223,73.580,,,,,
349,07/10/24 01:00:00 AM,15.5804,73.580,,,,,
350,07/10/24 02:00:00 AM,15.5515,73.580,,,,,
351,07/10/24 03:00:00 AM,15.5222,73.407,,,,,
352,07/10/24 04:00:00 AM,15.5143,73.407,,,,,
353,07/10/24 05:00:00 AM,15.5318,73.407,,,,,
354,07/10/24 06:00:00 AM,15.5608,73.407,,,,,
355,07/10/24 07:00:00 AM,15.5913,73.407,,,,,
356,07/10/24 08:00:00 AM,15.6171,73.407,,,,,
357,07/10/24 09:00:00 AM,15.6303,73.580,,,,,
358,07/10/24 10:00:00 AM,15.6278,73.926,,,,,
359,07/10/24 11:00:00 AM,15.6303,74.271,,,,,
360,07/10/24 12:00:00 PM,15.6117,74.619,,,,,
361,07/10/24 01:00:00 PM,15.5856,75.139,,,,,
362,07/10/24 02:00:00 PM,15.5652,75.312,,,,,
363,07/10/24 03:00:00 PM,15.5507,75.312,,,,,
364,07/10/24 04:00:00 PM,15.5567,75.139,,,,,
365,07/10/24 05:00:00 PM,15.5624,74.791,,,,,
366,07/10/24 06:00:00 PM,15.5969,74.446,,,,,
367,07/10/24 07:00:00 PM,15.6078,74.271,,,,,
368,07/10/24 08:00:00 PM,15.6251,74.098,,,,,
369,07/10/24 09:00:00 PM,15.6310,73.926,,,,,
370,07/10/24 10:00:00 PM,15.6323,73.753,,,,,
371,07/10/24 11:00:00 PM,15.6178,73.753,,,,,
372,07/11/24 12:00:00 AM,15.6014,73.580,,,,,
373,07/11/24 01:00:00 AM,15.5644,73.580,,,,,
374,07/11/24 02:00:00 AM,15.5386,73.580,,,,,
375,07/11/24 03:00:00 AM,15.5129,73.580,,,,,
376,07/11/24 04:00:00 AM,15.5013,73.407,,,,,
377,07/11/24 05:00:00 AM,15.5093,73.407,,,,,
378,07/11/24 06:00:00 AM,15.5383,73.407,,,,,
379,07/11/24 07:00:00 AM,15.5720,73.407,,,,,
380,07/11/24 08:00:00 AM,15.5978,73.407,,,,,
381,07/11/24 09:00:00 AM,15.6062,73.580,,,,,
382,07/11/24 10:00:00 AM,15.6130,73.753,,,,,
383,07/11/24 11:00:00 AM,15.6085,73.926,,,,,
384,07/11/24 12:00:00 PM,15.5853,74.271,,,,,
385,07/11/24 01:00:00 PM,15.5624,74.791,,,,,
386,07/11/24 02:00:00 PM,15.5363,74.619,,,,,
387,07/11/24 03:00:00 PM,15.5121,74.619,,,,,
388,07/11/24 04:00:00 PM,15.5021,74.446,,,,,
389,07/11/24 05:00:00 PM,15.5073,74.619,,,,,
390,07/11/24 06:00:00 PM,15.5230,74.446,,,,,
391,07/11/24 07:00:00 PM,15.5499,74.271,,,,,
392,07/11/24 08:00:00 PM,15.5765,73.926,,,,,
393,07/11/24 09:00:00 PM,15.5969,73.753,,,,,
394,07/11/24 10:00:00 PM,15.5965,73.580,,,,,
395,07/11/24 11:00:00 PM,15.5917,73.580,,,,,
396,07/12/24 12:00:00 AM,15.5833,73.407,,,,,
397,07/12/24 01:00:00 AM,15.5624,73.407,,,,,
398,07/12/24 02:00:00 AM,15.5286,73.407,,,,,
399,07/12/24 03:00:00 AM,15.4977,73.234,,,,,
400,07/12/24 04:00:00 AM,15.4800,73.234,,,,,
401,07/12/24 05:00:00 AM,15.4881,73.234,,,,,
402,07/12/24 06:00:00 AM,15.5154,73.234,,,,,
403,07/12/24 07:00:00 AM,15.5459,73.234,,,,,
404,07/12/24 08:00:00 AM,15.5781,73.234,,,,,
405,07/12/24 09:00:00 AM,15.6026,73.407,,,,,
406,07/12/24 10:00:00 AM,15.6146,73.753,,,,,
407,07/12/24 11:00:00 AM,15.6203,74.098,,,,,
408,07/12/24 12:00:00 PM,15.6130,74.446,,,,,
409,07/12/24 01:00:00 PM,15.5901,74.964,,,,,
410,07/12/24 02:00:00 PM,15.5636,75.312,,,,,
411,07/12/24 03:00:00 PM,15.5350,75.484,,,,,
412,07/12/24 04:00:00 PM,15.5166,75.139,,,,,
413,07/12/24 05:00:00 PM,15.5189,74.791,,,,,
414,07/12/24 06:00:00 PM,15.5343,74.446,,,,,
415,07/12/24 07:00:00 PM,15.5531,74.271,,,,,
416,07/12/24 08:00:00 PM,15.5736,74.098,,,,,
417,07/12/24 09:00:00 PM,15.5924,73.926,,,,,
418,07/12/24 10:00:00 PM,15.6098,73.753,,,,,
419,07/12/24 11:00:00 PM,15.6078,73.580,,,,,
420,07/13/24 12:00:00 AM,15.6030,73.580,,,,,
421,07/13/24 01:00:00 AM,15.5833,73.407,,,,,
422,07/13/24 02:00:00 AM,15.5608,73.407,,,,,
423,07/13/24 03:00:00 AM,15.5367,73.407,,,,,
424,07/13/24 04:00:00 AM,15.5286,73.407,,,,,
425,07/13/24 05:00:00 AM,15.5234,73.234,,,,,
426,07/13/24 06:00:00 AM,15.5459,73.234,,,,,
427,07/13/24 07:00:00 AM,15.5749,73.234,,,,,
428,07/13/24 08:00:00 AM,15.6026,73.407,,,,,
429,07/13/24 09:00:00 AM,15.6287,73.580,,,,,
430,07/13/24 10:00:00 AM,15.6467,73.753,,,,,
431,07/13/24 11:00:00 AM,15.6544,74.271,,,,,
432,07/13/24 12:00:00 PM,15.6428,74.791,,,,,
433,07/13/24 01:00:00 PM,15.6178,75.139,,,,,
434,07/13/24 02:00:00 PM,15.5908,75.312,,,,,
435,07/13/24 03:00:00 PM,15.5860,75.312,,,,,
436,07/13/24 04:00:00 PM,15.5479,74.791,,,,,
437,07/13/24 05:00:00 PM,15.5277,74.446,,,,,
438,07/13/24 06:00:00 PM,15.5261,74.446,,,,,
