"Plot Title: GilBlue_stage"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 21248114, SEN S/N: 21248114)","Temp, °F (LGR S/N: 21248114, SEN S/N: 21248114)"
1,05/29/23 10:00:00 AM,15.2381,73.062
2,05/29/23 11:00:00 AM,15.2326,73.234
3,05/29/23 12:00:00 PM,15.2245,73.580
4,05/29/23 01:00:00 PM,15.2092,73.926
5,05/29/23 02:00:00 PM,15.1960,73.926
6,05/29/23 03:00:00 PM,15.1873,73.926
7,05/29/23 04:00:00 PM,15.1869,73.753
8,05/29/23 05:00:00 PM,15.1855,73.753
9,05/29/23 06:00:00 PM,15.1866,73.580
10,05/29/23 07:00:00 PM,15.1994,73.407
11,05/29/23 08:00:00 PM,15.2023,73.407
12,05/29/23 09:00:00 PM,15.2121,73.234
13,05/29/23 10:00:00 PM,15.2206,73.062
14,05/29/23 11:00:00 PM,15.2133,73.062
15,05/30/23 12:00:00 AM,15.2100,72.891
16,05/30/23 01:00:00 AM,15.2013,72.891
17,05/30/23 02:00:00 AM,15.1994,72.718
18,05/30/23 03:00:00 AM,15.2008,72.718
19,05/30/23 04:00:00 AM,15.2008,72.718
20,05/30/23 05:00:00 AM,15.2092,72.545
21,05/30/23 06:00:00 AM,15.2181,72.545
22,05/30/23 07:00:00 AM,15.2210,72.545
23,05/30/23 08:00:00 AM,15.2268,72.545
24,05/30/23 09:00:00 AM,15.2314,72.718
25,05/30/23 10:00:00 AM,15.2278,73.062
26,05/30/23 11:00:00 AM,15.2271,73.407
27,05/30/23 12:00:00 PM,15.2161,73.753
28,05/30/23 01:00:00 PM,15.2107,73.926
29,05/30/23 02:00:00 PM,15.2008,74.098
30,05/30/23 03:00:00 PM,15.1965,74.098
31,05/30/23 04:00:00 PM,15.1960,73.926
32,05/30/23 05:00:00 PM,15.1986,73.753
33,05/30/23 06:00:00 PM,15.1986,73.753
34,05/30/23 07:00:00 PM,15.2071,73.580
35,05/30/23 08:00:00 PM,15.2155,73.407
36,05/30/23 09:00:00 PM,15.2213,73.407
37,05/30/23 10:00:00 PM,15.2340,73.234
38,05/30/23 11:00:00 PM,15.2398,73.234
39,05/31/23 12:00:00 AM,15.2293,73.062
40,05/31/23 01:00:00 AM,15.2235,73.062
41,05/31/23 02:00:00 AM,15.2217,72.891
42,05/31/23 03:00:00 AM,15.2201,72.891
43,05/31/23 04:00:00 AM,15.2275,72.891
44,05/31/23 05:00:00 AM,15.2314,72.718
45,05/31/23 06:00:00 AM,15.2403,72.718
46,05/31/23 07:00:00 AM,15.2446,72.718
47,05/31/23 08:00:00 AM,15.2475,72.718
48,05/31/23 09:00:00 AM,15.2464,72.891
49,05/31/23 10:00:00 AM,15.2483,73.062
50,05/31/23 11:00:00 AM,15.2490,73.407
51,05/31/23 12:00:00 PM,15.2432,73.407
52,05/31/23 01:00:00 PM,15.2336,73.753
53,05/31/23 02:00:00 PM,15.2249,73.753
54,05/31/23 03:00:00 PM,15.2121,73.926
55,05/31/23 04:00:00 PM,15.2117,73.753
56,05/31/23 05:00:00 PM,15.2175,73.753
57,05/31/23 06:00:00 PM,15.2216,73.580
58,05/31/23 07:00:00 PM,15.2288,73.580
59,05/31/23 08:00:00 PM,15.2314,73.407
60,05/31/23 09:00:00 PM,15.2311,73.234
61,05/31/23 10:00:00 PM,15.2384,73.234
62,05/31/23 11:00:00 PM,15.2381,73.062
63,06/01/23 12:00:00 AM,15.2307,73.062
64,06/01/23 01:00:00 AM,15.2249,73.062
65,06/01/23 02:00:00 AM,15.2191,73.062
66,06/01/23 03:00:00 AM,15.2158,72.891
67,06/01/23 04:00:00 AM,15.2143,72.891
68,06/01/23 05:00:00 AM,15.2129,72.891
69,06/01/23 06:00:00 AM,15.2246,72.891
70,06/01/23 07:00:00 AM,15.2319,72.891
71,06/01/23 08:00:00 AM,15.2348,72.891
72,06/01/23 09:00:00 AM,15.2351,73.062
73,06/01/23 10:00:00 AM,15.2355,73.234
74,06/01/23 11:00:00 AM,15.2259,73.580
75,06/01/23 12:00:00 PM,15.2206,73.753
76,06/01/23 01:00:00 PM,15.2095,74.098
77,06/01/23 02:00:00 PM,15.1979,74.098
78,06/01/23 03:00:00 PM,15.1902,73.926
79,06/01/23 04:00:00 PM,15.1946,73.926
