h0,ER0,GPP0,h,GPP,ER,Date,ID,GPP_reduce,ER_reduce,GPP_recov,ER_recov,H_recov,h_diff,num,IF,GPP_ratio,ER_ratio,closest_date,floodID,season,year,hours_btwn_h,hours_btwn_SpC,hours_btwn_pH,duration_h,duration_SpC,duration_pH,avg_duration,days_btw
1.4486206896551717,-9.577372592172908,3.517246980134182,4.518333333333332,6.480377519252407,-12.792326138811514,2023-04-16T14:27:08Z,IU,-84.24573411689111,25.131891664992345,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-23T10:17:38Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4486206896551717,-9.577372592172908,3.517246980134182,8.475,3.665303643853751,-16.13605613131694,2024-04-17T13:20:00Z,IU,-4.209447461489346,40.64613735703924,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-15T23:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4486206896551717,-9.577372592172908,3.517246980134182,6.538333333333333,0.7935059288663303,-11.46669268536959,2024-06-22T17:31:25Z,IU,77.4395732415681,16.47659133315116,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-29T03:15:04Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.9205242701749284,-8.605722302288777,2.7012339572472857,2.6432325296073045,14.364743818146316,-15.041552092034824,2023-03-02T11:23:23Z,ID,-431.7845120229728,42.78700595767712,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-10T02:20:45Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.895120556259695,-9.344920741126924,3.823254856725045,2.327601201086208,12.627588670518238,-15.89617447146532,2023-07-10T00:00:00Z,ID,-230.28372796823913,41.21276941252957,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-09T14:12:39Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.895120556259695,-9.344920741126924,3.823254856725045,1.8225910754524544,10.712657910864976,-22.181769385623365,2023-08-15T00:00:00Z,ID,-180.1973269456934,57.8711662777288,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-14T09:07:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.895120556259695,-9.344920741126924,3.823254856725045,2.029697111564242,10.072737573332914,-18.995637500601333,2023-09-11T13:26:24Z,ID,-163.45974701673697,50.80491117588921,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-13T11:30:00Z,high-stage,Fall,2023,0,21624,21624,21624,0,0,300.3333333333333,600.6666666666666
0.9805232023447262,-9.62050933964866,2.5692084513392515,3.1983977704581097,3.1610011598889622,-9.240931136282164,2024-01-03T16:27:54Z,ID,-23.034048025228437,-4.1075752840119995,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-04T12:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.9805232023447262,-9.62050933964866,2.5692084513392515,4.2767327476247035,3.836243638993101,-11.860004613162523,2024-04-22T12:00:00Z,ID,-49.316169226883176,18.88275212834586,NA,NA,NA,NA,NA,NA,NA,NA,2024-04-22T09:18:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.9805232023447262,-9.62050933964866,2.5692084513392515,3.758751471503781,9.114296773196422,-14.496271931041218,2024-06-01T12:00:00Z,ID,-254.75115958167623,33.63459663689097,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-04T01:19:08Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
