Date,GPP_1,GPP_2,GPP,ER_1,ER_2,ER,ID,day,SpC,DO,pH,depth,Temp
2022-05-12T00:00:00Z,1.334167564182349,1.5814075279883866,1.4577875460853678,-11.97352854896739,-6.408398711234743,-9.190963630101066,AM,2022-05-12,403.704347826087,4.29,NA,0.8903064175712752,70.84
2022-05-13T00:00:00Z,0.8567298503885068,1.1135733441222633,0.985151597255385,-11.62487494387402,-5.912847632582436,-8.768861288228228,AM,2022-05-13,412.5565217391304,4.28,NA,0.8789712352608499,71.2
2022-05-14T00:00:00Z,1.2154678333192277,1.2154678333192277,1.2154678333192277,-11.587691818423645,-11.587691818423645,-11.587691818423645,AM,2022-05-14,402.3304347826087,4.32,NA,0.8563008706400002,71.2
2022-05-15T00:00:00Z,1.1093811334703358,9.081891761016983,5.09563644724366,-11.161743577256743,-36.36971290586363,-23.765728241560186,AM,2022-05-15,402.7217391304348,4.34,NA,0.8336305060191513,71.31
2022-05-16T00:00:00Z,0.8387082709921192,7.144040545886304,3.9913744084392113,-10.841022655960174,-35.15077982044909,-22.99590123820463,AM,2022-05-16,401.82608695652175,4.4,NA,0.8109601413983025,71.17
2022-05-17T00:00:00Z,1.1746706569067429,9.078789683287036,5.12673017009689,-10.783237058773212,-35.03379259649549,-22.90851482763435,AM,2022-05-17,403.17391304347825,4.39,NA,0.7882897767774528,71.38
2022-05-18T00:00:00Z,1.307808496263083,9.96563848781944,5.636723492041262,-10.51115992991839,-34.08388153182193,-22.29752073087016,AM,2022-05-18,403.45652173913044,4.42,NA,0.7656194121565996,71.49
2022-05-19T00:00:00Z,1.2646770733862636,9.725518628000255,5.495097850693259,-10.2216643435047,-33.180886118315215,-21.701275230909957,AM,2022-05-19,403.6347826086957,4.47,NA,0.7429490475357508,71.49
2022-05-20T00:00:00Z,1.2138605620022045,9.019871703390418,5.116866132696312,-9.923021562278755,-31.557972486275567,-20.74049702427716,AM,2022-05-20,403.0826086956522,4.53,NA,0.731613865225329,71.42
2022-05-21T00:00:00Z,1.2545172682151675,10.104758298872923,5.679637783544045,-9.975846403086171,-31.854232552739536,-20.915039477912853,AM,2022-05-21,402.3521739130435,4.56,NA,0.7202786829149019,71.49
2022-05-22T00:00:00Z,1.3935347848572188,10.687325493875852,6.040430139366535,-9.943561963506754,-31.56954399274215,-20.756552978124454,AM,2022-05-22,403.295652173913,4.51,NA,0.7202786829149064,71.46
2022-07-01T00:00:00Z,1.7255273717567678,13.94750922515626,7.836518298456514,-7.406460564023223,-23.56560446696637,-15.486032515494797,AM,2022-07-01,385.45217391304345,4.95,NA,0.561586130568954,71.6
2022-07-02T00:00:00Z,2.1736634890187685,16.74377419121396,9.458718840116363,-9.742095017125012,-22.137727681155788,-15.939911349140399,AM,2022-07-02,386.7695652173913,4.88,NA,0.7429490475357508,71.6
2022-07-03T00:00:00Z,1.8702837343227483,13.434651283350036,7.652467508836392,-8.869635993458347,-21.60485719694389,-15.237246595201118,AM,2022-07-03,383.2869565217391,4.9,NA,0.686273135983626,71.67
2022-07-04T00:00:00Z,1.8159052779849123,13.742851036836589,7.779378157410751,-8.526986759293552,-21.059234439222177,-14.793110599257865,AM,2022-07-04,387.1478260869565,4.95,NA,0.6636027713627808,71.64
2022-07-05T00:00:00Z,2.0617934521726453,14.730527346330586,8.396160399251615,-8.2937238575639,-20.95898125753701,-14.626352557550454,AM,2022-07-05,387.1913043478261,4.96,NA,0.6295972244315058,71.71
2022-07-06T00:00:00Z,1.9250912918098195,14.662400063193068,8.293745677501445,-7.948358501793215,-22.265985039387303,-15.10717177059026,AM,2022-07-06,387.0869565217391,4.9,NA,0.6069268598106516,71.74
