Date,CO2,ID
2023-01-03T10:13:30Z,10704,AM
2023-01-03T10:14:00Z,10686,AM
2023-01-03T10:14:30Z,10656,AM
2023-01-03T10:15:00Z,10620,AM
2023-01-03T10:15:30Z,10596,AM
2023-01-03T10:16:00Z,10560,AM
2023-01-03T10:16:30Z,10536,AM
2023-01-03T10:17:00Z,10500,AM
2023-01-03T10:17:30Z,10494,AM
2023-01-03T10:18:00Z,10470,AM
2023-01-03T10:18:30Z,10392,AM
2023-01-03T10:19:00Z,10362,AM
2023-01-03T10:19:30Z,10338,AM
2023-01-03T10:20:00Z,10302,AM
2023-01-03T10:20:30Z,10290,AM
2023-01-03T10:21:00Z,10260,AM
2023-01-03T10:21:30Z,10248,AM
2023-01-03T10:22:00Z,10236,AM
2023-01-03T10:22:30Z,10188,AM
2023-01-03T10:23:00Z,10182,AM
2023-01-03T10:23:30Z,10158,AM
2023-01-03T10:24:00Z,10140,AM
2023-01-03T10:24:30Z,10080,AM
2023-01-03T10:25:00Z,10062,AM
2023-01-03T10:25:30Z,10032,AM
2023-01-03T10:31:30Z,20454,AM
2023-01-03T10:32:00Z,20424,AM
2023-01-03T10:32:30Z,20370,AM
2023-01-03T10:33:00Z,20256,AM
2023-01-03T10:33:30Z,20130,AM
2023-01-03T10:34:00Z,20034,AM
2023-01-03T10:34:30Z,19872,AM
2023-01-03T10:35:00Z,19704,AM
2023-01-03T10:35:30Z,19566,AM
2023-01-03T10:36:00Z,19422,AM
2023-01-03T10:36:30Z,19248,AM
2023-01-03T10:37:00Z,19128,AM
2023-01-03T10:37:30Z,18936,AM
2023-01-03T10:38:00Z,18834,AM
2023-01-03T10:38:30Z,18672,AM
2023-01-03T10:39:00Z,18570,AM
2023-01-03T10:39:30Z,18432,AM
2023-01-03T10:40:00Z,18276,AM
2023-01-03T10:40:30Z,18156,AM
2023-01-03T10:41:00Z,18048,AM
2023-01-03T10:41:30Z,17982,AM
2023-01-03T10:42:00Z,17862,AM
2023-01-03T10:42:30Z,17718,AM
2023-01-03T10:43:00Z,17514,AM
2023-01-03T10:43:30Z,17448,AM
2023-01-03T10:44:00Z,17346,AM
2023-01-03T10:44:30Z,17220,AM
2023-01-03T10:45:00Z,17076,AM
2023-01-03T10:45:30Z,16998,AM
2023-01-03T10:46:00Z,16896,AM
2023-01-03T10:46:30Z,16764,AM
2023-01-03T10:47:00Z,16668,AM
2023-01-03T10:47:30Z,16530,AM
2023-01-03T10:48:00Z,16386,AM
2023-01-03T10:48:30Z,16278,AM
2023-01-03T10:49:00Z,16170,AM
2023-01-03T10:49:30Z,16074,AM
2023-01-18T08:43:30Z,21438,AM
2023-01-18T08:44:00Z,21372,AM
2023-01-18T08:44:30Z,21258,AM
2023-01-18T08:45:00Z,21168,AM
2023-01-18T08:45:30Z,21030,AM
2023-01-18T08:46:00Z,20856,AM
2023-01-18T08:46:30Z,20544,AM
2023-01-18T08:47:00Z,20370,AM
2023-01-18T08:47:30Z,20100,AM
2023-01-18T08:48:00Z,19686,AM
2023-01-18T08:48:30Z,19422,AM
2023-01-18T08:49:00Z,19260,AM
2023-01-18T08:49:30Z,19116,AM
2023-01-18T08:50:00Z,18834,AM
2023-01-18T08:50:30Z,18792,AM
2023-01-18T08:51:00Z,18840,AM
2023-01-18T08:51:30Z,18804,AM
2023-01-18T08:52:00Z,18618,AM
2023-01-18T08:52:30Z,18360,AM
2023-01-18T08:53:00Z,18006,AM
2023-01-18T08:53:30Z,17652,AM
2023-01-18T08:54:00Z,17298,AM
2023-01-18T08:54:30Z,17112,AM
2023-01-18T08:55:00Z,17010,AM
2023-01-18T08:55:30Z,17004,AM
2023-01-18T08:56:00Z,16998,AM
2023-01-18T08:56:30Z,16926,AM
2023-01-18T08:57:00Z,16788,AM
2023-01-18T08:57:30Z,16506,AM
2023-01-18T08:58:00Z,16314,AM
2023-01-18T08:58:30Z,16164,AM
2023-01-18T08:59:00Z,15966,AM
2023-01-18T08:59:30Z,15834,AM
2023-01-18T09:00:00Z,15744,AM
2023-01-18T09:00:30Z,15624,AM
2023-01-18T09:01:00Z,15504,AM
2023-01-18T09:01:30Z,15390,AM
2023-01-18T09:09:00Z,18324,AM
2023-01-18T09:09:30Z,18204,AM
2023-01-18T09:10:00Z,18018,AM
2023-01-18T09:10:30Z,17778,AM
2023-01-18T09:11:00Z,17592,AM
2023-01-18T09:11:30Z,17418,AM
2023-01-18T09:12:00Z,17226,AM
2023-01-18T09:12:30Z,17064,AM
2023-01-18T09:13:00Z,16902,AM
2023-01-18T09:13:30Z,16632,AM
2023-01-18T09:14:00Z,16470,AM
2023-01-18T09:14:30Z,16296,AM
2023-01-18T09:15:00Z,16098,AM
2023-01-18T09:15:30Z,15834,AM
2023-01-18T09:16:00Z,15702,AM
2023-01-18T09:16:30Z,15540,AM
2023-01-18T09:17:00Z,15360,AM
2023-01-18T09:17:30Z,15198,AM
2023-01-18T09:18:00Z,14970,AM
2023-01-18T09:18:30Z,14820,AM
2023-01-18T09:19:00Z,14628,AM
2023-01-18T09:19:30Z,14448,AM
2023-01-18T09:20:00Z,14268,AM
2023-01-18T09:20:30Z,14088,AM
2023-02-01T10:22:00Z,24930,AM
2023-02-01T10:22:30Z,24882,AM
2023-02-01T10:23:00Z,24870,AM
2023-02-01T10:23:30Z,24894,AM
2023-02-01T10:24:00Z,24858,AM
2023-02-01T10:24:30Z,24792,AM
2023-02-01T10:25:00Z,24804,AM
2023-02-01T10:25:30Z,24810,AM
2023-02-01T10:26:00Z,24732,AM
2023-02-01T10:26:30Z,24618,AM
2023-02-01T10:27:00Z,24588,AM
2023-02-01T10:27:30Z,24504,AM
2023-02-01T10:28:00Z,24486,AM
2023-02-01T10:28:30Z,24444,AM
2023-02-01T10:29:00Z,24444,AM
2023-02-01T10:29:30Z,24444,AM
2023-02-01T10:30:00Z,24432,AM
2023-02-01T10:30:30Z,24402,AM
2023-02-01T10:31:00Z,24348,AM
2023-02-01T10:31:30Z,24276,AM
2023-02-01T10:32:00Z,24198,AM
2023-02-01T10:32:30Z,24048,AM
2023-02-01T10:33:00Z,23976,AM
2023-02-01T10:33:30Z,23952,AM
2023-02-01T10:34:00Z,23964,AM
2023-02-01T10:34:30Z,23964,AM
2023-02-01T10:35:00Z,23934,AM
2023-02-01T10:35:30Z,23928,AM
2023-02-01T10:36:00Z,23886,AM
2023-02-01T10:36:30Z,23886,AM
2023-02-01T10:45:30Z,18420,AM
2023-02-01T10:46:00Z,18414,AM
2023-02-01T10:46:30Z,18390,AM
2023-02-01T10:47:00Z,18372,AM
2023-02-01T10:47:30Z,18318,AM
2023-02-01T10:48:00Z,18300,AM
2023-02-01T10:48:30Z,18288,AM
2023-02-01T10:49:00Z,18198,AM
2023-02-01T10:49:30Z,18144,AM
2023-02-01T10:50:00Z,18126,AM
2023-02-01T10:50:30Z,18072,AM
2023-02-01T10:51:00Z,18042,AM
2023-02-01T10:51:30Z,18024,AM
2023-02-01T10:52:00Z,18018,AM
2023-02-01T10:52:30Z,18012,AM
2023-02-01T10:53:00Z,18012,AM
2023-02-01T10:53:30Z,18000,AM
2023-02-01T10:54:00Z,18000,AM
2023-02-01T10:54:30Z,17970,AM
2023-02-01T10:55:00Z,17952,AM
2023-02-15T10:05:30Z,23832,AM
2023-02-15T10:06:00Z,23712,AM
2023-02-15T10:06:30Z,23598,AM
2023-02-15T10:07:00Z,23430,AM
2023-02-15T10:07:30Z,23340,AM
2023-02-15T10:08:00Z,23316,AM
2023-02-15T10:08:30Z,23310,AM
2023-02-15T10:09:00Z,23316,AM
2023-02-15T10:09:30Z,23274,AM
2023-02-15T10:10:00Z,23244,AM
2023-02-15T10:10:30Z,23172,AM
2023-02-15T10:11:00Z,23154,AM
2023-02-15T10:11:30Z,23148,AM
2023-02-15T10:12:00Z,23160,AM
2023-02-15T10:12:30Z,23136,AM
2023-02-15T10:13:00Z,23088,AM
2023-02-15T10:13:30Z,23082,AM
2023-02-15T10:14:00Z,23076,AM
2023-02-15T10:14:30Z,23040,AM
2023-02-15T10:15:00Z,23022,AM
2023-02-15T10:15:30Z,22998,AM
2023-02-15T10:16:00Z,22992,AM
2023-02-15T10:16:30Z,22980,AM
2023-02-15T10:17:00Z,22956,AM
2023-02-15T10:17:30Z,22944,AM
2023-02-15T10:18:00Z,22932,AM
2023-02-15T10:18:30Z,22860,AM
2023-02-15T10:19:00Z,22800,AM
2023-02-15T10:19:30Z,22734,AM
2023-02-15T10:20:00Z,22692,AM
2023-02-15T10:20:30Z,22668,AM
2023-02-15T10:21:00Z,22662,AM
2023-02-15T10:21:30Z,22650,AM
2023-02-15T10:22:00Z,22602,AM
2023-02-15T10:22:30Z,22596,AM
2023-02-15T10:23:00Z,22620,AM
2023-02-15T10:23:30Z,22644,AM
2023-02-15T10:24:00Z,22656,AM
2023-02-15T10:24:30Z,22620,AM
2023-02-15T10:25:00Z,22632,AM
2023-02-15T10:25:30Z,22590,AM
2023-02-15T10:26:00Z,22506,AM
2023-02-15T10:26:30Z,22434,AM
2023-02-15T10:27:00Z,22416,AM
2023-02-15T10:27:30Z,22410,AM
2023-02-15T10:28:00Z,22368,AM
2023-02-15T10:28:30Z,22272,AM
2023-02-15T10:29:00Z,22248,AM
2023-02-15T10:29:30Z,22212,AM
2023-02-15T10:30:00Z,22194,AM
2023-02-15T10:30:30Z,22194,AM
2023-02-15T10:31:00Z,22176,AM
2023-02-15T10:31:30Z,22080,AM
2023-02-15T10:38:00Z,18936,AM
2023-02-15T10:38:30Z,18924,AM
2023-02-15T10:39:00Z,18858,AM
2023-02-15T10:39:30Z,18864,AM
2023-02-15T10:40:00Z,18816,AM
2023-02-15T10:40:30Z,18810,AM
2023-02-15T10:41:00Z,18798,AM
2023-02-15T10:41:30Z,18792,AM
2023-02-15T10:42:00Z,18786,AM
2023-02-15T10:42:30Z,18774,AM
2023-02-15T10:43:00Z,18726,AM
2023-02-15T10:43:30Z,18630,AM
2023-02-15T10:44:00Z,18612,AM
2023-02-15T10:44:30Z,18576,AM
2023-02-15T10:45:00Z,18540,AM
2023-02-15T10:45:30Z,18528,AM
2023-02-15T10:46:00Z,18504,AM
2023-02-15T10:46:30Z,18492,AM
2023-02-15T10:47:00Z,18468,AM
2023-02-15T10:47:30Z,18462,AM
2023-02-15T10:48:00Z,18450,AM
2023-02-15T10:48:30Z,18414,AM
2023-03-29T08:26:30Z,22506,AM
2023-03-29T08:27:00Z,22476,AM
2023-03-29T08:27:30Z,22404,AM
2023-03-29T08:28:00Z,22350,AM
2023-03-29T08:28:30Z,22236,AM
2023-03-29T08:29:00Z,22128,AM
2023-03-29T08:29:30Z,22026,AM
2023-03-29T08:30:00Z,22014,AM
2023-03-29T08:30:30Z,21888,AM
2023-03-29T08:31:00Z,21858,AM
2023-03-29T08:31:30Z,21828,AM
2023-03-29T08:32:00Z,21768,AM
2023-03-29T08:32:30Z,21732,AM
2023-03-29T08:33:00Z,21648,AM
2023-03-29T08:33:30Z,21618,AM
2023-03-29T08:34:00Z,21582,AM
2023-03-29T08:34:30Z,21546,AM
2023-03-29T08:35:00Z,21462,AM
2023-03-29T08:35:30Z,21318,AM
2023-03-29T08:36:00Z,21204,AM
2023-03-29T08:36:30Z,21168,AM
2023-03-29T08:37:00Z,21090,AM
2023-03-29T08:37:30Z,21066,AM
2023-03-29T08:38:00Z,21024,AM
2023-03-29T08:38:30Z,20916,AM
2023-03-29T08:39:00Z,20766,AM
2023-03-29T08:46:00Z,24660,AM
2023-03-29T08:46:30Z,24642,AM
2023-03-29T08:47:00Z,24600,AM
2023-03-29T08:47:30Z,24564,AM
2023-03-29T08:48:00Z,24456,AM
2023-03-29T08:48:30Z,24318,AM
2023-03-29T08:49:00Z,24192,AM
2023-03-29T08:49:30Z,23910,AM
2023-03-29T08:50:00Z,23730,AM
2023-03-29T08:50:30Z,23706,AM
2023-03-29T08:51:00Z,23646,AM
2023-03-29T08:51:30Z,23508,AM
2023-03-29T08:52:00Z,23424,AM
2023-03-29T08:52:30Z,23340,AM
2023-03-29T08:53:00Z,23124,AM
2023-03-29T08:53:30Z,23004,AM
2023-03-29T08:54:00Z,23004,AM
2023-03-29T08:54:30Z,22968,AM
2023-03-29T08:55:00Z,22914,AM
2023-03-29T08:55:30Z,22896,AM
2023-03-29T08:56:00Z,22902,AM
2023-03-29T08:56:30Z,22872,AM
2023-03-29T08:57:00Z,22722,AM
2023-03-29T08:57:30Z,22686,AM
2023-03-29T08:58:00Z,22638,AM
2023-03-29T08:58:30Z,22452,AM
2023-03-29T08:59:00Z,22410,AM
2023-03-29T08:59:30Z,22368,AM
2023-03-29T09:00:00Z,22350,AM
2023-03-29T09:00:30Z,22284,AM
2023-03-29T09:01:00Z,22224,AM
2023-03-29T09:01:30Z,22212,AM
2023-03-29T09:02:00Z,22128,AM
2023-03-29T09:02:30Z,22032,AM
2023-03-29T09:03:00Z,21972,AM
2023-03-29T09:03:30Z,21918,AM
2023-03-29T09:04:00Z,21822,AM
2023-03-29T09:04:30Z,21804,AM
2023-03-29T09:05:00Z,21756,AM
2023-03-29T09:05:30Z,21738,AM
2023-03-29T09:06:00Z,21612,AM
2023-03-29T09:06:30Z,21588,AM
2023-03-29T09:07:00Z,21546,AM
2023-03-29T09:07:30Z,21492,AM
2023-03-29T09:08:00Z,21420,AM
2023-03-29T09:08:30Z,21366,AM
2023-03-29T09:09:00Z,21300,AM
2023-03-29T09:09:30Z,21186,AM
2023-03-29T09:10:00Z,21108,AM
2023-03-29T09:10:30Z,21060,AM
2023-03-29T09:11:00Z,21000,AM
2023-03-29T09:11:30Z,20940,AM
2023-03-29T09:12:00Z,20856,AM
2023-03-29T09:12:30Z,20808,AM
2023-03-29T09:13:00Z,20760,AM
2023-03-29T09:13:30Z,20658,AM
2023-03-29T09:14:00Z,20610,AM
2023-03-29T09:14:30Z,20526,AM
2023-03-29T09:15:00Z,20502,AM
2023-03-29T09:15:30Z,20484,AM
2023-03-29T09:16:00Z,20484,AM
2023-03-29T09:16:30Z,20430,AM
2023-03-29T09:17:00Z,20346,AM
2023-03-29T09:17:30Z,20262,AM
2023-03-29T09:18:00Z,20214,AM
2023-03-29T09:18:30Z,20076,AM
2023-03-29T09:19:00Z,20016,AM
2023-03-29T09:19:30Z,20010,AM
2023-03-29T09:20:00Z,19884,AM
2023-03-29T09:20:30Z,19776,AM
2023-03-29T09:21:00Z,19620,AM
2023-03-29T09:21:30Z,19626,AM
2023-03-29T09:22:00Z,19590,AM
2023-03-29T09:22:30Z,19524,AM
2023-03-29T09:23:00Z,19350,AM
2023-03-29T09:23:30Z,19332,AM
2023-03-29T09:24:00Z,19338,AM
2023-03-29T09:24:30Z,19260,AM
2023-03-29T09:25:00Z,19218,AM
2023-03-29T09:25:30Z,19188,AM
2023-03-29T09:26:00Z,19134,AM
2023-03-29T09:26:30Z,19086,AM
2023-03-29T09:27:00Z,19014,AM
2023-03-29T09:27:30Z,18954,AM
2023-03-29T09:28:00Z,18924,AM
2023-03-29T09:28:30Z,18834,AM
2023-03-29T09:29:00Z,18786,AM
