date,GPP,ER,K600,ID
2022-05-12,1.4168853063340727,-10.8220148668239,2.4189097451169825,AM
2022-05-13,0.7893137533199607,-10.120004869826397,2.4410670842786106,AM
2022-05-14,1.259879907874269,-10.548502301265582,2.4817030388516392,AM
2022-05-15,1.1570470908724049,-9.878761624045854,2.4869328499630727,AM
2022-05-16,1.017146663304722,-9.945409859189937,2.504229937881308,AM
2022-05-17,1.2563030942928441,-9.835794630663313,2.538010041623469,AM
2022-05-18,1.4152962088087127,-9.624243299619126,2.5452120950187616,AM
2022-05-19,1.365391913193853,-9.266308662344903,2.572900066233886,AM
2022-05-20,1.338000988855644,-9.162132320678223,2.5741609332510715,AM
2022-05-21,1.5318551264793292,-9.257287483132508,2.5685458461544597,AM
2022-05-22,1.4630413470744987,-9.111646132380054,2.586455130107391,AM
2022-07-01,1.8554358516808775,-8.476881733570858,2.5856474170099735,AM
2022-07-02,2.2949302351476657,-8.782786475214294,2.690363438344094,AM
2022-07-03,2.1359588014711233,-8.463876471176397,2.6495216922365,AM
2022-07-04,1.9111284208963835,-7.97967389883429,2.655791162494109,AM
2022-07-05,2.4519766471270334,-8.202148283844071,2.638338369352185,AM
2022-07-06,2.213497571898318,-7.919013310133166,2.683906793128832,AM
2022-07-07,2.2812991152389177,-7.7169299452966955,2.673380439114203,AM
2022-07-08,1.8547544691474247,-7.345090705163288,2.682100040529998,AM
2022-07-09,1.7044344641046993,-7.441585186951483,2.6386430909635554,AM
2022-07-10,1.8535509473111909,-8.247097576624853,2.635929261505457,AM
2022-07-11,1.3651653018268763,-7.990195505956487,2.6125163135245,AM
2022-07-12,2.1109187461062433,-9.140207379144245,2.6145511598041775,AM
2022-07-13,2.732325541687819,-10.06420826527782,2.5884550937659485,AM
2022-07-14,2.738853630807615,-10.307662223042568,2.51158230523426,AM
2022-07-15,3.5186165491144488,-11.813540406006641,2.4844357556825454,AM
2022-07-16,4.243681166001819,-13.447563269235168,2.432199577180852,AM
2022-07-17,4.542580792633057,-15.077996650879752,2.2916002189743327,AM
2022-07-21,2.951523809266242,-7.228178910854481,0.3250612948314391,AM
2022-07-22,4.944195385522567,-7.962721495902179,0.3260691075614455,AM
2022-07-23,6.192615675653664,-8.80153559401716,0.3261099297701715,AM
2022-07-24,7.102668402114573,-9.273504140795506,0.32584466298826764,AM
2022-07-25,4.850994409877587,-7.037068814704534,0.32484179940947494,AM
2022-07-26,6.150041983018921,-8.648373930395278,0.3265185632691986,AM
2022-07-27,6.455371172790778,-9.005900291197257,0.3259422188225215,AM
2022-07-29,7.489145283337166,-20.500546966422416,1.7783407768265207,AM
2022-07-30,7.815028407240724,-21.05663834443651,2.0086257181322913,AM
2022-07-31,7.257785321753786,-20.274595724355628,2.080317144884976,AM
2022-08-01,5.174689703055741,-17.261041816645122,2.0431652541510816,AM
2022-08-02,5.799358271838875,-17.566585584380565,2.230785525952783,AM
2022-08-03,5.700636057256151,-16.728818845443072,2.38657269927685,AM
2022-08-04,4.3419085666717185,-14.663695282992988,2.372002977791439,AM
2022-08-05,4.297950031038123,-14.155335626597024,2.4751540911456864,AM
2022-08-06,2.7185646260298824,-11.971648031624653,2.358312674395936,AM
2022-08-07,4.285878824416084,-13.57887001586446,2.523854045802733,AM
2022-08-08,4.078164948586887,-13.491255308628249,2.4990525801964023,AM
2022-08-09,3.3438517854960583,-12.69939636532712,2.421576867032905,AM
2022-08-10,3.366804307328069,-12.880453414476067,2.4386374849355867,AM
2022-08-11,5.422010495032134,-15.20964974732726,2.4234379082032467,AM
2022-08-12,5.128002003592756,-15.68269743389829,2.4286954092006803,AM
