date,GPP,ER,K600,ID
2022-05-12,1.4335838897848245,-15.184619281816119,3.5878654654241235,AM
2022-05-13,0.8509049262735899,-14.707163472735314,3.6717649359694975,AM
2022-05-14,1.2316776808833036,-14.885790845810929,3.7293687307698087,AM
2022-05-15,1.1798880102900824,-14.431127378489368,3.808274485605758,AM
2022-05-16,0.9000857183542686,-14.221878372936125,3.8054012773599792,AM
2022-05-17,1.2990826191853535,-14.110059056314547,3.8443096589983465,AM
2022-05-18,1.5176911228556427,-14.131517334984725,4.004714033013088,AM
2022-05-19,1.4626021754200305,-13.673118054378163,4.045362678768456,AM
2022-05-20,1.364788331676912,-13.417781787925092,4.055971705250786,AM
2022-05-21,1.596895098410425,-13.576186047219565,4.073522528057361,AM
2022-05-22,1.6483914658757268,-13.419026156594017,4.056594774397016,AM
2022-07-01,2.3054844448851215,-12.529674478809163,4.14483733075965,AM
2022-07-02,2.716138274471112,-13.042234884743834,4.379350135109406,AM
2022-07-03,2.507523073236218,-12.6189576705579,4.331715637149518,AM
2022-07-04,2.3071802825309637,-12.136729555737524,4.420046464997707,AM
2022-07-05,2.8587100385968705,-12.188450427753045,4.448452057382418,AM
2022-07-06,2.689957221958751,-11.846945952042716,4.481402970822766,AM
2022-07-07,2.812029085440938,-11.7126725485432,4.534006633683078,AM
2022-07-08,2.460967092660814,-11.424357953672141,4.533560057754856,AM
2022-07-09,2.135279236818206,-11.372967016226559,4.399616613463245,AM
2022-07-10,2.1314260571256907,-12.125840027595377,4.26793425201399,AM
2022-07-11,1.6741258807464814,-11.696771829503511,4.127803307494663,AM
2022-07-12,2.4342141405471116,-13.29482068631418,4.154805300630177,AM
2022-07-13,3.3291561628757664,-14.546004043012553,4.052625718747676,AM
2022-07-14,3.319188637336236,-14.930188983099685,3.8879948722947333,AM
2022-07-15,4.300257180233095,-16.436012134486234,3.7489162206199977,AM
2022-07-16,5.080865250314646,-17.91452366441465,3.4500492458859946,AM
2022-07-17,5.037105451988184,-18.921150489845935,3.0522707965049736,AM
2022-07-20,4.559386630709214,-15.36237200159219,1.6278422721469326,AM
2022-07-21,2.7622314124543568,-13.899854036736793,1.3892375893765567,AM
2022-07-22,5.689298933645733,-16.533441042515864,1.4287528570204102,AM
2022-07-23,6.3092548180406816,-16.092641837165527,1.3426609685196025,AM
2022-07-24,7.116410149423008,-16.794472949928565,1.339577451614577,AM
2022-07-25,4.645441722864923,-15.08550055521493,1.32975128919808,AM
2022-07-26,6.860186987391553,-16.622388612785446,1.252872375805858,AM
2022-07-27,6.547861388065471,-15.906480849559157,1.2603191787753147,AM
2022-07-28,6.823662110353725,-16.305663278234885,1.37661623634036,AM
2022-07-29,6.005398756933516,-15.798148524713069,1.5026698229931186,AM
2022-07-30,6.2403929499295865,-16.694959168470614,1.810139189959398,AM
2022-08-01,5.500190292133162,-20.539729250940745,2.5307026887065995,AM
2022-08-02,6.207364722722957,-20.997477502750893,2.8021946682317886,AM
2022-08-03,6.388259181002995,-20.88929252813069,3.117130780831693,AM
2022-08-04,4.8356159526525975,-18.586526161074744,3.1535133410484035,AM
2022-08-05,4.887460367212722,-18.356482614813583,3.3796711605734004,AM
2022-08-06,3.2823920935620854,-15.74734594979976,3.2220773804964935,AM
2022-08-07,4.915580302709789,-18.079449765942453,3.6032698176067837,AM
2022-08-08,4.744598887715841,-17.97086741110082,3.547553427960099,AM
2022-08-09,3.851963419046966,-16.71588284293072,3.3549223368333996,AM
2022-08-10,3.8717630335668822,-17.252325938621706,3.457689343378228,AM
2022-08-11,6.082285333956612,-19.465378671066702,3.327528093879335,AM
2022-08-12,5.940113411604424,-20.2322617621143,3.330023931043817,AM
2022-08-13,4.6590644510326555,-18.789964134125434,3.161409958641564,AM
2022-08-14,5.766415210093085,-19.51494564752767,3.361676653261222,AM
2022-08-15,6.202671008859758,-19.874924684572527,3.3890136078297446,AM
2022-08-16,4.9511239101158395,-18.035402788664037,3.262886507464981,AM
2022-08-17,5.084974535244958,-18.142426565631027,3.511424416569597,AM
2022-08-18,4.24696391419523,-16.799751997097378,3.4430455368235613,AM
2022-08-19,4.220008359952165,-17.17146991104067,3.654934303319718,AM
