GPP_recov,ER_recov,H_recov,h_diff,ID,num,IF,GPP_ratio,ER_ratio
91.10933247015241,302.056210739897,96.11217664994594,3.3000000000000007,IU,1,h,1.054910337329411,0.3181930158446863
100.2069829503049,NA,148.38739344600765,3.50459851773605,IU,1,h,1.4808089124846378,NA
129.99440585311388,234.5235684416084,119.64371848311058,1.8832181690133372,ID,2,h,0.9203759015468791,0.510156481406684
95.69369133925083,32.48619573399245,62.25263914220969,1.563473907696902,ID,2,h,0.6505406811146329,1.91627975315899
149.03670212762958,480.78161720579624,253.63561305536064,1.563473907696902,ID,2,h,1.701833235937792,0.5275484835078317
129.85048411917717,76.24757648003627,222.58269844500114,2.3842347674540516,ID,2,rev,1.7141460808164108,2.9192101404466206
124.16734925984794,234.85836680243415,129.86902641764541,3.50459851773605,ID,2,h,1.0459192951430851,0.5529674253712787
134.27750884962728,132.84967170940732,104.81093824217163,0.7911671185533616,LF,4,h,0.7805546821660637,0.7889439009787916
63.73376358546788,170.77126299062348,123.36897781636007,0.8901612550790529,LF,4,h,1.9356926513671286,0.7224223540651209
82.44535977950531,175.95243380322188,69.79554934651846,0.7402767624020896,LF,4,h,0.8465673451263002,0.3966728270697011
159.77424884711692,127.40807360542568,120.23212293815314,0.7457904301254173,GB,3,h,0.7525125219221,0.9436774258945632
87.92989733251008,28.27120985429387,119.50558002647362,0.9307850771556835,GB,3,rev,1.359100643260835,4.227112339457342
51.271617414240495,109.31841956443809,101.35168706242882,2.0906310467385127,AM,6,rev,1.9767600901601123,0.9271236033803686
55.28065886727377,39.54090376611208,51.39959683495784,1.6281741567698491,AM,6,bo,0.9297934917593118,1.2999095098835114
139.4511814593019,83.61937534240414,95.35243860389184,1.2931382860490843,AM,6,bo,0.6837693134333176,1.1403151268882747
79.48177898322388,68.29605695957052,72.80007596622104,1.9358966906005488,AM,6,rev,0.9159341536830331,1.065948448668373
41.51701300589414,176.38853275254576,36.346666666666465,1.4598565207807432,AM,6,bo,0.8754643948375177,0.2060602585637296
89.79615401363061,85.3299218198089,76.59564061669323,0.7882334086431685,OS,5,bo,0.8529946684026845,0.8976410499758826
190.57621597853287,209.11712001820646,126.89838618979832,0.3656449420675604,OS,5,bo,0.6658668582447484,0.6068292551979967
70.48661570522584,144.47437532064936,92.73263103892045,1.267251818746102,OS,5,rev,1.3156062340505488,0.6418621352963649
