Date,ER,GPPavg,K600_1d,GPP_Rhat,ER_Rhat,K600_daily_Rhat,ID
2022-05-19T00:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T01:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T02:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T03:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T04:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T05:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T06:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T07:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T08:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T09:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T10:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T11:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T12:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T13:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T14:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T15:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T16:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T17:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T18:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T19:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T20:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T21:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T22:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-19T23:00:00Z,-32.7063339259705,9.88844165670282,12.393433733352682,1,1,1,AM
2022-05-20T00:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T01:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T02:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T03:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T04:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T05:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T06:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T07:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T08:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T09:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T10:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T11:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T12:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T13:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T14:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T15:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T16:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T17:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T18:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T19:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
2022-05-20T20:00:00Z,-31.030632306849853,9.169761227053298,12.67241661346952,1,1,1,AM
