Date,ID,depth,DO,Temp,source_file,remove,K600_1.d_daily,velocity,w,km,m,area,VentDO,VentTemp,discharge,change.DO.flux,Vent.DO.sat,stat2.DO.sat,DO.deficit.from.sat,K.flux,not.air.water.xchange,reach.km,reach.test,time,date,GPP,ER
2022-05-12T04:00:00Z,AM,0.4150032477517539,4.34,70.7,AllenMillPond_DO_05232022.csv,NA,15.7,0.2619958566006799,16.5,1,800,14850,0.975,22.19,155004.24970500064,35.12385860318701,8.711831849066149,8.82861492785695,6.11272338846155,39.82776092346849,-4.703902320281479,1.4418115930126592,passes,night,2022-05-12,6.558261094687278,-3.89734354152061
2022-05-12T05:00:00Z,AM,0.41431515975074784,4.35,70.66,AllenMillPond_DO_05232022.csv,NA,15.7,0.25985753759662483,16.5,1,800,14850,0.975,22.19,153484.25476285984,34.882785173377236,8.711831849066149,8.832041758942863,6.109436804004506,39.74034688138014,-4.857561708002905,1.4300440285572222,passes,night,2022-05-12,6.558261094687278,-3.89734354152061
2022-05-12T06:00:00Z,AM,0.41365527948311065,4.37,70.63,AllenMillPond_DO_05232022.csv,NA,15.7,0.2619958566006799,16.5,1,800,14850,0.975,22.19,154500.78181351034,35.321895909553376,8.711831849066149,8.835470976566173,6.1011514128161615,39.62324383754474,-4.301347927991365,1.4418115930126592,passes,night,2022-05-12,6.558261094687278,-3.89734354152061
2022-05-12T07:00:00Z,AM,0.4130217691943654,4.46,70.66,AllenMillPond_DO_05232022.csv,NA,15.7,0.259857537596624,16.5,1,800,14850,0.975,22.19,153005.11447317476,35.90726087131407,8.711831849066149,8.832041758942863,6.0544368040045065,39.2596429441671,-3.3523820728530254,1.4300440285572174,passes,night,2022-05-12,6.558261094687278,-3.89734354152061
2022-05-12T08:00:00Z,AM,0.41241279113003426,4.56,70.95,AllenMillPond_DO_05232022.csv,NA,15.7,0.2619958566006799,16.5,1,800,14850,0.975,22.19,154036.71080688774,37.18664028570319,8.711831849066149,8.804693719033105,5.990762784049627,38.78947505205511,-1.6028347663519185,1.4418115930126592,passes,night,2022-05-12,6.558261094687278,-3.89734354152061
2022-05-12T09:00:00Z,AM,0.411826507535641,4.73,71.42,AllenMillPond_DO_05232022.csv,NA,15.7,0.2619958566006806,16.5,1,800,14850,0.975,22.19,153817.73312621794,38.89465238309417,8.711831849066149,8.760575564843709,5.883703706954929,38.042122839453114,0.8525295436410545,1.4418115930126627,passes,day,2022-05-12,6.558261094687278,-3.89734354152061
2022-05-12T10:00:00Z,AM,0.4112610806567083,4.98,71.78,AllenMillPond_DO_05232022.csv,NA,15.7,0.2619958566006806,16.5,1,800,14850,0.975,22.19,153606.54545574353,41.427219835033874,8.711831849066149,8.72690716286343,5.7418695059647895,37.0740970908022,4.353122744231676,1.4418115930126627,passes,day,2022-05-12,6.558261094687278,-3.89734354152061
2022-05-12T11:00:00Z,AM,0.41071467273875895,5.25,72.39,AllenMillPond_DO_05232022.csv,NA,15.7,0.2619958566006799,16.5,1,800,14850,0.975,22.19,153402.46139179077,44.16131464309129,8.711831849066149,8.670199395670164,5.5785156223681565,35.97149802588116,8.189816617210127,1.4418115930126592,passes,day,2022-05-12,6.558261094687278,-3.89734354152061
2022-05-12T12:00:00Z,AM,0.41018544602731577,5.45,73.08,AllenMillPond_DO_05232022.csv,NA,15.7,0.2641341756047355,16.5,1,800,14850,0.975,22.19,154455.19874664614,46.5445800936863,8.711831849066149,8.60759491005138,5.4472133795587645,35.0795721002943,11.465007993392,1.4535791574680987,passes,day,2022-05-12,6.558261094687278,-3.89734354152061
2022-05-12T13:00:00Z,AM,0.4096715627679018,5.45,73.44,AllenMillPond_DO_05232022.csv,NA,15.7,0.25985753759662483,16.5,1,800,14850,0.975,22.19,151764.02076813954,45.733602218008386,8.711831849066149,8.574968322123162,5.430900085594656,34.93069960723974,10.802902610768648,1.4300440285572222,passes,day,2022-05-12,6.558261094687278,-3.89734354152061
