Date,ID,K600,GPP,ER,depth
2022-05-12,AM,15.7,6.558261094687278,-3.89734354152061,0.4108314364648162
2022-05-13,AM,15.7,5.221441406422473,-3.696525481921511,0.40047548625370327
2022-05-14,AM,15.7,6.318668051314127,-2.919991447050713,0.3881293093984667
2022-05-15,AM,15.7,6.51189797533335,-2.0874480207426394,0.3698460587795037
2022-05-16,AM,15.7,4.916537458154192,-1.2172414350580818,0.35726225169699033
2022-05-17,AM,15.7,6.95389895625514,-0.6581220543528498,0.3455656119005128
2022-05-18,AM,15.7,5.258498172180669,-0.2295627848773698,0.32840130202429907
2022-05-21,AM,15.7,6.592437382697142,-1.3861105550483188,0.29754368300233186
2022-07-15,AM,15.7,13.281928125939697,-0.9052659411437224,0.46782838148439965
2022-07-16,AM,15.7,23.11247741273062,-3.5957846788374495,0.5624217782693994
2022-07-17,AM,15.7,14.647862439948836,-13.166431049893433,0.6789263380674444
2022-07-18,AM,15.7,6.232674092954456,-19.628687176423465,0.7772968006022336
2022-08-02,AM,15.7,9.398726445298369,-27.569435227887684,0.7557794592564204
2022-08-03,AM,15.7,22.1555234070603,-20.77918833253115,0.6902303033673655
2022-08-04,AM,15.7,21.32338249289947,-14.98685088867634,0.6271854260523261
2022-08-05,AM,15.7,19.434974002773576,-10.539768380011688,0.571099243913663
2022-08-06,AM,15.7,25.643249151498537,-6.9526485124612485,0.535396116184737
2022-08-07,AM,15.7,21.31485012564592,-6.400845074742851,0.5244214192864934
2022-08-08,AM,15.7,22.314496263060235,-5.943622533927134,0.5269988557291998
2022-08-09,AM,15.7,22.506480322407327,-6.2691647155590164,0.5346482176501837
2022-08-10,AM,15.7,16.612298023104223,-6.530974390966941,0.5456221254643789
2022-08-11,AM,15.7,18.780574307194794,-8.632366174805789,0.5795784959823336
2022-08-12,AM,15.7,20.00416014279394,-14.151877087422577,0.6251430766369412
2022-08-13,AM,15.7,14.792050318229096,-15.64726450855811,0.6361587155935502
2022-08-14,AM,15.7,22.0338562842738,-14.861117352217011,0.624835866624824
2022-08-15,AM,15.7,19.47625389013813,-13.355174505525657,0.6203077146829331
2022-08-16,AM,15.7,22.79756644985185,-11.722978257881978,0.6102133856458476
2022-08-17,AM,15.7,26.65718440629077,-8.873558771663955,0.5802434864294204
2022-08-18,AM,15.7,21.20793862691487,-7.433767464311384,0.5444388615534208
2022-08-19,AM,15.7,18.41896304015485,-5.414976931881246,0.516315251084141
2022-08-20,AM,15.7,20.835500538681984,-3.706539264110168,0.494492918978953
2022-08-21,AM,15.7,24.94618925276409,-2.7736366326099695,0.47903058485449235
2022-08-22,AM,15.7,23.54464829353055,-2.9821855317662016,0.4762311515681887
2022-08-23,AM,15.7,25.15403618468232,-3.884660593060041,0.4990297271875012
2022-08-24,AM,15.7,25.345291400019576,-6.31277794149393,0.5353187317515066
2022-08-25,AM,15.7,22.56151145126237,-7.916007583050326,0.5365023638659995
2022-08-26,AM,15.7,24.344884023317334,-5.3790303006116265,0.516713129505201
2022-08-27,AM,15.7,25.190729332739412,-9.204536412253129,0.5655089962088141
2022-08-28,AM,15.7,19.773568693361348,-23.18135303242395,0.7376860151607657
2022-09-28,AM,15.7,3.0839066008362424,-32.742592212562926,0.7208358825550096
2022-09-29,AM,15.7,15.739865937392825,-30.24564341465975,0.6771766246362496
2022-09-30,AM,15.7,21.47002729877468,-25.85789622994588,0.6528064133285756
2022-10-01,AM,15.7,24.862844264128444,-23.01050492851528,0.6267473470864182
2022-10-02,AM,15.7,22.929769178836334,-17.51520461918324,0.5902615096855724
2022-10-03,AM,15.7,18.82002597360028,-15.583607204847812,0.5540135906613712
2022-10-04,AM,15.7,23.99574301798453,-15.563485701089768,0.5253052931664698
2022-10-05,AM,15.7,20.92468991200521,-8.491309238613193,0.5019280642768864
2022-10-06,AM,15.7,20.792289986165795,-13.461182347303575,0.47733622908429796
2022-10-07,AM,15.7,20.730968474814873,-7.130504999507018,0.4531725854594314
