Date,ER,GPPavg,K600_1d,NEP,ID
2022-05-12,-11.731910244308867,1.2985487869451826,4.191649955915685,-10.433361457363684,AM
2022-05-13,-11.005755898289332,0.8342351601575145,4.145146344245631,-10.171520738131818,AM
2022-05-14,-11.235255799273904,1.1829892158609705,4.265316140175614,-10.052266583412932,AM
2022-05-15,-10.720676771509584,1.0501019578652568,4.30915906842301,-9.670574813644324,AM
2022-05-16,-10.54369502157186,0.8351932150457929,4.393813650158071,-9.708501806526066,AM
2022-05-17,-10.393966326687403,1.1404422886366186,4.4242319920176625,-9.253524038050784,AM
2022-05-18,-10.337443953209949,1.278821624673461,4.561231781641144,-9.058622328536488,AM
2022-05-19,-9.84063133401577,1.209010444712315,4.547988011993846,-8.631620889303456,AM
2022-05-20,-9.65261390353923,1.1664860907654224,4.572398317759329,-8.486127812773807,AM
2022-05-21,-9.683609948391094,1.2227985525479927,4.646065693697125,-8.460811395843102,AM
2022-05-22,-9.611955640891788,1.293241129993761,4.632849592623766,-8.318714510898026,AM
2022-05-23,NA,NA,NA,NA,AM
2022-05-24,NA,NA,NA,NA,AM
2022-05-25,NA,NA,NA,NA,AM
2022-05-26,NA,NA,NA,NA,AM
2022-05-27,NA,NA,NA,NA,AM
2022-05-28,NA,NA,NA,NA,AM
2022-05-29,NA,NA,NA,NA,AM
2022-05-30,NA,NA,NA,NA,AM
2022-05-31,NA,NA,NA,NA,AM
2022-06-01,NA,NA,NA,NA,AM
2022-06-02,NA,NA,NA,NA,AM
2022-06-03,NA,NA,NA,NA,AM
2022-06-04,NA,NA,NA,NA,AM
2022-06-05,NA,NA,NA,NA,AM
2022-06-06,NA,NA,NA,NA,AM
2022-06-07,NA,NA,NA,NA,AM
2022-06-08,NA,NA,NA,NA,AM
2022-06-09,NA,NA,NA,NA,AM
2022-06-10,NA,NA,NA,NA,AM
2022-06-11,NA,NA,NA,NA,AM
2022-06-12,NA,NA,NA,NA,AM
2022-06-13,NA,NA,NA,NA,AM
2022-06-14,NA,NA,NA,NA,AM
2022-06-15,NA,NA,NA,NA,AM
2022-06-16,NA,NA,NA,NA,AM
2022-06-17,NA,NA,NA,NA,AM
2022-06-18,NA,NA,NA,NA,AM
2022-06-19,NA,NA,NA,NA,AM
2022-06-20,NA,NA,NA,NA,AM
2022-06-21,NA,NA,NA,NA,AM
2022-06-22,NA,NA,NA,NA,AM
2022-06-23,NA,NA,NA,NA,AM
2022-06-24,NA,NA,NA,NA,AM
2022-06-25,NA,NA,NA,NA,AM
2022-06-26,NA,NA,NA,NA,AM
2022-06-27,NA,NA,NA,NA,AM
2022-06-28,NA,NA,NA,NA,AM
2022-06-29,NA,NA,NA,NA,AM
2022-06-30,NA,NA,NA,NA,AM
2022-07-01,-7.695724834144562,1.6936811726756875,4.76099127986532,-6.002043661468874,AM
2022-07-02,-9.50116876152219,2.1153170940001,4.8359633524060355,-7.38585166752209,AM
2022-07-03,-8.715294351217185,1.7976136098755364,4.760548196836803,-6.917680741341648,AM
2022-07-04,-8.528910596618996,1.8089094092242035,4.850062730541706,-6.720001187394792,AM
2022-07-05,-8.486144485578865,2.0836077755813673,4.952742648126898,-6.402536709997499,AM
2022-07-06,-8.011778770578323,1.905697140723253,4.876017298523643,-6.106081629855069,AM
2022-07-07,-8.078181898332666,2.0388723466090455,4.916355975092291,-6.039309551723621,AM
