Date,CO2
2023-01-03T08:49:30Z,19458
2023-01-03T08:50:00Z,19824
2023-01-03T08:50:30Z,19914
2023-01-03T08:51:00Z,19914
2023-01-03T08:51:30Z,19914
2023-01-03T08:52:00Z,19806
2023-01-03T08:52:30Z,19602
2023-01-03T08:53:00Z,19560
2023-01-03T08:53:30Z,19494
2023-01-03T08:54:00Z,19440
2023-01-03T08:54:30Z,19356
2023-01-03T08:55:00Z,19308
2023-01-03T08:55:30Z,19254
2023-01-03T08:56:00Z,19134
2023-01-03T08:56:30Z,19008
2023-01-03T08:57:00Z,18984
2023-01-03T08:57:30Z,18852
2023-01-03T08:58:00Z,18786
2023-01-03T08:58:30Z,18492
2023-01-03T08:59:00Z,17502
2023-01-03T08:59:30Z,16662
2023-01-03T09:00:00Z,9744
2023-01-03T09:00:30Z,8670
2023-01-03T09:01:00Z,10614
2023-01-03T09:01:30Z,11616
2023-01-03T09:02:00Z,12150
2023-01-03T09:02:30Z,12282
2023-01-03T09:03:00Z,12234
2023-01-03T09:03:30Z,12216
2023-01-03T09:04:00Z,12174
2023-01-03T09:04:30Z,12114
2023-01-03T09:05:00Z,11880
2023-01-03T09:05:30Z,11622
2023-01-03T09:06:00Z,11382
2023-01-03T09:06:30Z,11358
2023-01-03T09:07:00Z,11394
2023-01-03T09:07:30Z,8700
2023-01-03T09:08:00Z,11088
2023-01-03T09:08:30Z,14412
2023-01-03T09:09:00Z,16092
2023-01-03T09:09:30Z,17148
2023-01-03T09:10:00Z,17634
2023-01-03T09:10:30Z,17820
2023-01-03T09:11:00Z,17940
2023-01-03T09:11:30Z,18018
2023-01-03T09:12:00Z,18030
2023-01-03T09:12:30Z,18000
2023-01-03T09:13:00Z,17904
2023-01-03T09:13:30Z,17814
2023-01-03T09:14:00Z,17646
2023-01-03T09:14:30Z,17514
2023-01-03T09:15:00Z,17346
2023-01-03T09:15:30Z,17202
2023-01-03T09:16:00Z,17094
2023-01-03T09:16:30Z,16980
2023-01-03T09:17:00Z,16764
2023-01-03T09:17:30Z,16680
2023-01-03T09:18:00Z,16578
2023-01-03T09:18:30Z,16488
2023-01-03T09:19:00Z,16326
2023-01-03T09:19:30Z,16218
2023-01-03T09:20:00Z,16146
2023-01-03T09:20:30Z,16128
2023-01-03T09:21:00Z,16068
2023-01-03T09:21:30Z,16038
2023-01-03T09:22:00Z,15972
2023-01-03T09:22:30Z,15864
2023-01-03T09:23:00Z,15654
2023-01-03T09:23:30Z,15450
2023-01-03T09:24:00Z,15318
2023-01-03T09:24:30Z,15036
2023-01-03T09:25:00Z,14844
2023-01-03T09:25:30Z,12.264
