Date,CO2
2023-05-29T08:09:00Z,16692
2023-05-29T08:09:30Z,16632
2023-05-29T08:10:00Z,16398
2023-05-29T08:10:30Z,16176
2023-05-29T08:11:00Z,16038
2023-05-29T08:11:30Z,15960
2023-05-29T08:12:00Z,15936
2023-05-29T08:12:30Z,15846
2023-05-29T08:13:00Z,15678
2023-05-29T08:13:30Z,15384
2023-05-29T08:14:00Z,15054
2023-05-29T08:14:30Z,15018
2023-05-29T08:15:00Z,15060
2023-05-29T08:15:30Z,15054
2023-05-29T08:16:00Z,15006
2023-05-29T08:16:30Z,14964
2023-05-29T08:17:00Z,14922
2023-05-29T08:17:30Z,14880
2023-05-29T08:18:00Z,14802
2023-05-29T08:18:30Z,14736
2023-05-29T08:19:00Z,14634
2023-05-29T08:19:30Z,14388
2023-05-29T08:20:00Z,14298
2023-05-29T08:20:30Z,14256
2023-05-29T08:21:00Z,14232
2023-05-29T08:21:30Z,14202
2023-05-29T08:22:00Z,14142
2023-05-29T08:22:30Z,14118
2023-05-29T08:23:00Z,14052
2023-05-29T08:23:30Z,13980
