Date,CO2
2023-04-05T08:24:30Z,18738
2023-04-05T08:25:00Z,18720
2023-04-05T08:25:30Z,18696
2023-04-05T08:26:00Z,18678
2023-04-05T08:26:30Z,18630
2023-04-05T08:27:00Z,18540
2023-04-05T08:27:30Z,18480
2023-04-05T08:28:00Z,18450
2023-04-05T08:28:30Z,18378
2023-04-05T08:29:00Z,18270
2023-04-05T08:29:30Z,18210
2023-04-05T08:30:00Z,18108
2023-04-05T08:30:30Z,18066
2023-04-05T08:31:00Z,18066
2023-04-05T08:31:30Z,18006
2023-04-05T08:32:00Z,17886
2023-04-05T08:32:30Z,17712
2023-04-05T08:33:00Z,17562
2023-04-05T08:33:30Z,17460
2023-04-05T08:34:00Z,17334
2023-04-05T08:34:30Z,17322
2023-04-05T08:35:00Z,17310
2023-04-05T08:35:30Z,17298
