Date,CO2
2023-05-17T08:17:30Z,26088
2023-05-17T08:18:00Z,26034
2023-05-17T08:18:30Z,25968
2023-05-17T08:19:00Z,25824
2023-05-17T08:19:30Z,25710
2023-05-17T08:20:00Z,25596
2023-05-17T08:20:30Z,25506
2023-05-17T08:21:00Z,25416
2023-05-17T08:21:30Z,25278
2023-05-17T08:22:00Z,25098
2023-05-17T08:22:30Z,25020
2023-05-17T08:23:00Z,24972
2023-05-17T08:23:30Z,24786
2023-05-17T08:24:00Z,24558
2023-05-17T08:24:30Z,24396
2023-05-17T08:25:00Z,24366
2023-05-17T08:25:30Z,24360
2023-05-17T08:26:00Z,24318
2023-05-17T08:26:30Z,24276
2023-05-17T08:27:00Z,24234
2023-05-17T08:27:30Z,24210
