Date,DO,GPPavg,ER,depth,ID
2022-05-12T00:00:00Z,4.29,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T01:00:00Z,4.3,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T02:00:00Z,4.3,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T03:00:00Z,4.31,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T04:00:00Z,4.34,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T05:00:00Z,4.35,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T06:00:00Z,4.37,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T07:00:00Z,4.46,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T08:00:00Z,4.56,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T09:00:00Z,4.73,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T10:00:00Z,4.98,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T11:00:00Z,5.25,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T12:00:00Z,5.45,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T13:00:00Z,5.45,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T14:00:00Z,5.33,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T15:00:00Z,5.15,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T16:00:00Z,4.91,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T17:00:00Z,4.79,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T18:00:00Z,4.55,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T19:00:00Z,4.38,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T20:00:00Z,4.28,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T21:00:00Z,4.24,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T22:00:00Z,4.25,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
2022-05-12T23:00:00Z,4.26,15.184416755399598,-47.7923097561492,0.5556653022884426,AM
