Date,LowRangeSpC,FullRangeSpC,Temp
2023-01-04 14:00,551.4,548.2,76.78
2023-01-04 15:00,529.5,526.5,75.96
2023-01-04 16:00,526.6,523.5,75.27
2023-01-04 17:00,524,520.5,74.62
2023-01-04 18:00,529.8,526.6,74.28
2023-01-04 19:00,533.8,530.3,74.14
2023-01-04 20:00,536.4,533.1,74.17
2023-01-04 21:00,537.5,534.7,74.21
2023-01-04 22:00,537.9,534.3,74.19
2023-01-04 23:00,537,533.9,74.05
2023-01-05 00:00,536.7,533.1,74.01
2023-01-05 01:00,536.5,533.1,73.99
2023-01-05 02:00,536.5,533.1,73.96
2023-01-05 03:00,536.5,533.2,73.92
2023-01-05 04:00,535.5,532.4,73.78
2023-01-05 05:00,534.3,531.2,73.62
2023-01-05 06:00,533.3,530.1,73.44
2023-01-05 07:00,532.3,529,73.24
2023-01-05 08:00,531,527.4,73.04
2023-01-05 09:00,531,527.8,73.08
2023-01-05 10:00,533,529.7,73.45
2023-01-05 11:00,537.5,534.6,74.28
2023-01-05 12:00,541.6,538.4,75.11
2023-01-05 13:00,543.1,539.8,75.65
2023-01-05 14:00,545.1,541.7,75.96
2023-01-05 15:00,543.4,540.6,75.65
2023-01-05 16:00,540.3,537.6,75.13
2023-01-05 17:00,535.9,532.6,74.34
2023-01-05 18:00,532.2,528.8,73.67
2023-01-05 19:00,527.7,524.6,73.02
2023-01-05 20:00,524.6,521.6,72.54
2023-01-05 21:00,522.1,518.5,72.19
2023-01-05 22:00,519.8,516.2,71.83
2023-01-05 23:00,516.8,513.5,71.47
2023-01-06 00:00,514.1,510.8,71.06
2023-01-06 01:00,512.1,508.5,70.72
2023-01-06 02:00,510.9,507.4,70.47
2023-01-06 03:00,509.7,506.3,70.25
2023-01-06 04:00,509.3,505.5,70.14
2023-01-06 05:00,509.5,505.9,70.16
2023-01-06 06:00,509,505.5,70.12
2023-01-06 07:00,508.4,504.8,70.03
2023-01-06 08:00,507.4,503.6,69.87
