Date,LowRangeSpC,FullRangeSpC,Temp
2023-02-06 12:00,543.8,540.3,75.36
2023-02-06 13:00,551,547.5,76.53
2023-02-06 14:00,555.2,551.7,77.25
2023-02-06 15:00,556.6,553.2,77.47
2023-02-06 16:00,553.7,550.2,76.98
2023-02-06 17:00,549.1,545.6,76.12
2023-02-06 18:00,543.8,540.3,75.2
2023-02-06 19:00,537.8,533.9,74.17
2023-02-06 20:00,532.5,528.5,73.38
2023-02-06 21:00,529.4,525.5,72.86
2023-02-06 22:00,526.9,522.8,72.52
2023-02-06 23:00,525.5,521.3,72.27
2023-02-07 00:00,524.2,520.1,72.09
2023-02-07 01:00,523,519,71.92
2023-02-07 02:00,522.4,519.5,71.67
2023-02-07 03:00,519.4,515.6,71.35
2023-02-07 04:00,517.2,513.3,71.01
2023-02-07 05:00,516.4,512.5,70.83
2023-02-07 06:00,516,512.5,70.84
2023-02-07 07:00,516.8,512.9,70.93
2023-02-07 08:00,518.5,514.8,71.17
2023-02-07 09:00,521.2,517.5,71.58
2023-02-07 10:00,526.3,522.4,72.41
2023-02-07 11:00,534.2,530.8,73.71
2023-02-07 12:00,543.7,540.3,75.27
2023-02-07 13:00,551.6,547.9,76.55
2023-02-07 14:00,556.5,553.2,77.4
2023-02-07 15:00,558.7,555.5,77.72
2023-02-07 16:00,558.1,554.4,77.59
2023-02-07 17:00,554.6,551,76.98
2023-02-07 18:00,550.1,546.8,76.15
2023-02-07 19:00,544.4,541.1,75.2
2023-02-07 20:00,540,536.2,74.44
2023-02-07 21:00,536.2,532.8,73.87
2023-02-07 22:00,533.5,530.1,73.51
2023-02-07 23:00,532.5,528.5,73.29
2023-02-08 00:00,531.9,528.2,73.24
2023-02-08 01:00,531.4,527.8,73.15
2023-02-08 02:00,530.7,527.4,73.04
2023-02-08 03:00,529.3,525.1,72.82
2023-02-08 04:00,527.3,523.6,72.5
2023-02-08 05:00,525.5,522.1,72.23
2023-02-08 06:00,524.7,520.9,72.09
2023-02-08 07:00,524.5,520.5,72.1
2023-02-08 08:00,525.5,522.1,72.23
2023-02-08 09:00,527.9,524.4,72.57
2023-02-08 10:00,532.3,528.6,73.24
2023-02-08 11:00,539.7,536.2,74.46
2023-02-08 12:00,549.1,545.3,75.97
2023-02-08 13:00,556.1,552.1,77.13
2023-02-08 14:00,560.2,556.7,77.83
2023-02-08 15:00,561.9,558.2,78.06
2023-02-08 16:00,559.2,555.5,77.65
2023-02-08 17:00,554.8,551.4,76.89
2023-02-08 18:00,550.2,546.8,76.12
2023-02-08 19:00,545.5,541.9,75.31
2023-02-08 20:00,541.9,538.1,74.64
2023-02-08 21:00,539,535.5,74.21
