Date,LowRangeSpC,FullRangeSpC,Temp
2022-09-07 14:00,559.7,557.6,76.35
2022-09-07 15:00,559.2,557.6,76.3
2022-09-07 16:00,558.6,556.8,76.19
2022-09-07 17:00,557.5,555.7,76.03
2022-09-07 18:00,555.8,553.4,75.72
2022-09-07 19:00,554.2,552.3,75.45
2022-09-07 20:00,553.4,551.5,75.29
2022-09-07 21:00,552.7,550.3,75.18
2022-09-07 22:00,552.4,550.4,75.13
2022-09-07 23:00,552.1,550,75.09
2022-09-08 00:00,552.2,550,75.06
2022-09-08 01:00,552.2,550.4,75.04
2022-09-08 02:00,552.1,550,75.04
2022-09-08 03:00,551.6,549.6,75
2022-09-08 04:00,551.8,549.6,75
2022-09-08 05:00,551.6,549.6,75
2022-09-08 06:00,549.3,547.2,75
2022-09-08 07:00,548.2,546.4,75
2022-09-08 08:00,548.1,546.4,75.02
2022-09-08 09:00,549.2,547.2,75.06
2022-09-08 10:00,550.6,548.4,75.13
2022-09-08 11:00,552,550.3,75.2
2022-09-08 12:00,551.7,549.9,75.2
2022-09-08 13:00,551.5,549.5,75.22
2022-09-08 14:00,551.7,549.9,75.24
2022-09-08 15:00,553,550.7,75.36
2022-09-08 16:00,554.6,552.6,75.54
2022-09-08 17:00,555,553,75.61
2022-09-08 18:00,554.5,552.2,75.52
2022-09-08 19:00,553.5,551.5,75.31
2022-09-08 20:00,553.1,550.7,75.2
2022-09-08 21:00,552.5,550.4,75.09
2022-09-08 22:00,551.9,550,75.04
2022-09-08 23:00,551.6,549.6,74.97
2022-09-09 00:00,551.8,550,74.93
2022-09-09 01:00,551.5,550.8,74.89
2022-09-09 02:00,550.3,550,74.89
2022-09-09 03:00,551.4,549.6,74.89
2022-09-09 04:00,551.7,549.6,74.89
2022-09-09 05:00,551.5,549.6,74.93
2022-09-09 06:00,551,549.2,74.89
2022-09-09 07:00,550.9,548.8,74.93
2022-09-09 08:00,551.9,549.6,75
2022-09-09 09:00,552.8,550.7,75.2
2022-09-09 10:00,553.4,551.5,75.31
2022-09-09 11:00,553.6,551.9,75.31
2022-09-09 12:00,553,550.7,75.27
2022-09-09 13:00,554.1,551.9,75.45
2022-09-09 14:00,556.4,554.6,75.72
2022-09-09 15:00,557.6,555.3,75.88
2022-09-09 16:00,556.9,554.6,75.78
2022-09-09 17:00,555.2,553,75.6
2022-09-09 18:00,549.1,547.4,75.49
2022-09-09 19:00,548.2,546.3,75.29
2022-09-09 20:00,546.4,544.3,75.2
2022-09-09 21:00,548,546,75.11
2022-09-09 22:00,549.9,547.6,75.04
2022-09-09 23:00,550.3,548.4,75.02
2022-09-10 00:00,551.1,549.2,75
2022-09-10 01:00,551.8,550,75
2022-09-10 02:00,552.4,550.4,75.02
2022-09-10 03:00,552.9,550.8,75.02
2022-09-10 04:00,552.5,550.4,75.04
2022-09-10 05:00,552.8,550.8,75.02
2022-09-10 06:00,552.8,550.8,75.02
2022-09-10 07:00,552.8,550.8,75
2022-09-10 08:00,553.2,550.8,75.04
2022-09-10 09:00,554.2,551.9,75.18
2022-09-10 10:00,555.2,553.1,75.4
2022-09-10 11:00,556.2,553.8,75.56
2022-09-10 12:00,555.8,553.8,75.52
2022-09-10 13:00,554.6,552.7,75.45
2022-09-10 14:00,554,551.9,75.36
2022-09-10 15:00,554.3,552.7,75.4
2022-09-10 16:00,554.9,552.6,75.47
2022-09-10 17:00,555.2,553,75.49
2022-09-10 18:00,555,553.1,75.43
2022-09-10 19:00,555,553.1,75.34
2022-09-10 20:00,554.2,552.3,75.22
2022-09-10 21:00,553.8,552,75.15
2022-09-10 22:00,553.4,550.8,75.11
2022-09-10 23:00,553.2,551.2,75.09
2022-09-11 00:00,553.3,550.8,75.04
2022-09-11 01:00,553.4,551.2,75.02
2022-09-11 02:00,552.7,550.8,75
2022-09-11 03:00,552.7,550.4,75
2022-09-11 04:00,553.1,550.8,75
2022-09-11 05:00,553,550.8,75
2022-09-11 06:00,552.9,550.8,74.97
2022-09-11 07:00,553.3,551.2,75
2022-09-11 08:00,553.4,550.8,75.04
2022-09-11 09:00,554.3,552.3,75.18
2022-09-11 10:00,556,553.9,75.47
2022-09-11 11:00,560,558.1,76.03
2022-09-11 12:00,560.4,558.4,76.19
2022-09-11 13:00,562.5,560.7,76.55
2022-09-11 14:00,560.3,559.4,76.71
2022-09-11 15:00,563,561.1,76.57
2022-09-11 16:00,561.2,559.5,76.39
2022-09-11 17:00,559.2,557.3,76.05
2022-09-11 18:00,556.4,554.6,75.72
2022-09-11 19:00,555.6,553.8,75.52
2022-09-11 20:00,554.8,552.7,75.31
2022-09-11 21:00,553.9,551.9,75.2
2022-09-11 22:00,553.3,551.6,75.15
2022-09-11 23:00,552.9,550.8,75.11
2022-09-12 00:00,552.7,550.8,75.06
2022-09-12 01:00,552.2,550.4,75.04
2022-09-12 02:00,552.6,550.8,75.04
2022-09-12 03:00,552.5,550.4,75.04
2022-09-12 04:00,552.5,550.4,75.02
2022-09-12 05:00,553,550.8,75.02
2022-09-12 06:00,552.6,550.4,75
2022-09-12 07:00,552.7,550.4,75
2022-09-12 08:00,553,550.8,75.04
2022-09-12 09:00,553.9,551.9,75.18
2022-09-12 10:00,555.4,553.9,75.38
2022-09-12 11:00,555.6,553.9,75.47
2022-09-12 12:00,554.6,552.7,75.4
2022-09-12 13:00,554.8,552.7,75.4
2022-09-12 14:00,553.6,551.5,75.36
2022-09-12 15:00,553.6,551.9,75.34
2022-09-12 16:00,553.6,551.5,75.34
2022-09-12 17:00,553.6,551.5,75.34
2022-09-12 18:00,553.6,551.5,75.27
2022-09-12 19:00,553.5,551.5,75.18
2022-09-12 20:00,553.2,551.2,75.13
2022-09-12 21:00,553.2,550.8,75.09
2022-09-12 22:00,552.7,550.4,75.06
2022-09-12 23:00,552.8,550.4,75.04
2022-09-13 00:00,552.7,550.4,75.02
2022-09-13 01:00,552.6,550.4,75
2022-09-13 02:00,551.3,549.6,75
2022-09-13 03:00,551.6,549.6,75
2022-09-13 04:00,551.5,549.2,74.97
2022-09-13 05:00,552.1,550,74.97
2022-09-13 06:00,551.9,549.6,74.97
2022-09-13 07:00,552.5,550.4,75
2022-09-13 08:00,552.5,550.4,75.02
2022-09-13 09:00,552.9,550.8,75.09
2022-09-13 10:00,552.4,550,75.15
2022-09-13 11:00,552.9,550.7,75.22
2022-09-13 12:00,553.5,551.9,75.34
2022-09-13 13:00,554.3,552.3,75.45
2022-09-13 14:00,555.6,553.4,75.61
2022-09-13 15:00,556.3,554.2,75.7
2022-09-13 16:00,557.1,554.9,75.81
2022-09-13 17:00,556.2,554.2,75.69
2022-09-13 18:00,555.2,553,75.49
2022-09-13 19:00,554,551.9,75.31
2022-09-13 20:00,553.5,551.5,75.18
2022-09-13 21:00,552.7,550.4,75.09
2022-09-13 22:00,552.6,550.4,75.04
2022-09-13 23:00,552.6,550.4,75.02
2022-09-14 00:00,552.3,550,75
2022-09-14 01:00,552,550,74.97
2022-09-14 02:00,551.9,549.6,74.95
2022-09-14 03:00,550.6,549.2,74.95
2022-09-14 04:00,554.2,552.8,74.95
2022-09-14 05:00,552,549.6,74.93
2022-09-14 06:00,551.7,549.6,74.93
2022-09-14 07:00,551.5,549.6,74.93
2022-09-14 08:00,554.5,553.2,75
2022-09-14 09:00,552.5,550.4,75.09
2022-09-14 10:00,553.6,551.5,75.24
2022-09-14 11:00,554.4,552.3,75.38
2022-09-14 12:00,555.2,553,75.52
2022-09-14 13:00,555.6,553,75.56
2022-09-14 14:00,555.4,553,75.56
2022-09-14 15:00,555.2,553,75.52
2022-09-14 16:00,555.2,553,75.49
2022-09-14 17:00,554.6,552.7,75.4
2022-09-14 18:00,554.2,552.3,75.34
2022-09-14 19:00,553.5,551.1,75.22
2022-09-14 20:00,552.7,550.4,75.13
2022-09-14 21:00,552.2,550.4,75.04
2022-09-14 22:00,551.9,549.6,75
2022-09-14 23:00,552.1,549.6,74.97
2022-09-15 00:00,551.8,549.6,74.93
