"TOA5","LF_CO2","CR1000","70502","CR1000.Std.29","CPU:LF_CO2_08282023_hour.CR1","44541","Test"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C","CO2"
"TS","RN","Volts","Deg C","ppm"
"","","Min","Smp","Smp"
"2023-10-21 07:00:00",1247,9.82,19.18,6.586718
"2023-10-21 08:00:00",1248,9.79,18.74,8.23409
"2023-10-21 09:00:00",1249,10.38,19.49,6.586679
"2023-10-21 10:00:00",1250,10.41,22.5,9.876634
"2023-10-21 11:00:00",1251,9.28,32.15,9.876545
"2023-10-21 12:00:00",1252,9.98,33.14,8.230453
"2023-10-21 13:00:00",1253,10.49,34.81,8.230453
"2023-10-21 14:00:00",1254,9.9,32.84,9.876545
"2023-10-21 15:00:00",1255,9.83,28.76,6.584363
"2023-10-21 16:00:00",1256,9.93,27.69,6.584363
"2023-10-21 17:00:00",1257,9.64,26.47,8.230453
"2023-10-21 18:00:00",1258,9.82,23.61,8.230453
"2023-10-21 19:00:00",1259,10.21,21.31,8.232593
"2023-10-21 20:00:00",1260,9.38,19.84,8.233682
"2023-10-21 21:00:00",1261,10.29,18.53,9.880135
"2023-10-21 22:00:00",1262,10.37,17.46,8.234128
"2023-10-21 23:00:00",1263,10.33,16.56,6.588834
"2023-10-22 00:00:00",1264,10.2,15.82,8.236101
"2023-10-22 01:00:00",1265,9.52,15.34,6.588881
"2023-10-22 02:00:00",1266,10.24,14.83,8.236101
"2023-10-22 03:00:00",1267,10.33,14.52,6.588881
"2023-10-22 04:00:00",1268,10.14,14.28,9.883322
"2023-10-22 05:00:00",1269,9.31,14.16,9.883322
"2023-10-22 06:00:00",1270,9.28,13.94,8.236101
"2023-10-22 07:00:00",1271,10.13,13.82,9.883322
"2023-10-22 08:00:00",1272,10.34,14.28,6.588881
"2023-10-22 09:00:00",1273,10.02,16.17,6.588845
"2023-10-22 10:00:00",1274,10.33,20.18,8.232785
"2023-10-22 11:00:00",1275,9.44,30.33,6.584363
"2023-10-22 12:00:00",1276,9.65,30.74,9.876545
"2023-10-22 13:00:00",1277,10.03,32.15,9.876545
"2023-10-22 14:00:00",1278,10.43,30.6,4.938272
"2023-10-22 15:00:00",1279,10.26,28.72,8.230453
"2023-10-22 16:00:00",1280,10.34,27.75,6.584363
"2023-10-22 17:00:00",1281,10.29,26.44,8.230453
"2023-10-22 18:00:00",1282,10.22,24.6,8.230453
"2023-10-22 19:00:00",1283,10.39,22.75,8.23056
"2023-10-22 20:00:00",1284,9.82,21.42,8.231931
"2023-10-22 21:00:00",1285,9.82,20.45,9.880356
"2023-10-22 22:00:00",1286,10.3,19.81,8.234041
"2023-10-22 23:00:00",1287,10.28,19.26,6.586763
"2023-10-23 00:00:00",1288,10.34,18.77,6.587032
"2023-10-23 01:00:00",1289,10.24,18.2,8.233291
"2023-10-23 02:00:00",1290,10.29,17.82,6.587194
"2023-10-23 03:00:00",1291,10.13,17.56,8.233533
"2023-10-23 04:00:00",1292,9.86,17.54,8.233664
"2023-10-23 05:00:00",1293,9.3,17.36,8.234178
"2023-10-23 06:00:00",1294,10.34,17.04,6.587049
"2023-10-23 07:00:00",1295,10.23,16.71,6.588047
"2023-10-23 08:00:00",1296,10.19,16.79,8.234493
"2023-10-23 09:00:00",1297,10.22,17.79,8.233414
"2023-10-23 10:00:00",1298,9.79,21.42,8.230953
"2023-10-23 11:00:00",1299,10.39,29.48,8.230453
"2023-10-23 12:00:00",1300,10.05,32.4,6.584363
"2023-10-23 13:00:00",1301,10.32,34.27,9.876545
"2023-10-23 14:00:00",1302,9.25,32.08,9.876545
"2023-10-23 15:00:00",1303,10.28,29.32,8.230453
"2023-10-23 16:00:00",1304,10.39,28.07,8.230453
"2023-10-23 17:00:00",1305,9.3,27.09,6.584363
"2023-10-23 18:00:00",1306,10.16,25.1,8.230453
"2023-10-23 19:00:00",1307,9.41,23.67,8.230765
"2023-10-23 20:00:00",1308,9.27,22.9,9.876917
"2023-10-23 21:00:00",1309,10.35,22.11,4.938993
"2023-10-23 22:00:00",1310,10.32,21.42,8.23255
"2023-10-23 23:00:00",1311,10.13,20.77,8.232749
"2023-10-24 00:00:00",1312,9.32,20.13,9.880463
"2023-10-24 01:00:00",1313,10.31,19.49,4.940365
"2023-10-24 02:00:00",1314,10.21,18.87,9.879973
"2023-10-24 03:00:00",1315,10.23,18.4,6.587286
"2023-10-24 04:00:00",1316,10.26,18.07,6.58691
"2023-10-24 05:00:00",1317,10.28,17.82,6.586941
"2023-10-24 06:00:00",1318,10.21,17.64,9.880645
"2023-10-24 07:00:00",1319,10.29,17.29,8.235027
"2023-10-24 08:00:00",1320,10.2,17.54,8.23415
"2023-10-24 09:00:00",1321,10.29,19.13,9.880203
"2023-10-24 10:00:00",1322,9.97,23.18,8.230455
"2023-10-24 11:00:00",1323,10.28,31.83,8.230453
"2023-10-24 12:00:00",1324,10.38,33.21,8.230453
"2023-10-24 13:00:00",1325,9.46,32.95,9.876545
"2023-10-24 14:00:00",1326,10.35,31.62,6.584363
"2023-10-24 15:00:00",1327,9.29,28.82,9.876545
"2023-10-24 16:00:00",1328,10.37,28.1,8.230453
"2023-10-24 17:00:00",1329,10.32,27.31,8.230453
"2023-10-24 18:00:00",1330,10.19,25.67,6.584363
"2023-10-24 19:00:00",1331,9.84,24.13,9.876545
"2023-10-24 20:00:00",1332,10.24,22.92,9.876998
"2023-10-24 21:00:00",1333,9.94,21.86,9.878784
"2023-10-24 22:00:00",1334,9.25,20.83,8.232965
"2023-10-24 23:00:00",1335,10.28,20.08,6.586946
"2023-10-25 00:00:00",1336,9.64,19.6,8.233661
"2023-10-25 01:00:00",1337,9.34,19.28,8.232903
"2023-10-25 02:00:00",1338,10.09,19.15,8.233764
"2023-10-25 03:00:00",1339,9.31,19.1,9.879983
"2023-10-25 04:00:00",1340,10.23,18.82,6.586671
"2023-10-25 05:00:00",1341,10.21,18.92,8.233474
"2023-10-25 06:00:00",1342,9.78,18.97,8.234118
"2023-10-25 07:00:00",1343,9.97,19.1,6.586783
"2023-10-25 08:00:00",1344,10.23,19.49,6.586458
"2023-10-25 09:00:00",1345,10.28,20.42,6.586555
"2023-10-25 10:00:00",1346,10.28,23.81,6.584363
"2023-08-29 09:55:00",0,13,27.75,273.251
"2023-08-29 09:55:15",1,12.99,27.75,5267.49
"2023-08-29 09:55:30",2,12.98,27.78,5280.659
"2023-08-29 10:00:00",3,13.02,27.88,432.9218
