depth,ID,day,mnth,yr,Date,DO,Temp,CO2,pH,SpC,min,light,velocity_m.s,VentDO,VentTemp_F,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,velocity_m.h,Q_m.h,U/H,deltaDO,deltaDO_rate,K600_1d,K_reaeration,not,hour,Month,year,time.x,time.y,ER,GPP,GPPavg
0.6403064175712752,AM,12,5,2022,2022-05-12T00:00:00Z,4.29,70.84,1320.4629106571304,NA,NA,0,0,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.58,8.814931417825425,4.524931417825425,22.17,8.715177890227249,3.958511223560582,4.241721320693004,956.5210482213523,20438.323866563354,0.2984369043384175,-0.4666666666666668,-18.34208552127481,10.30789650469015,27.996261164503746,-46.33834668577856,0,5,2022,ER,ER,-45.85735042624736,0,14.822513587585425
0.6403064175712752,AM,12,5,2022,2022-05-12T01:00:00Z,4.3,70.81,1303.7734571462445,NA,399.6,0,0,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.56,8.81834872828483,4.51834872828483,22.17,8.715177890227249,3.958511223560582,4.238429975922706,956.5210482213523,20438.323866563354,0.2984369043384175,-0.456666666666667,-17.949040831533214,10.30789650469015,27.97453759032122,-45.92357842185443,1,5,2022,ER,ER,-45.85735042624736,0,14.822513587585425
0.6403064175712752,AM,12,5,2022,2022-05-12T02:00:00Z,4.3,70.77,1294.5773849132652,NA,400.3,0,0,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.54,8.821768415077317,4.521768415077317,22.17,8.715177890227249,3.958511223560582,4.24013981931895,956.5210482213523,20438.323866563354,0.2984369043384175,-0.456666666666667,-17.949040831533214,10.30789650469015,27.985822919708163,-45.93486375124138,2,5,2022,ER,ER,-45.85735042624736,0,14.822513587585425
0.6403064175712752,AM,12,5,2022,2022-05-12T03:00:00Z,4.31,70.7,1292.5336815900737,NA,398.8,0,0,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.5,8.82861492785695,4.518614927856951,22.17,8.715177890227249,3.958511223560582,4.2385630757087664,956.5210482213523,20438.323866563354,0.2984369043384175,-0.4466666666666672,-17.55599614179162,10.30789650469015,27.97541607716412,-45.53141221895574,3,5,2022,ER,ER,-45.85735042624736,0.32593820729162104,14.822513587585425
0.6403064175712752,AM,12,5,2022,2022-05-12T04:00:00Z,4.34,70.7,1290.4901758406766,NA,400.7,0,0,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.5,8.82861492785695,4.4886149278569505,22.17,8.715177890227249,3.958511223560582,4.223563075708766,956.5210482213523,20438.323866563354,0.2984369043384175,-0.41666666666666696,-16.3768620725668,10.30789650469015,27.87641289290991,-44.25327496547671,4,5,2022,ER,ER,-45.85735042624736,1.6040754607706447,14.822513587585425
0.6403064175712752,AM,12,5,2022,2022-05-12T05:00:00Z,4.35,70.66,1293.2151136049313,NA,399.6,0,0,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.48,8.832041758942863,4.482041758942863,22.17,8.715177890227249,3.958511223560582,4.220276491251722,956.5210482213523,20438.323866563354,0.2984369043384175,-0.4066666666666672,-15.983817382825208,10.30789650469015,27.854720737805398,-43.8385381206306,5,5,2022,ER,ER,-45.85735042624736,2.0188123056167555,14.822513587585425
0.6403064175712752,AM,12,5,2022,2022-05-12T06:00:00Z,4.37,70.63,1284.0188437981583,NA,399.6,0,382.64496259991074,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.46,8.835470976566173,4.465470976566173,22.17,8.715177890227249,3.958511223560582,4.211991100063377,956.5210482213523,20438.323866563354,0.2984369043384175,-0.3866666666666667,-15.197728003341982,10.30789650469015,27.800035397109543,-42.997763400451525,6,5,2022,AM,ER,-45.85735042624736,2.8595870257958325,14.822513587585425
0.6403064175712752,AM,12,5,2022,2022-05-12T07:00:00Z,4.46,70.66,1286.4029667680877,NA,398.8,0,877.9558562475613,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.48,8.832041758942863,4.372041758942863,22.17,8.715177890227249,3.958511223560582,4.165276491251722,956.5210482213523,20438.323866563354,0.2984369043384175,-0.29666666666666686,-11.660325795667562,10.30789650469015,27.491709062206652,-39.15203485787421,7,5,2022,AM,ER,-45.85735042624736,6.705315568373145,14.822513587585425
0.6403064175712752,AM,12,5,2022,2022-05-12T08:00:00Z,4.56,70.95,1282.315955269293,NA,399.9,0,1337.3894645913695,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.64,8.804693719033105,4.244693719033106,22.17,8.715177890227249,3.958511223560582,4.101602471296844,956.5210482213523,20438.323866563354,0.2984369043384175,-0.1966666666666672,-7.729878898251546,10.30789650469015,27.071447013553406,-34.80132591180495,8,5,2022,AM,ER,-45.85735042624736,11.056024514442406,14.822513587585425
0.6403064175712752,AM,12,5,2022,2022-05-12T09:00:00Z,4.73,71.42,1269.7137108309953,NA,402.1,0,1729.6350041881049,0.26570029117259786,4.756666666666667,71.902242756,5.677312185156487,21.9,8.760575564843709,4.0305755648437085,22.17,8.715177890227249,3.958511223560582,3.9945433942021453,956.5210482213523,20438.323866563354,0.2984369043384175,-0.026666666666666394,-1.0481191726442638,10.30789650469015,26.364834377840637,-27.4129535504849,9,5,2022,AM,ER,-45.85735042624736,18.444396875762457,14.822513587585425
