Date,DO,depth,Temp,light,SpC,velocity_m.s,VentDO,VentTemp_F,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,velocity_m.h,Q_m.h,U/H,deltaDO,deltaDO_rate,K600_1d,K_reaeration,not,hour,day,Month,year,time.x,time.y,ER,GPP,GPPavg
2022-05-23T10:00:00Z,6.43,0.5539129383015573,73.72,2052.948987353712,381.3,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,23.18,8.549025402987395,2.119025402987395,22.73,8.62234920530432,3.3745714275265417,2.7467984152569684,395.97696684033997,5044.745599652233,0.19857561413417016,1.1822222222222223,17.780900432397438,6.441753483239294,9.801045348664683,7.979855083732755,10,23,5,2022,AM,ER,-19.93598783001846,27.915842913751213,15.818397930686626
2022-05-23T11:00:00Z,6.44,0.5539129383015573,74.12,2235.329772057707,382.2,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,23.4,8.513581354544918,2.0735813545449178,22.73,8.62234920530432,3.3745714275265417,2.7240763910357297,395.97696684033997,5044.745599652233,0.19857561413417016,1.192222222222223,17.931302785679005,6.441753483239294,9.719969289872438,8.211333495806567,11,23,5,2022,AM,ER,-19.93598783001846,28.147321325825025,15.818397930686626
2022-05-23T12:00:00Z,6.71,0.5539129383015573,74.48,2292.523720216308,383.9,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,23.6,8.481585695894635,1.7715856958946352,22.73,8.62234920530432,3.3745714275265417,2.5730785617105885,395.97696684033997,5044.745599652233,0.19857561413417016,1.4622222222222225,21.992166324281044,6.441753483239294,9.18118327465363,12.810983049627414,12,23,5,2022,AM,ER,-19.93598783001846,32.74697087964587,15.818397930686626
2022-05-23T13:00:00Z,6.8,0.5539129383015573,74.52,2220.6336613028093,383.9,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,23.62,8.478397886155816,1.6783978861558166,22.73,8.62234920530432,3.3745714275265417,2.526484656841179,395.97696684033997,5044.745599652233,0.19857561413417016,1.5522222222222224,23.345787503815057,6.441753483239294,9.01492827317267,14.330859230642387,13,23,5,2022,AM,ER,-19.93598783001846,34.266847060660844,15.818397930686626
2022-05-23T14:00:00Z,6.48,0.5539129383015573,74.23,2024.5583592822318,383.2,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,23.46,8.503960149372926,2.0239601493729253,22.73,8.62234920530432,3.3745714275265417,2.6992657884497335,395.97696684033997,5044.745599652233,0.19857561413417016,1.232222222222223,18.532912198805235,6.441753483239294,9.631440827163864,8.901471371641371,14,23,5,2022,AM,ER,-19.93598783001846,28.83745920165983,15.818397930686626
2022-05-23T15:00:00Z,6.14,0.5539129383015573,74.12,1717.6586904412754,382.4,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,23.4,8.513581354544918,2.3735813545449185,22.73,8.62234920530432,3.3745714275265417,2.87407639103573,395.97696684033997,5044.745599652233,0.19857561413417016,0.8922222222222222,13.419232187232277,6.441753483239294,10.255194879829745,3.1640373074025323,15,23,5,2022,AM,ER,-19.93598783001846,23.100025137420992,15.818397930686626
2022-05-23T16:00:00Z,5.75,0.5539129383015573,73.87,1320.8472046852844,381.4,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,23.26,8.536106314531425,2.786106314531425,22.73,8.62234920530432,3.3745714275265417,3.0803388710289834,395.97696684033997,5044.745599652233,0.19857561413417016,0.5022222222222226,7.553540409251547,6.441753483239294,10.99117459676605,-3.4376341875145036,16,23,5,2022,AM,ER,-19.93598783001846,16.498353642503954,15.818397930686626
2022-05-23T17:00:00Z,5.61,0.5539129383015573,73.65,861.1631100361325,380.9,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,23.14,8.555498011981616,2.9454980119816154,22.73,8.62234920530432,3.3745714275265417,3.1600347197540786,395.97696684033997,5044.745599652233,0.19857561413417016,0.3622222222222229,5.447907463309751,6.441753483239294,11.2755429811063,-5.827635517796549,17,23,5,2022,AM,ER,-19.93598783001846,14.10835231222191,15.818397930686626
2022-05-23T18:00:00Z,5.42,0.5539129383015573,73.47,369.9297836648743,380.3,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,23.04,8.571717789780884,3.151717789780884,22.73,8.62234920530432,3.3745714275265417,3.263144608653713,395.97696684033997,5044.745599652233,0.19857561413417016,0.1722222222222225,2.590262750960157,6.441753483239294,11.643456655217893,-9.053193904257736,18,23,5,2022,AM,ER,-19.93598783001846,10.882793925760723,15.818397930686626
2022-05-23T19:00:00Z,5.07,0.5539129383015573,73.22,0,379.3,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,22.9,8.594517751081435,3.5245177510814347,22.73,8.62234920530432,3.3745714275265417,3.449544589303988,395.97696684033997,5044.745599652233,0.19857561413417016,-0.17777777777777715,-2.673819613894342,6.441753483239294,12.308563585961718,-14.98238319985606,19,23,5,2022,ER,ER,-19.93598783001846,4.953604630162399,15.818397930686626
2022-05-23T20:00:00Z,4.73,0.5539129383015573,73.04,0,378.5,0.10999360190009444,5.247777777777777,72.9061925,1.4013182221256204,22.8,8.610869747292538,3.8808697472925378,22.73,8.62234920530432,3.3745714275265417,3.6277205874095397,395.97696684033997,5044.745599652233,0.19857561413417016,-0.517777777777777,-7.787499625467287,6.441753483239294,12.944325943976889,-20.731825569444176,20,23,5,2022,ER,ER,-19.93598783001846,0,15.818397930686626
