depth,ID,day,mnth,yr,Date,DO,Temp,CO2,pH,SpC,min,light,velocity_m.s,VentDO,VentTemp_F,Q_m.s,Mouth_Temp_C,Mouth_DO_sat,mouth_deficit,Vent_Temp_C,Vent_DO_sat,vent_deficit,DO_deficit,velocity_m.h,Q_m.h,U/H,deltaDO,deltaDO_rate,K600_1d,K_reaeration,not,hour,Month,year,time.x,time.y,ER,GPP,GPPavg
1.3858861896815822,LF,12,4,2022,2022-04-12T00:00:00Z,2.7,72.36,NA,NA,NA,0,0,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.42,8.673516893734934,5.973516893734934,22.97,8.583104273228685,6.837235605305608,6.4053762495202715,-274.71874374740094,-7614.57826012393,-0.055062791389521526,0.9541313320769234,-24.909626394980663,-10.309647529249919,-91.52000388324166,66.610377488261,0,4,2022,ER,ER,64.68691223366032,1.9234652546006714,1.2838503438912958
1.3858861896815822,LF,12,4,2022,2022-04-12T01:00:00Z,2.79,72.25,NA,NA,527.3,0,0,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.36,8.683483014184452,5.893483014184452,22.97,8.583104273228685,6.837235605305608,6.365359309745029,-274.71874374740094,-7614.57826012393,-0.055062791389521526,1.0441313320769232,-27.259267686676043,-10.309647529249919,-90.94824192251376,63.68897423583772,1,4,2022,ER,ER,64.68691223366032,0,1.2838503438912958
1.3858861896815822,LF,12,4,2022,2022-04-12T02:00:00Z,2.84,72.18,NA,NA,526.9,0,0,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.32,8.690138474029585,5.850138474029585,22.97,8.583104273228685,6.837235605305608,6.343687039667596,-274.71874374740094,-7614.57826012393,-0.055062791389521526,1.094131332076923,-28.564623959840137,-10.309647529249919,-90.63858856814697,62.07396460830684,2,4,2022,ER,ER,64.68691223366032,0,1.2838503438912958
1.3858861896815822,LF,12,4,2022,2022-04-12T03:00:00Z,2.93,72.1,NA,NA,526.4,0,0,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.28,8.696803060271515,5.766803060271515,22.97,8.583104273228685,6.837235605305608,6.302019332788562,-274.71874374740094,-7614.57826012393,-0.055062791389521526,1.1841313320769233,-30.914265251535532,-10.309647529249919,-90.04324045012491,59.12897519858938,3,4,2022,ER,ER,64.68691223366032,0,1.2838503438912958
1.3858861896815822,LF,12,4,2022,2022-04-12T04:00:00Z,2.88,72.07,NA,NA,525.9,0,0,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.26,8.700138781900085,5.820138781900085,22.97,8.583104273228685,6.837235605305608,6.328687193602846,-274.71874374740094,-7614.57826012393,-0.055062791389521526,1.134131332076923,-29.608908978371424,-10.309647529249919,-90.42427079560444,60.81536181723302,4,4,2022,ER,ER,64.68691223366032,0,1.2838503438912958
1.3858861896815822,LF,12,4,2022,2022-04-12T05:00:00Z,2.88,72.07,NA,NA,526,0,0,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.26,8.700138781900085,5.820138781900085,22.97,8.583104273228685,6.837235605305608,6.328687193602846,-274.71874374740094,-7614.57826012393,-0.055062791389521526,1.134131332076923,-29.608908978371424,-10.309647529249919,-90.42427079560444,60.81536181723302,5,4,2022,ER,ER,64.68691223366032,0,1.2838503438912958
1.3858861896815822,LF,12,4,2022,2022-04-12T06:00:00Z,2.88,72.07,NA,NA,525.9,0,139.536359432674,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.26,8.700138781900085,5.820138781900085,22.97,8.583104273228685,6.837235605305608,6.328687193602846,-274.71874374740094,-7614.57826012393,-0.055062791389521526,1.134131332076923,-29.608908978371424,-10.309647529249919,-90.42427079560444,60.81536181723302,6,4,2022,AM,ER,64.68691223366032,0,1.2838503438912958
1.3858861896815822,LF,12,4,2022,2022-04-12T07:00:00Z,2.86,72.07,NA,NA,526.2,0,659.0110889313423,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.26,8.700138781900085,5.840138781900086,22.97,8.583104273228685,6.837235605305608,6.338687193602847,-274.71874374740094,-7614.57826012393,-0.055062791389521526,1.114131332076923,-29.08676646910578,-10.309647529249919,-90.56715077691717,61.48038430781139,7,4,2022,AM,ER,64.68691223366032,0,1.2838503438912958
1.3858861896815822,LF,12,4,2022,2022-04-12T08:00:00Z,2.88,72.14,NA,NA,527.6,0,1143.8177599957862,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.3,8.693469625130573,5.8134696251305735,22.97,8.583104273228685,6.837235605305608,6.32535261521809,-274.71874374740094,-7614.57826012393,-0.055062791389521526,1.134131332076923,-29.608908978371424,-10.309647529249919,-90.37662634587447,60.767717367503046,8,4,2022,AM,ER,64.68691223366032,0,1.2838503438912958
1.3858861896815822,LF,12,4,2022,2022-04-12T09:00:00Z,2.94,72.21,NA,NA,527.4,0,1560.904837216506,-0.07631076215205582,1.7458686679230768,73.34492582666667,-2.1151606278122026,22.34,8.686809604528337,5.7468096045283374,22.97,8.583104273228685,6.837235605305608,6.292022604916973,-274.71874374740094,-7614.57826012393,-0.055062791389521526,1.1941313320769231,-31.17533650616835,-10.309647529249919,-89.90040722097682,58.72507071480847,9,4,2022,AM,ER,64.68691223366032,0,1.2838503438912958
