"Plot Title: Ichetucknee_SpC"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21415360, SEN S/N: 21415360)","Temp, °F (LGR S/N: 21415360, SEN S/N: 21415360)"
1,05/18/23 02:00:00 PM,350.7,74.52
2,05/18/23 03:00:00 PM,352.5,75.18
3,05/18/23 04:00:00 PM,352.5,75.20
4,05/18/23 05:00:00 PM,351.7,75.07
5,05/18/23 06:00:00 PM,351.0,75.00
6,05/18/23 07:00:00 PM,350.9,75.15
7,05/18/23 08:00:00 PM,350.9,75.16
8,05/18/23 09:00:00 PM,351.8,74.91
9,05/18/23 10:00:00 PM,350.3,74.35
10,05/18/23 11:00:00 PM,349.7,73.74
11,05/19/23 12:00:00 AM,348.2,73.29
12,05/19/23 01:00:00 AM,347.9,73.04
13,05/19/23 02:00:00 AM,347.2,72.86
14,05/19/23 03:00:00 AM,347.2,72.75
15,05/19/23 04:00:00 AM,346.8,72.68
16,05/19/23 05:00:00 AM,346.4,72.63
17,05/19/23 06:00:00 AM,346.4,72.63
18,05/19/23 07:00:00 AM,346.4,72.63
19,05/19/23 08:00:00 AM,346.4,72.68
20,05/19/23 09:00:00 AM,346.8,72.86
21,05/19/23 10:00:00 AM,347.5,73.20
22,05/19/23 11:00:00 AM,350.4,74.07
23,05/19/23 12:00:00 PM,352.2,74.66
24,05/19/23 01:00:00 PM,354.4,75.34
25,05/19/23 02:00:00 PM,368.6,75.81
26,05/19/23 03:00:00 PM,356.5,76.39
27,05/19/23 04:00:00 PM,356.5,76.51
28,05/19/23 05:00:00 PM,358.0,76.80
29,05/19/23 06:00:00 PM,358.7,76.80
30,05/19/23 07:00:00 PM,358.4,76.60
31,05/19/23 08:00:00 PM,357.0,76.01
32,05/19/23 09:00:00 PM,355.2,75.31
33,05/19/23 10:00:00 PM,353.0,74.59
34,05/19/23 11:00:00 PM,350.8,73.94
35,05/20/23 12:00:00 AM,349.7,73.44
36,05/20/23 01:00:00 AM,348.3,73.08
37,05/20/23 02:00:00 AM,347.2,72.86
38,05/20/23 03:00:00 AM,346.8,72.70
39,05/20/23 04:00:00 AM,346.4,72.63
40,05/20/23 05:00:00 AM,345.7,72.54
41,05/20/23 06:00:00 AM,345.3,72.45
42,05/20/23 07:00:00 AM,344.9,72.41
43,05/20/23 08:00:00 AM,345.3,72.54
44,05/20/23 09:00:00 AM,346.7,73.04
45,05/20/23 10:00:00 AM,349.7,73.83
46,05/20/23 11:00:00 AM,352.6,74.68
47,05/20/23 12:00:00 PM,352.6,74.84
48,05/20/23 01:00:00 PM,353.6,75.34
49,05/20/23 02:00:00 PM,355.8,76.01
50,05/20/23 03:00:00 PM,358.0,76.69
51,05/20/23 04:00:00 PM,357.9,76.84
52,05/20/23 05:00:00 PM,358.7,76.86
53,05/20/23 06:00:00 PM,358.0,76.57
54,05/20/23 07:00:00 PM,357.3,76.23
55,05/20/23 08:00:00 PM,357.0,75.76
56,05/20/23 09:00:00 PM,354.8,75.09
57,05/20/23 10:00:00 PM,352.6,74.50
58,05/20/23 11:00:00 PM,350.8,73.92
59,05/21/23 12:00:00 AM,350.1,73.40
60,05/21/23 01:00:00 AM,347.9,73.08
61,05/21/23 02:00:00 AM,347.5,72.88
62,05/21/23 03:00:00 AM,346.8,72.75
63,05/21/23 04:00:00 AM,346.8,72.68
64,05/21/23 05:00:00 AM,346.0,72.59
65,05/21/23 06:00:00 AM,345.7,72.54
66,05/21/23 07:00:00 AM,345.7,72.54
67,05/21/23 08:00:00 AM,346.0,72.75
68,05/21/23 09:00:00 AM,346.7,72.93
69,05/21/23 10:00:00 AM,348.9,73.65
70,05/21/23 11:00:00 AM,351.9,74.43
71,05/21/23 12:00:00 PM,354.0,75.18
72,05/21/23 01:00:00 PM,355.1,75.65
73,05/21/23 02:00:00 PM,356.5,76.19
74,05/21/23 03:00:00 PM,357.2,76.59
75,05/21/23 04:00:00 PM,357.9,76.86
76,05/21/23 05:00:00 PM,358.7,77.02
77,05/21/23 06:00:00 PM,358.7,76.73
78,05/21/23 07:00:00 PM,357.7,76.15
79,05/21/23 08:00:00 PM,355.2,75.34
80,05/21/23 09:00:00 PM,352.6,74.50
81,05/21/23 10:00:00 PM,350.4,73.85
82,05/21/23 11:00:00 PM,348.6,73.44
83,05/22/23 12:00:00 AM,347.5,73.20
84,05/22/23 01:00:00 AM,347.5,73.02
85,05/22/23 02:00:00 AM,347.5,72.91
86,05/22/23 03:00:00 AM,346.8,72.82
87,05/22/23 04:00:00 AM,346.8,72.75
88,05/22/23 05:00:00 AM,346.8,72.70
89,05/22/23 06:00:00 AM,346.4,72.70
90,05/22/23 07:00:00 AM,346.8,72.79
91,05/22/23 08:00:00 AM,347.1,72.88
92,05/22/23 09:00:00 AM,347.9,73.20
93,05/22/23 10:00:00 AM,348.5,73.62
94,05/22/23 11:00:00 AM,350.0,74.01
95,05/22/23 12:00:00 PM,353.3,74.95
96,05/22/23 01:00:00 PM,351.4,74.66
97,05/22/23 02:00:00 PM,352.2,74.86
98,05/22/23 03:00:00 PM,351.4,74.91
99,05/22/23 04:00:00 PM,352.1,75.15
100,05/22/23 05:00:00 PM,352.9,75.27
101,05/22/23 06:00:00 PM,352.1,75.06
102,05/22/23 07:00:00 PM,351.1,74.59
103,05/22/23 08:00:00 PM,350.0,74.25
104,05/22/23 09:00:00 PM,349.3,73.92
105,05/22/23 10:00:00 PM,348.5,73.71
106,05/22/23 11:00:00 PM,347.0,73.40
