"Plot Title: LH6-2"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342060, SEN S/N: 20342060)","Full Range, μS/cm (LGR S/N: 20342060, SEN S/N: 20342060)","Temp, °F (LGR S/N: 20342060, SEN S/N: 20342060)"
1,12/28/23 11:00:00 AM,388.0,394.5,71.22
2,12/28/23 12:00:00 PM,388.0,394.5,71.28
3,12/28/23 01:00:00 PM,388.3,394.9,71.44
4,12/28/23 02:00:00 PM,389.0,395.2,71.60
5,12/28/23 03:00:00 PM,388.8,395.2,71.65
6,12/28/23 04:00:00 PM,389.0,395.6,71.65
7,12/28/23 05:00:00 PM,388.2,394.8,71.55
8,12/28/23 06:00:00 PM,387.8,394.5,71.44
9,12/28/23 07:00:00 PM,387.1,393.8,71.28
10,12/28/23 08:00:00 PM,386.4,393.1,71.10
11,12/28/23 09:00:00 PM,386.1,392.4,71.01
12,12/28/23 10:00:00 PM,385.9,392.4,70.93
13,12/28/23 11:00:00 PM,385.3,392.0,70.86
14,12/29/23 12:00:00 AM,384.6,391.3,70.75
15,12/29/23 01:00:00 AM,384.9,391.7,70.81
16,12/29/23 02:00:00 AM,384.3,391.3,70.70
17,12/29/23 03:00:00 AM,383.9,390.6,70.61
18,12/29/23 04:00:00 AM,383.5,390.2,70.54
19,12/29/23 05:00:00 AM,382.6,389.5,70.38
20,12/29/23 06:00:00 AM,382.5,389.2,70.29
21,12/29/23 07:00:00 AM,381.8,388.5,70.16
22,12/29/23 08:00:00 AM,381.8,388.5,70.14
23,12/29/23 09:00:00 AM,381.2,387.7,70.11
24,12/29/23 10:00:00 AM,381.8,388.5,70.23
25,12/29/23 11:00:00 AM,382.7,389.2,70.45
26,12/29/23 12:00:00 PM,384.1,390.9,70.81
27,12/29/23 01:00:00 PM,385.8,392.3,71.22
28,12/29/23 02:00:00 PM,386.1,392.7,71.28
29,12/29/23 03:00:00 PM,386.0,392.3,71.26
30,12/29/23 04:00:00 PM,385.4,392.0,71.13
31,12/29/23 05:00:00 PM,384.2,390.9,70.88
32,12/29/23 06:00:00 PM,383.6,390.2,70.70
33,12/29/23 07:00:00 PM,382.9,389.1,70.54
34,12/29/23 08:00:00 PM,381.9,388.4,70.36
35,12/29/23 09:00:00 PM,381.4,388.1,70.25
36,12/29/23 10:00:00 PM,380.8,387.7,70.12
37,12/29/23 11:00:00 PM,380.1,387.0,69.98
38,12/30/23 12:00:00 AM,380.4,387.0,70.02
39,12/30/23 01:00:00 AM,379.8,386.3,69.93
40,12/30/23 02:00:00 AM,379.6,385.9,69.87
41,12/30/23 03:00:00 AM,379.6,385.9,69.87
42,12/30/23 04:00:00 AM,379.3,386.0,69.82
43,12/30/23 05:00:00 AM,379.3,386.0,69.82
44,12/30/23 06:00:00 AM,379.5,385.9,69.84
45,12/30/23 07:00:00 AM,379.4,385.9,69.84
46,12/30/23 08:00:00 AM,379.4,385.9,69.85
47,12/30/23 09:00:00 AM,379.8,386.3,70.00
48,12/30/23 10:00:00 AM,380.6,387.0,70.23
49,12/30/23 11:00:00 AM,381.9,388.8,70.56
50,12/30/23 12:00:00 PM,383.7,390.5,70.99
51,12/30/23 01:00:00 PM,385.2,391.9,71.37
52,12/30/23 02:00:00 PM,385.8,392.6,71.49
53,12/30/23 03:00:00 PM,386.0,393.0,71.53
54,12/30/23 04:00:00 PM,385.3,391.9,71.38
55,12/30/23 05:00:00 PM,384.1,390.9,71.11
56,12/30/23 06:00:00 PM,383.1,390.2,70.84
57,12/30/23 07:00:00 PM,382.3,389.1,70.68
58,12/30/23 08:00:00 PM,381.8,388.8,70.54
59,12/30/23 09:00:00 PM,380.9,388.1,70.39
60,12/30/23 10:00:00 PM,380.6,387.7,70.32
61,12/30/23 11:00:00 PM,379.9,386.6,70.16
62,12/31/23 12:00:00 AM,380.1,387.0,70.21
63,12/31/23 01:00:00 AM,379.7,386.6,70.11
64,12/31/23 02:00:00 AM,379.3,386.3,70.03
65,12/31/23 03:00:00 AM,378.9,385.5,69.98
66,12/31/23 04:00:00 AM,378.8,385.6,69.93
67,12/31/23 05:00:00 AM,378.4,385.2,69.87
68,12/31/23 06:00:00 AM,378.5,385.2,69.89
69,12/31/23 07:00:00 AM,378.9,385.6,69.96
70,12/31/23 08:00:00 AM,379.0,385.5,70.02
71,12/31/23 09:00:00 AM,378.9,385.5,70.00
72,12/31/23 10:00:00 AM,379.6,386.6,70.23
73,12/31/23 11:00:00 AM,382.2,390.6,70.72
74,12/31/23 12:00:00 PM,383.6,390.5,71.17
75,12/31/23 01:00:00 PM,386.2,394.8,71.67
76,12/31/23 02:00:00 PM,386.4,393.3,71.78
77,12/31/23 03:00:00 PM,385.9,393.0,71.69
78,12/31/23 04:00:00 PM,385.7,392.6,71.58
79,12/31/23 05:00:00 PM,384.4,391.6,71.31
80,12/31/23 06:00:00 PM,383.8,390.5,71.15
81,12/31/23 07:00:00 PM,382.8,389.8,70.97
82,12/31/23 08:00:00 PM,382.0,389.1,70.83
83,12/31/23 09:00:00 PM,381.2,388.4,70.65
84,12/31/23 10:00:00 PM,380.7,387.6,70.59
85,12/31/23 11:00:00 PM,380.5,387.3,70.50
86,01/01/24 12:00:00 AM,380.1,386.9,70.41
87,01/01/24 01:00:00 AM,379.7,386.6,70.36
88,01/01/24 02:00:00 AM,379.6,386.6,70.32
89,01/01/24 03:00:00 AM,379.3,386.2,70.25
90,01/01/24 04:00:00 AM,379.1,386.2,70.25
91,01/01/24 05:00:00 AM,379.1,385.5,70.25
92,01/01/24 06:00:00 AM,379.3,386.2,70.29
93,01/01/24 07:00:00 AM,379.3,386.2,70.27
94,01/01/24 08:00:00 AM,379.9,386.6,70.39
95,01/01/24 09:00:00 AM,380.0,386.9,70.43
96,01/01/24 10:00:00 AM,381.5,388.7,70.79
97,01/01/24 11:00:00 AM,383.5,390.4,71.29
98,01/01/24 12:00:00 PM,385.0,392.2,71.69
99,01/01/24 01:00:00 PM,387.4,394.3,72.21
100,01/01/24 02:00:00 PM,388.1,395.0,72.36
101,01/01/24 03:00:00 PM,387.7,394.7,72.25
102,01/01/24 04:00:00 PM,387.2,394.0,72.10
103,01/01/24 05:00:00 PM,386.2,393.3,71.92
104,01/01/24 06:00:00 PM,385.0,391.9,71.64
105,01/01/24 07:00:00 PM,384.4,391.5,71.49
106,01/01/24 08:00:00 PM,383.4,390.4,71.29
107,01/01/24 09:00:00 PM,382.9,390.1,71.17
108,01/01/24 10:00:00 PM,382.5,389.4,71.10
109,01/01/24 11:00:00 PM,382.2,389.0,71.08
110,01/02/24 12:00:00 AM,382.2,389.4,71.08
111,01/02/24 01:00:00 AM,382.5,389.4,71.10
112,01/02/24 02:00:00 AM,381.7,389.0,70.97
113,01/02/24 03:00:00 AM,380.8,387.6,70.79
114,01/02/24 04:00:00 AM,380.3,387.2,70.66
115,01/02/24 05:00:00 AM,379.8,386.9,70.57
116,01/02/24 06:00:00 AM,378.9,385.5,70.36
117,01/02/24 07:00:00 AM,378.8,385.5,70.36
118,01/02/24 08:00:00 AM,378.4,385.1,70.30
119,01/02/24 09:00:00 AM,377.9,384.4,70.18
120,01/02/24 10:00:00 AM,378.9,385.4,70.43
121,01/02/24 11:00:00 AM,380.2,387.2,70.79
122,01/02/24 12:00:00 PM,381.9,389.0,71.20
123,01/02/24 01:00:00 PM,383.6,391.1,71.60
124,01/02/24 02:00:00 PM,384.7,391.8,71.78
125,01/02/24 03:00:00 PM,384.7,391.4,71.78
126,01/02/24 04:00:00 PM,383.5,390.4,71.53
127,01/02/24 05:00:00 PM,382.5,389.7,71.29
128,01/02/24 06:00:00 PM,381.9,388.6,71.13
129,01/02/24 07:00:00 PM,380.7,387.9,70.88
130,01/02/24 08:00:00 PM,380.4,387.2,70.79
131,01/02/24 09:00:00 PM,379.7,386.9,70.70
132,01/02/24 10:00:00 PM,379.5,386.5,70.57
133,01/02/24 11:00:00 PM,379.3,386.2,70.54
134,01/03/24 12:00:00 AM,379.1,385.8,70.47
135,01/03/24 01:00:00 AM,378.7,385.4,70.43
136,01/03/24 02:00:00 AM,378.9,385.8,70.39
137,01/03/24 03:00:00 AM,378.3,385.1,70.36
138,01/03/24 04:00:00 AM,378.1,385.1,70.36
139,01/03/24 05:00:00 AM,378.1,384.7,70.30
140,01/03/24 06:00:00 AM,377.9,384.7,70.30
141,01/03/24 07:00:00 AM,377.8,384.4,70.30
142,01/03/24 08:00:00 AM,377.8,384.4,70.30
143,01/03/24 09:00:00 AM,378.1,385.1,70.39
144,01/03/24 10:00:00 AM,379.0,386.1,70.59
145,01/03/24 11:00:00 AM,380.5,387.5,71.02
146,01/03/24 12:00:00 PM,382.4,389.3,71.46
147,01/03/24 01:00:00 PM,383.3,390.7,71.78
148,01/03/24 02:00:00 PM,383.7,391.8,71.96
149,01/03/24 03:00:00 PM,384.7,391.8,72.00
150,01/03/24 04:00:00 PM,384.3,391.4,71.87
151,01/03/24 05:00:00 PM,383.6,391.1,71.71
152,01/03/24 06:00:00 PM,383.1,390.4,71.53
153,01/03/24 07:00:00 PM,382.2,389.3,71.38
154,01/03/24 08:00:00 PM,381.9,389.0,71.29
155,01/03/24 09:00:00 PM,381.7,389.3,71.28
156,01/03/24 10:00:00 PM,381.8,389.0,71.26
157,01/03/24 11:00:00 PM,381.1,388.3,71.15
158,01/04/24 12:00:00 AM,381.0,388.3,71.13
159,01/04/24 01:00:00 AM,380.8,388.6,71.10
160,01/04/24 02:00:00 AM,380.1,387.2,70.97
161,01/04/24 03:00:00 AM,379.5,386.4,70.93
162,01/04/24 04:00:00 AM,379.3,386.1,70.86
163,01/04/24 05:00:00 AM,379.3,386.5,70.84
164,01/04/24 06:00:00 AM,379.2,385.7,70.81
165,01/04/24 07:00:00 AM,379.5,386.5,70.81
166,01/04/24 08:00:00 AM,378.6,385.4,70.68
167,01/04/24 09:00:00 AM,378.8,385.4,70.72
168,01/04/24 10:00:00 AM,379.3,386.5,70.84
169,01/04/24 11:00:00 AM,380.6,387.5,71.20
170,01/04/24 12:00:00 PM,381.9,388.9,71.49
171,01/04/24 01:00:00 PM,383.7,391.0,71.94
172,01/04/24 02:00:00 PM,384.3,391.0,72.03
173,01/04/24 03:00:00 PM,384.2,391.4,72.00
174,01/04/24 04:00:00 PM,383.4,390.3,71.82
175,01/04/24 05:00:00 PM,382.1,388.9,71.53
176,01/04/24 06:00:00 PM,381.2,388.2,71.29
177,01/04/24 07:00:00 PM,380.7,387.9,71.15
178,01/04/24 08:00:00 PM,379.9,386.4,70.97
179,01/04/24 09:00:00 PM,379.4,386.5,70.92
180,01/04/24 10:00:00 PM,378.8,385.7,70.79
181,01/04/24 11:00:00 PM,378.6,385.4,70.70
182,01/05/24 12:00:00 AM,378.6,385.4,70.68
183,01/05/24 01:00:00 AM,378.0,384.7,70.61
184,01/05/24 02:00:00 AM,377.7,384.3,70.54
185,01/05/24 03:00:00 AM,377.7,384.3,70.54
186,01/05/24 04:00:00 AM,377.6,384.3,70.54
187,01/05/24 05:00:00 AM,377.4,383.6,70.50
188,01/05/24 06:00:00 AM,377.5,384.3,70.52
189,01/05/24 07:00:00 AM,377.5,384.3,70.56
190,01/05/24 08:00:00 AM,377.6,384.3,70.59
191,01/05/24 09:00:00 AM,378.8,385.4,70.81
192,01/05/24 10:00:00 AM,379.5,386.4,71.01
193,01/05/24 11:00:00 AM,381.5,388.6,71.46
194,01/05/24 12:00:00 PM,382.9,389.9,71.85
195,01/05/24 01:00:00 PM,385.0,392.1,72.37
196,01/05/24 02:00:00 PM,386.1,393.1,72.57
197,01/05/24 03:00:00 PM,386.0,392.8,72.52
198,01/05/24 04:00:00 PM,385.3,392.4,72.36
199,01/05/24 05:00:00 PM,384.4,391.4,72.12
200,01/05/24 06:00:00 PM,383.4,390.3,71.87
201,01/05/24 07:00:00 PM,382.9,390.3,71.74
202,01/05/24 08:00:00 PM,382.6,389.6,71.69
203,01/05/24 09:00:00 PM,382.3,389.3,71.65
204,01/05/24 10:00:00 PM,382.3,389.3,71.65
205,01/05/24 11:00:00 PM,382.3,389.3,71.65
206,01/06/24 12:00:00 AM,382.3,389.3,71.65
207,01/06/24 01:00:00 AM,382.6,389.2,71.73
208,01/06/24 02:00:00 AM,382.7,390.0,71.74
209,01/06/24 03:00:00 AM,382.7,390.0,71.80
210,01/06/24 04:00:00 AM,382.9,389.6,71.85
211,01/06/24 05:00:00 AM,380.9,388.1,71.82
212,01/06/24 06:00:00 AM,378.4,385.1,71.80
213,01/06/24 07:00:00 AM,379.3,386.3,71.78
214,01/06/24 08:00:00 AM,380.7,387.7,71.83
215,01/06/24 09:00:00 AM,382.3,389.2,71.96
216,01/06/24 10:00:00 AM,383.3,390.3,72.12
217,01/06/24 11:00:00 AM,384.0,391.3,72.27
218,01/06/24 12:00:00 PM,385.4,392.4,72.55
219,01/06/24 01:00:00 PM,386.9,394.2,72.93
220,01/06/24 02:00:00 PM,388.0,395.6,73.18
221,01/06/24 03:00:00 PM,387.9,395.2,73.18
222,01/06/24 04:00:00 PM,387.1,394.1,72.95
223,01/06/24 05:00:00 PM,385.4,392.8,72.54
224,01/06/24 06:00:00 PM,384.0,391.4,72.18
225,01/06/24 07:00:00 PM,382.9,390.3,71.94
226,01/06/24 08:00:00 PM,382.1,389.2,71.78
227,01/06/24 09:00:00 PM,381.7,389.2,71.69
228,01/06/24 10:00:00 PM,380.9,389.3,71.65
229,01/06/24 11:00:00 PM,380.9,388.5,71.56
230,01/07/24 12:00:00 AM,381.0,388.2,71.51
231,01/07/24 01:00:00 AM,380.8,388.2,71.49
232,01/07/24 02:00:00 AM,380.5,387.4,71.42
233,01/07/24 03:00:00 AM,380.6,387.8,71.44
234,01/07/24 04:00:00 AM,380.5,387.4,71.44
235,01/07/24 05:00:00 AM,380.7,387.8,71.49
236,01/07/24 06:00:00 AM,380.2,387.5,71.40
237,01/07/24 07:00:00 AM,380.0,387.1,71.38
