Date,GPPavg,ER,K600_1d,GPP_Rhat,ER_Rhat,K600_daily_Rhat
2022-08-12,3.825717286363786,-8.884951406544541,1.1281787381964035,1.0001970797538353,1.0004352663672904,1.0008541512337872
2022-08-13,3.322107152485995,-8.593787380044086,1.1017396474479937,0.9992667020037137,0.9992946769807004,1.0004450693470048
2022-08-14,3.947063264535956,-8.803977230265568,1.1276488171224976,0.9992778091383525,0.9994866779480092,0.9999805063070092
2022-08-15,4.138238156194269,-8.710082205280614,1.1283774168687886,0.9998774596786821,1.0003343611516793,1.002407662666217
2022-08-16,3.3027117556512584,-7.948183566911023,1.1245430565211676,1.001608698737174,1.0011234266505942,1.0015975522450489
2022-08-17,3.1727257156454813,-7.726029729376217,1.118600673507307,0.9997532699970065,1.0001996614054536,0.99963963154917
2022-08-18,2.9641040087663812,-7.399728556084505,1.123239966458085,1.0009484377596976,1.0002121137274795,1.00059913969175
2022-08-19,2.9338238709268616,-7.268835228367835,1.1379855467878184,0.999222211195424,0.9993493398744003,0.9995819099848687
2022-08-20,3.0304973479488475,-7.26308370339146,1.1336484261682178,0.999950699130198,1.0002857833431456,0.9999972170385011
2022-08-21,3.282733163968983,-7.317265476072521,1.140423207004583,0.9991123313905778,1.0000091419616313,1.0009793119316317
2022-08-22,3.394256525145874,-7.4715362769543585,1.1557999722311703,1.000290755467689,1.000259964138352,0.999559972549717
2022-08-23,3.3241771501414523,-7.324239141078334,1.1510116497723264,0.9992670284293633,0.9994486034964148,0.9994644086701555
2022-08-24,3.737021688759998,-7.91804930107795,1.1472655877981772,0.9998657126189835,0.9998647312640386,0.9999346828388981
2022-08-25,3.320323077452259,-7.697421242080018,1.1504507990501271,1.000804208049783,0.9998445183604291,1.000503525633233
2022-08-26,2.880307555971217,-7.004077662491981,1.1464362378210882,0.9994692660695269,1.0000292519014007,0.9996611136994428
2022-08-27,3.396077099379305,-7.741932952177531,1.1506026452668838,0.9995572860193919,0.9995594078181025,0.9999728969425314
2022-08-28,4.0081232682694194,-9.079624866390153,1.1060929895930862,1.0007615366032132,1.0011033813062615,1.0001816197166107
2022-08-29,NA,NA,NA,NA,NA,NA
2022-08-30,NA,NA,NA,NA,NA,NA
2022-08-31,5.857812249672424,-13.107673544095462,0.9319680986076239,0.9996114733705271,1.000170713103439,1.001073466074716
2022-09-01,9.764854123020797,-18.100164174451525,0.6489505630175685,0.9997338349119823,1.0001860788695394,0.9997649353684568
2022-09-02,12.91269668466798,-21.73199262862322,0.4070945863408482,0.9995855577063172,0.9996898030019971,0.9995932007397417
2022-09-03,11.833092057918572,-20.04722904792086,0.6675346100941323,0.9996922648954591,0.9999789084660071,0.9999700391422149
2022-09-04,4.441776075219824,-13.289248033317115,0.7387019098924457,0.9996836432658733,1.0000432808567379,0.9994468068923716
2022-09-05,3.19008201793173,-11.621370906644643,0.568804900474492,0.9998656368896736,0.9996325849467883,1.0000355990627523
2022-09-06,0.9619486969587696,-10.953737686119853,0.6173265434725363,0.9993172175016626,0.9995536893456481,1.0004722868377318
2022-09-07,0,-9.481198209737817,0.6935669838726278,0.9997482647626006,1.0000958587772806,1.0012762645976476
2022-09-08,0,-8.773378564777767,0.6947414950326237,0.9994062885142876,0.9994437328921004,1.0005665088042377
2022-09-09,0.6650966128299435,-10.034521714247266,0.5808539984461536,0.9992286858899946,0.9992918251488401,0.9992838760954992
2022-09-10,0,-8.208793889775947,0.6227278097110055,0.9997458376282327,1.0001346017930195,1.0002809874446112
2022-09-11,3.684067686848138,-10.681861109098238,0.4921744619115002,0.9998398314355629,0.9993047897419436,1.0001676691164871
2022-09-12,0,-7.692392965983557,0.6340726648466717,0.9997044370721171,0.9998441127357488,1.0005890915365547
2022-09-13,0,-8.737806196632112,0.6775292877115634,0.9993305554220197,0.9997732457080071,1.0007002130616471
2022-09-14,0,-8.040005866461838,0.7036622844585432,0.9994573270028456,0.9999342049199281,1.0001488323492576
2022-09-15,0,-8.816866234749831,0.6985284593872515,0.9995603014167468,1.000496241198127,1.0014720491777944
2022-09-16,0,-7.929509057728361,0.6981727137831697,0.9991931098053239,0.9995443756239117,0.9999541840031183
2022-09-17,0,-8.688435167388318,0.5873522878673906,0.9999740711755825,1.0001037011759784,1.0000659134152252
2022-09-18,NA,NA,NA,NA,NA,NA
2022-09-19,NA,NA,NA,NA,NA,NA
2022-09-20,NA,NA,NA,NA,NA,NA
2022-09-21,1.986014841506413,-10.339774642944239,0.6641527808574148,0.9993499006659314,0.9999769372176335,1.0008165183678932
2022-09-22,3.3564859387695,-13.519386930670388,0.5102591370605755,0.9997500373970759,0.9993369269911389,0.9997305724409126
2022-09-23,0.19192074831525172,-10.560926386461555,0.6832052537019818,0.9991790312845058,0.9995020428572307,0.9997000265405672
2022-09-24,0,-9.485920205435876,0.8541260178993054,0.9994196659536955,1.0003259444538612,1.0008810173225196
2022-09-25,0,-7.93166497820261,0.9507582206010637,0.999368985317538,1.0006508772556886,1.001691337272374
2022-09-26,12.045012214114326,-14.591780007299288,0.42904681972871883,0.999854439379227,0.9997444552238902,0.9998439792507722
2022-09-27,9.51969236229972,-14.918752457623023,1.1229347593803078,1.0003228683888183,0.9998349394708029,1.000097004606656
2022-09-28,4.847145969736397,-10.685089321343435,1.0378513012069972,0.9996023337954411,1.00018778946991,1.0007901447616177
2022-09-29,6.050271250535876,-11.727285045051895,1.1076759117580353,1.0001477953821005,0.9994097728303895,1.0005065524198529
2022-09-30,6.435321595278758,-11.794710979736662,1.1258473779320242,0.9992974257422687,0.9995673768173104,1.0003337091613156
2022-10-01,5.094149804024198,-10.460815022559148,1.138237943295487,0.9996253682545998,0.99971967149284,1.0019463369649328
2022-10-02,4.2069266879168525,-9.646689964522173,1.1241919664244133,0.9993567102395198,1.0006742550857866,1.0004851752544055
2022-10-03,4.64990796481628,-10.121044702528007,1.0985509593771925,1.0000220818006866,1.0005923090615687,1.0010652867766794
2022-10-04,3.994375952860534,-8.083579455934357,1.1748585891006904,0.9993279203374821,0.9996690540182787,0.9998856494818851
2022-10-05,3.617552237671843,-8.760442424734487,1.1463201823743232,0.9994472479776398,0.9996198731174708,0.9996536872212376
2022-10-06,4.233769418855785,-8.993840640172774,1.1369185722734803,0.9997948012325054,1.0000941495628577,1.00133983088934
2022-10-07,3.245446946447114,-7.422749076807118,1.138399581718694,1.00012805268938,0.9997998920921377,0.9999435502780692
2022-10-08,3.3625020189926693,-7.6716980912494925,1.1435442321769578,0.9996289845148691,0.9994362480677591,1.0005974520717995
2022-10-09,3.1791181878450154,-6.889577033726761,1.1573997563719767,1.000372722356501,1.0000308754799834,0.9997040752798014
2022-10-10,2.8864229470969396,-6.624643361865826,1.1438590749252435,0.9992985188798484,0.9991945817810007,1.0004265251037885
2022-10-11,3.0345954280360212,-6.746793613191446,1.1346491029884913,0.9994851434634158,0.9993114339189635,1.000001468596133
2022-10-12,3.2957154731243943,-6.819497985691346,1.1327078088294982,0.9993738539688709,0.999348350727625,0.9996395138342147
2022-10-13,NA,NA,NA,NA,NA,NA
2022-10-14,NA,NA,NA,NA,NA,NA
2022-10-15,NA,NA,NA,NA,NA,NA
2022-10-16,NA,NA,NA,NA,NA,NA
2022-10-17,NA,NA,NA,NA,NA,NA
2022-10-18,NA,NA,NA,NA,NA,NA
2022-10-19,NA,NA,NA,NA,NA,NA
2022-10-20,NA,NA,NA,NA,NA,NA
2022-10-21,NA,NA,NA,NA,NA,NA
2022-10-22,NA,NA,NA,NA,NA,NA
2022-10-23,NA,NA,NA,NA,NA,NA
2022-10-24,NA,NA,NA,NA,NA,NA
2022-10-25,NA,NA,NA,NA,NA,NA
2022-10-26,NA,NA,NA,NA,NA,NA
2022-10-27,NA,NA,NA,NA,NA,NA
2022-10-28,NA,NA,NA,NA,NA,NA
2022-10-29,NA,NA,NA,NA,NA,NA
2022-10-30,NA,NA,NA,NA,NA,NA
2022-10-31,NA,NA,NA,NA,NA,NA
2022-11-01,NA,NA,NA,NA,NA,NA
2022-11-02,NA,NA,NA,NA,NA,NA
2022-11-03,NA,NA,NA,NA,NA,NA
2022-11-04,NA,NA,NA,NA,NA,NA
2022-11-05,NA,NA,NA,NA,NA,NA
2022-11-06,NA,NA,NA,NA,NA,NA
2022-11-07,NA,NA,NA,NA,NA,NA
2022-11-08,NA,NA,NA,NA,NA,NA
2022-11-09,NA,NA,NA,NA,NA,NA
2022-11-10,NA,NA,NA,NA,NA,NA
2022-11-11,NA,NA,NA,NA,NA,NA
2022-11-12,NA,NA,NA,NA,NA,NA
2022-11-13,NA,NA,NA,NA,NA,NA
2022-11-14,NA,NA,NA,NA,NA,NA
2022-11-15,NA,NA,NA,NA,NA,NA
2022-11-16,NA,NA,NA,NA,NA,NA
2022-11-17,NA,NA,NA,NA,NA,NA
2022-11-18,NA,NA,NA,NA,NA,NA
2022-11-19,NA,NA,NA,NA,NA,NA
2022-11-20,NA,NA,NA,NA,NA,NA
2022-11-21,NA,NA,NA,NA,NA,NA
2022-11-22,NA,NA,NA,NA,NA,NA
2022-11-23,NA,NA,NA,NA,NA,NA
2022-11-24,NA,NA,NA,NA,NA,NA
2022-11-25,NA,NA,NA,NA,NA,NA
2022-11-26,NA,NA,NA,NA,NA,NA
2022-11-27,NA,NA,NA,NA,NA,NA
2022-11-28,NA,NA,NA,NA,NA,NA
2022-11-29,NA,NA,NA,NA,NA,NA
2022-11-30,NA,NA,NA,NA,NA,NA
2022-12-01,NA,NA,NA,NA,NA,NA
2022-12-02,NA,NA,NA,NA,NA,NA
2022-12-03,NA,NA,NA,NA,NA,NA
2022-12-04,NA,NA,NA,NA,NA,NA
2022-12-05,NA,NA,NA,NA,NA,NA
2022-12-06,NA,NA,NA,NA,NA,NA
2022-12-07,NA,NA,NA,NA,NA,NA
2022-12-08,NA,NA,NA,NA,NA,NA
2022-12-09,NA,NA,NA,NA,NA,NA
2022-12-10,NA,NA,NA,NA,NA,NA
2022-12-11,NA,NA,NA,NA,NA,NA
2022-12-12,NA,NA,NA,NA,NA,NA
2022-12-13,NA,NA,NA,NA,NA,NA
2022-12-14,NA,NA,NA,NA,NA,NA
2022-12-15,NA,NA,NA,NA,NA,NA
2022-12-16,NA,NA,NA,NA,NA,NA
2022-12-17,NA,NA,NA,NA,NA,NA
2022-12-18,NA,NA,NA,NA,NA,NA
2022-12-19,NA,NA,NA,NA,NA,NA
2022-12-20,NA,NA,NA,NA,NA,NA
2022-12-21,NA,NA,NA,NA,NA,NA
2022-12-22,NA,NA,NA,NA,NA,NA
2022-12-23,NA,NA,NA,NA,NA,NA
2022-12-24,NA,NA,NA,NA,NA,NA
2022-12-25,NA,NA,NA,NA,NA,NA
2022-12-26,NA,NA,NA,NA,NA,NA
2022-12-27,NA,NA,NA,NA,NA,NA
2022-12-28,NA,NA,NA,NA,NA,NA
2022-12-29,NA,NA,NA,NA,NA,NA
2022-12-30,NA,NA,NA,NA,NA,NA
2022-12-31,NA,NA,NA,NA,NA,NA
2023-01-01,NA,NA,NA,NA,NA,NA
2023-01-02,NA,NA,NA,NA,NA,NA
2023-01-03,NA,NA,NA,NA,NA,NA
2023-01-04,NA,NA,NA,NA,NA,NA
2023-01-05,NA,NA,NA,NA,NA,NA
2023-01-06,NA,NA,NA,NA,NA,NA
2023-01-07,NA,NA,NA,NA,NA,NA
2023-01-08,NA,NA,NA,NA,NA,NA
2023-01-09,NA,NA,NA,NA,NA,NA
2023-01-10,NA,NA,NA,NA,NA,NA
2023-01-11,NA,NA,NA,NA,NA,NA
2023-01-12,3.7643209249395357,-6.783140297882544,1.1904966423760097,0.9994448434437406,0.9994965785473645,0.9995030523197755
2023-01-13,NA,NA,NA,NA,NA,NA
2023-01-14,NA,NA,NA,NA,NA,NA
2023-01-15,3.3823161015033585,-5.95369667576104,1.1771913669748146,0.9994746660460744,0.9997637525849874,1.0003218086881083
2023-01-16,3.6358118532778305,-6.3182647475468094,1.180417735884101,0.9992508403364311,0.9998788284081486,0.9998195564410471
2023-01-17,4.670561699921118,-7.507650963130065,1.218352073445293,0.9991569443991936,0.9991165325166822,0.9996827589484694
2023-01-18,4.460244501633898,-7.1618639142664575,1.235275038821472,0.9998181121582773,0.999668122435598,1.0016749461445393
2023-01-19,4.239930621727457,-7.044765925069838,1.2189519789885537,0.9996420247048711,0.9994192281193919,1.0002161958813547
2023-01-20,NA,NA,NA,NA,NA,NA
2023-01-21,2.8441322580264816,-6.105779593176911,1.1149684937683502,0.9999795911292714,1.0004885814519233,1.0002433290110735
2023-01-22,3.8861520895579806,-6.790136133175357,1.1775814421114288,0.9995658670737111,0.9996544790699156,1.000453871424884
2023-01-23,NA,NA,NA,NA,NA,NA
2023-01-24,NA,NA,NA,NA,NA,NA
2023-01-25,3.2096083474853785,-6.570707280207392,1.1456660349724919,0.9998038210262438,0.9993820037865566,0.999897910793469
2023-01-26,NA,NA,NA,NA,NA,NA
2023-01-27,NA,NA,NA,NA,NA,NA
2023-01-28,NA,NA,NA,NA,NA,NA
2023-01-29,NA,NA,NA,NA,NA,NA
2023-01-30,NA,NA,NA,NA,NA,NA
2023-01-31,NA,NA,NA,NA,NA,NA
2023-02-01,16.923602644405044,-20.662153644745736,1.069482027910653,0.9995724855137458,0.9996251339349377,0.9998284694297801
2023-02-02,NA,NA,NA,NA,NA,NA
2023-02-03,NA,NA,NA,NA,NA,NA
2023-02-04,NA,NA,NA,NA,NA,NA
2023-02-05,NA,NA,NA,NA,NA,NA
2023-02-06,NA,NA,NA,NA,NA,NA
2023-02-07,NA,NA,NA,NA,NA,NA
2023-02-08,NA,NA,NA,NA,NA,NA
2023-02-09,NA,NA,NA,NA,NA,NA
2023-02-10,5.672696444375833,-10.695152687751404,0.9962477772990219,0.9993216331549103,0.9994733697752832,1.0002213830106477
2023-02-11,6.101395935044719,-13.567445195637378,0.8078305093964832,0.999963170801638,1.0003134175714905,1.0002191994462049
2023-02-12,12.309154393043732,-15.999073173061264,0.7470151110311098,0.9996385766110476,0.9995675203993035,0.9994568753402948
2023-02-13,NA,NA,NA,NA,NA,NA
2023-02-14,NA,NA,NA,NA,NA,NA
2023-02-15,NA,NA,NA,NA,NA,NA
2023-02-16,2.488582746290858,-5.659059225130763,0.8424491069576198,0.9996052142134345,0.99952465920864,0.9995873700678523
2023-02-17,0.18429079583724742,-3.631585579223343,1.0134327163623682,0.9992092169366177,0.9995887431257261,1.0003350649256444
2023-02-18,0.5497173182003178,-4.928640931881465,1.106128106164571,0.9992406588514245,0.9996615022806575,1.0000960903817335
2023-02-19,0.4263179888011951,-5.726795276507325,1.1604576333026073,0.999850329098671,0.9998676898334189,1.0003373544002405
2023-02-20,0,-4.8441395430753245,1.2188138867031604,0.9994280407042668,0.9994546536656409,1.0001538126589
2023-02-21,2.0204600203243337,-8.698257983618213,1.150800781163493,0.9998276918643235,0.9999818102305628,0.9994894140467286
2023-02-22,1.7522018203430128,-10.863185083851567,1.0245692967332298,0.9993344609085237,0.999671272321591,0.9999279830932295
2023-02-23,0,-8.582623339007549,1.0667115149531452,0.9995046015385075,0.9996362263035004,0.9994907654323946
2023-02-24,0.9778716115869788,-11.221022125159339,0.8670864981036842,0.9994370341165355,0.9993691209766281,0.9996518029146395
2023-02-25,0,-12.686660450620867,0.41222588569820645,0.9993701153228948,0.9996617116598011,0.9999474591433462
2023-02-26,2.0122744822476535,-13.529504380305731,0.46324974277077546,0.9999294657945501,0.9996282971874106,0.9998420912623841
2023-02-27,0,-8.906836942786418,0.740271727170514,0.9992623374787434,0.9992976507661916,0.9993748140950373
2023-02-28,0,-9.922461229903542,0.6309482654044889,0.9993286888990293,1.0008860570667137,1.0013206421462624
2023-03-01,1.6829425420983346,-9.929663455316946,0.4974737435078764,0.9995820741803972,0.9992689591773655,1.0002036090745239
2023-03-02,NA,NA,NA,NA,NA,NA
2023-03-03,NA,NA,NA,NA,NA,NA
2023-03-04,NA,NA,NA,NA,NA,NA
2023-03-05,11.605409893672201,-15.278513086198338,0.4442485904517754,0.9996693525306097,1.000371627495789,1.0006920812238673
2023-03-06,13.30051460075286,-17.14758028533769,0.5101754370022656,0.9995422041717739,1.0001134258910578,0.9998446098937591
2023-03-07,13.559134707355925,-17.42755136701243,0.5970338074236562,0.9995854416197377,1.0001036435450694,0.9997647183878055
2023-03-08,14.46980308573326,-17.826461434032346,0.7489369013413901,0.9995110694142008,0.999892941873117,1.0006682184044753
2023-03-09,14.401143798985435,-18.915363704927625,0.9421470101604646,0.999384798473268,0.9997303807918484,0.9994217083649062
2023-03-10,11.604325421927893,-17.779257312041715,0.9781178390831069,1.0003459014019382,1.0008871712407512,1.0012840421456237
2023-03-11,NA,NA,NA,NA,NA,NA
2023-03-12,NA,NA,NA,NA,NA,NA
2023-03-13,NA,NA,NA,NA,NA,NA
2023-03-14,NA,NA,NA,NA,NA,NA
2023-03-15,NA,NA,NA,NA,NA,NA
2023-03-16,9.559787923457332,-15.81119424140344,1.0587834468985586,0.9994910474615526,1.0002115279399928,1.000416376563736
2023-03-17,11.352988427672523,-17.542067308707267,1.0344569085874105,0.9997180320433627,1.0001846884148704,0.9995992263513186
2023-03-18,4.379221519856908,-9.9986673121321,0.9411189346180613,0.9995706834834834,0.9993431939279588,0.9998247221220455
2023-03-19,11.875932658757963,-18.32680474174065,0.9367475350876573,0.9994086800564913,1.0001603579409533,1.0009778315200304
2023-03-20,8.264831303206737,-13.54977088395115,0.9732636631198543,0.999367377907301,0.9995014919077524,0.9994267067351217
2023-03-21,9.768304076683592,-16.493286169283845,0.7374872077924248,1.00020339298091,0.9995715361716812,1.000015454027592
2023-03-22,9.90328714178631,-14.910473571866357,0.8358618927596699,0.99923313578713,1.000068923247536,1.0004540529087462
2023-03-23,9.707373669617244,-14.948324946765961,0.718491177528728,0.9997340853146596,1.0005641406704384,1.0005769093031014
2023-03-24,10.57443122546015,-15.617551315389376,0.671631380872978,0.9994717602758157,0.9998862151260302,0.9999563073640692
2023-03-25,13.367143256809737,-18.186207489352036,0.5996700776063383,0.9996101385341077,1.0006647983687567,1.0010685862611397
2023-03-26,12.181099033061379,-17.25200771947147,0.5992186776886875,0.9992587909893669,0.9999743265738438,0.9999376537688036
2023-03-27,13.044266388230454,-19.141981510963014,0.8017261161391458,0.999347629536227,0.9999011844472325,1.0004914575801849
2023-03-28,11.717718159367813,-18.51238945331049,0.882628695600051,0.9992433037932106,0.9994993990720056,0.9996093787849494
2023-03-29,NA,NA,NA,NA,NA,NA
2023-03-30,9.951535894791371,-15.80615580275554,1.1959136863114805,0.9995811363660646,1.000174953366901,1.002160059613301
2023-03-31,11.562074243142291,-17.52426022411359,1.1676260700987966,0.9995919907747143,0.9995122651526506,0.9997358471019159
2023-04-01,10.41174758759991,-16.654056163304613,1.0297051249405311,0.9993674333481466,0.9993407458848733,1.0000633357882294
2023-04-02,13.114332458789637,-18.440601941817548,1.2572312839025084,0.9992604155285664,1.0000887305341044,1.0015171208512548
2023-04-03,11.796307520638457,-17.439572425919337,1.2540381810006336,0.9997391637121478,1.0006797218986274,0.9999054225986601
2023-04-04,11.018341943497992,-16.753163228448805,1.2219937717999056,0.9992920002494005,1.000667185777084,1.0001571281902482
2023-04-05,9.651867519766604,-15.172859766557423,1.2081763597312314,1.0001662326121747,1.0003718322672601,0.9999375047126242
2023-04-06,8.875630785902924,-14.36502609241485,1.2195003824854485,0.9996961645817687,0.9998620786499022,0.9999161335977884
2023-04-07,7.246758463025209,-13.192032552060462,1.1743844000485277,0.9998530637582931,0.9999677809893478,1.0004928262965158
2023-04-08,4.540579671691967,-10.502736660174978,1.058599822550569,0.999174093887913,0.9993176455205333,0.9998025699712414
2023-04-09,8.852944204388354,-14.222088387800774,0.958890362280304,1.0000131696665495,1.0000343395215199,1.0000794428843758
2023-04-10,8.981000206930144,-14.47758309316076,1.2087144168418267,1.0001057811329235,1.0020316550789519,1.00073987690937
2023-04-11,8.735548759452131,-13.024639564353686,1.2868790379994746,0.9998304814412046,0.9996940386221274,1.0002628088068524
2023-04-12,NA,NA,NA,NA,NA,NA
2023-04-13,0.2167039219050646,-9.762622625112947,0.9293732366922178,0.9996596507209954,1.00032776663745,1.0001491913569174
2023-04-14,1.1952615312572303,-10.10848998670504,0.9278193888472777,0.9994389814792117,0.9996823103313367,1.000235360597428
2023-04-15,0.15678296329574212,-9.416285431901558,0.9521174300262224,0.9993593673272403,0.9992649668273409,1.0000168062945636
2023-04-16,0.23190833730241284,-9.277834159984458,0.9643903031672462,0.9992529716480641,0.9995659911297026,0.9997755318582537
2023-04-17,0.18391024323662386,-9.14618996540797,0.9769313021661429,0.9995110541049463,1.0002211430765948,0.9998731582668837
2023-04-18,0.40376806468740184,-9.176604928834541,0.9696676337993549,0.999744324422679,0.9993367275555302,0.9996686025183132
2023-04-19,2.8172984083261925,-10.644936626871322,0.9773190832568168,0.9995703473166448,0.999426147079886,0.9998168070033601
2023-04-20,3.58736113974586,-10.952631355540557,0.9888555539866233,0.999883928002426,1.0006515200816386,0.9998619917442276
2023-04-21,1.0387144206260646,-9.057424994923462,0.9911675834601279,0.9991031194535845,1.0000086668796406,1.0007610825123177
