date,GPP,ER,depth,k600_source
2022-05-23,15.822431941633214,-11.339931487261854,0.5350429664657232,constant_mean
2022-05-24,16.38426129714339,-11.388181170289602,0.5378940929103845,constant_mean
2022-05-25,13.448181476292124,-12.272363821983898,0.5337509860561239,constant_mean
2022-05-26,12.287497855069589,-12.042652379390073,0.5287518365287117,constant_mean
2022-05-27,11.860284192639652,-10.943526757069584,0.5257792900678927,constant_mean
2022-05-28,12.171943972386897,-10.178651893568375,0.5220281787413363,constant_mean
2022-05-29,13.493808753696413,-9.799781232082536,0.517388629828796,constant_mean
2022-05-30,15.84796761038634,-8.734869222020741,0.512841544074592,constant_mean
2022-06-30,13.983642407642508,-8.247792432231257,0.47059766934818426,constant_mean
2022-07-01,14.409254968246268,-9.129600317048396,0.4725656646164016,constant_mean
2022-07-02,10.049900941268362,-9.08396320779826,0.4732880284762568,constant_mean
2022-07-03,6.85934174053828,-8.279948113760703,0.47405923491320967,constant_mean
2022-07-04,14.944374322197557,-8.188572506568207,0.4759824440786277,constant_mean
2022-07-05,14.615838657190803,-8.91297617680548,0.47908988620707177,constant_mean
2022-07-06,12.863386137238798,-8.100460680570261,0.48567879654237806,constant_mean
2022-07-07,17.7505781452612,-8.696966133297586,0.4943573232985006,constant_mean
2022-07-08,13.559399043232009,-9.371829883351811,0.4980399434464034,constant_mean
2022-07-09,14.70754143453303,-8.889839212816138,0.49581796334706996,constant_mean
2022-07-10,6.549126134636462,-9.724100278048304,0.49281224100375776,constant_mean
2022-07-11,8.343010816550336,-9.312601266879229,0.4934157730607556,constant_mean
2022-07-12,11.250368012005746,-9.791232204694001,0.49901911782301006,constant_mean
2022-07-13,10.432219599264075,-9.373341345573317,0.505965809458636,constant_mean
2022-07-14,12.897011190290574,-9.947691491023468,0.5100196774173992,constant_mean
2022-07-15,12.7926620915607,-9.013445024498639,0.5116048124742577,constant_mean
2022-07-16,11.297174226838349,-10.359599295134466,0.5118797548414126,constant_mean
2022-07-17,12.008458283654377,-9.676220095868079,0.5112270514790044,constant_mean
2022-07-18,5.81602665996887,-9.108465078255099,0.5098721480933421,constant_mean
2022-07-19,5.295851409467563,-9.984845501923132,0.5081490974306229,constant_mean
2022-07-20,9.420086113605576,-9.92295465181091,0.5078098141759191,constant_mean
2022-07-21,10.155517364268364,-9.435932299871533,0.5094129982855048,constant_mean
2022-07-22,8.733709233425419,-10.621449858951038,0.5107326594015164,constant_mean
2022-07-23,10.905395228594664,-10.214611369348331,0.5121222607040449,constant_mean
2022-07-24,12.558405747567054,-9.631328745409933,0.5173661585334396,constant_mean
2022-07-25,12.431580894172628,-10.331217048772139,0.5277030102306247,constant_mean
2022-07-26,10.052199056040616,-11.212708545395717,0.5426222772206193,constant_mean
2022-07-27,10.21910284150682,-12.37134085743521,0.5696640410918796,constant_mean
