method,ID,boundary_depth,n_two_near,n_one_near,ER_two_near,ER_one_near,GPP_two_near,GPP_one_near,ER_jump,GPP_jump
M7_breakpoint_domain,AM,1.779742665294045,15,15,-8.727276461659052,-7.718358626882248,6.496500318542819,2.908398246060002,1.0089178347768044,3.5881020724828168
M6_breakpoint_stat,AM,1.779742665294045,15,15,-21.083166857899577,-7.718358626882248,7.242183826817957,2.908398246060002,13.36480823101733,4.333785580757954
M6_breakpoint_stat,GB,0.811111458881278,15,15,-16.86002826045053,-24.877237918116144,10.699004583795475,3.3755793110095875,8.017209657665614,7.323425272785887
M7_breakpoint_domain,GB,0.813906613986802,15,15,-13.513737667097402,-24.49430458307508,9.991069564224569,3.128517778882939,10.980566915977679,6.86255178534163
M7_breakpoint_domain,ID,2.9562286000010825,15,15,-10.47945922330855,-6.832913290154172,2.82903189421792,6.486707235634734,3.6465459331543784,3.657675341416814
M6_breakpoint_stat,ID,2.878253402749987,15,15,-20.38416275393686,-8.757826456873367,4.732025631079956,9.051982462761472,11.626336297063492,4.319956831681516
M6_breakpoint_stat,LF,1.1269286371950142,15,15,-15.840861608919377,-15.153226741493908,5.085639954015461,2.689750337846463,0.6876348674254693,2.395889616168998
M7_breakpoint_domain,LF,1.2812929297926727,15,15,-7.002235554486531,-12.52493434552713,2.814003802375464,2.7572512388018926,5.522698791040599,0.05675256357357128
