Date,ID,depth,DO,Temp,source_file,remove,velocity,K600_1.d_daily,w,km,m,area,VentDO,VentTemp,discharge,change.DO.flux,Vent.DO.sat,stat2.DO.sat,DO.deficit.from.sat,K.flux,not.air.water.xchange,reach.km,reach.test,time,date,GPP,ER
2022-05-17T00:00:00Z,AM,0.35191106103234027,4.39,71.38,AllenMillPond_DO_05232022.csv,NA,0.28124072763717933,15.196149393835537,16.5,1,800,14850,0.975,22.19,141094.08812105874,32.44688962514583,8.711831849066149,8.763955198005053,6.055393523535601,32.38238590194621,0.06450372319962128,1.5990365873679484,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T01:00:00Z,AM,0.35145556937127864,4.41,71.35,AllenMillPond_DO_05232022.csv,NA,0.2769640896290685,15.196149393835537,16.5,1,800,14850,0.975,22.19,138768.7191808641,32.099026962038266,8.711831849066149,8.767337167133048,6.047084508099599,32.296095616065685,-0.1970686540274187,1.574721116762568,passes,night,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T02:00:00Z,AM,0.35099507791832185,4.41,71.35,AllenMillPond_DO_05232022.csv,NA,0.2769640896290685,15.196149393835537,16.5,1,800,14850,0.975,22.19,138586.89873273502,32.056969504844766,8.711831849066149,8.767337167133048,6.047084508099599,32.253779951466385,-0.19681044662161895,1.574721116762568,passes,night,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T03:00:00Z,AM,0.35052793591655007,4.43,71.35,AllenMillPond_DO_05232022.csv,NA,0.2812407276371802,15.196149393835537,16.5,1,800,14850,0.975,22.19,140539.542388972,32.697920468275974,8.711831849066149,8.767337167133048,6.037084508099599,32.157586403168914,0.5403340651070607,1.5990365873679535,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T04:00:00Z,AM,0.3500524926090437,4.45,71.31,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,139281.82401147968,32.592884743427064,8.711831849066149,8.770721474731397,6.028776661898773,32.069775853600376,0.5231088898266876,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T05:00:00Z,AM,0.34956709723888324,4.43,71.31,AllenMillPond_DO_05232022.csv,NA,0.28124072763717933,15.196149393835537,16.5,1,800,14850,0.975,22.19,140154.3068221805,32.60829158724805,8.711831849066149,8.770721474731397,6.0387766618987735,32.07842748786528,0.5298640993827703,1.5990365873679484,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T06:00:00Z,AM,0.349070099049149,4.48,71.31,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,138890.9410159054,32.78200324988205,8.711831849066149,8.770721474731397,6.013776661898773,31.90020684193642,0.8817964079456324,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T07:00:00Z,AM,0.3485598472829212,4.58,71.35,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,138687.91776023427,33.66800966502657,8.711831849066149,8.767337167133048,5.962084508099599,31.579775526322937,2.08823413870363,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T08:00:00Z,AM,0.34803469118328034,4.71,71.53,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,138478.96424328152,34.8295576733102,8.711831849066149,8.750450656183592,5.88864125262487,31.14377025531757,3.6857874179926284,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
2022-05-17T09:00:00Z,AM,0.34749297999330686,4.9,71.85,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.196149393835537,16.5,1,800,14850,0.975,22.19,138263.423648028,36.54437291707137,8.711831849066149,8.720201265215929,5.778516557141039,30.513775869563037,6.0305970475083335,1.5868788520652601,passes,day,2022-05-17,4.907953531274653,-0.19693955032451882
