Date,ID,depth,DO,Temp,source_file,remove,velocity,K600_1.d_daily,w,km,m,area,VentDO,VentTemp,discharge,change.DO.flux,Vent.DO.sat,stat2.DO.sat,DO.deficit.from.sat,K.flux,not.air.water.xchange,reach.km,reach.test,time,date,GPP,ER
2022-05-17T00:00:00Z,AM,0.35191106103234027,4.39,71.38,AllenMillPond_DO_05232022.csv,NA,0.28124072763717933,15.614496142310134,16.5,1,800,14850,0.975,22.19,141094.08812105874,32.44688962514583,8.711831849066149,8.763955198005053,6.055393523535601,33.273866072273066,-0.8269764471272367,1.556194874710653,passes,night,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T01:00:00Z,AM,0.35145556937127864,4.41,71.35,AllenMillPond_DO_05232022.csv,NA,0.2769640896290685,15.614496142310134,16.5,1,800,14850,0.975,22.19,138768.7191808641,32.099026962038266,8.711831849066149,8.767337167133048,6.047084508099599,33.185200233245,-1.0861732712067322,1.5325308691267938,passes,night,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T02:00:00Z,AM,0.35099507791832185,4.41,71.35,AllenMillPond_DO_05232022.csv,NA,0.2769640896290685,15.614496142310134,16.5,1,800,14850,0.975,22.19,138586.89873273502,32.056969504844766,8.711831849066149,8.767337167133048,6.047084508099599,33.14171962743355,-1.0847501225887868,1.5325308691267938,passes,night,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T03:00:00Z,AM,0.35052793591655007,4.43,71.35,AllenMillPond_DO_05232022.csv,NA,0.2812407276371802,15.614496142310134,16.5,1,800,14850,0.975,22.19,140539.542388972,32.697920468275974,8.711831849066149,8.767337167133048,6.037084508099599,33.04287789128853,-0.34495742301255916,1.5561948747106578,passes,night,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T04:00:00Z,AM,0.3500524926090437,4.45,71.31,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,139281.82401147968,32.592884743427064,8.711831849066149,8.770721474731397,6.028776661898773,32.952649936037695,-0.3597651926106309,1.5443628719187252,passes,night,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T05:00:00Z,AM,0.34956709723888324,4.43,71.31,AllenMillPond_DO_05232022.csv,NA,0.28124072763717933,15.614496142310134,16.5,1,800,14850,0.975,22.19,140154.3068221805,32.60829158724805,8.711831849066149,8.770721474731397,6.0387766618987735,32.9615397479468,-0.35324816069875453,1.556194874710653,passes,night,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T06:00:00Z,AM,0.349070099049149,4.48,71.31,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,138890.9410159054,32.78200324988205,8.711831849066149,8.770721474731397,6.013776661898773,32.778412725685165,0.0035905241968876567,1.5443628719187252,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T07:00:00Z,AM,0.3485598472829212,4.58,71.35,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,138687.91776023427,33.66800966502657,8.711831849066149,8.767337167133048,5.962084508099599,32.449160004364074,1.2188496606624923,1.5443628719187252,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T08:00:00Z,AM,0.34803469118328034,4.71,71.53,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,138478.96424328152,34.8295576733102,8.711831849066149,8.750450656183592,5.88864125262487,32.0011516013339,2.8284060719762962,1.5443628719187252,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T09:00:00Z,AM,0.34749297999330686,4.9,71.85,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,138263.423648028,36.54437291707137,8.711831849066149,8.720201265215929,5.778516557141039,31.35381360464168,5.190559312429691,1.5443628719187252,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T10:00:00Z,AM,0.34693306295608084,5.15,72.25,AllenMillPond_DO_05232022.csv,NA,0.27696408962906915,15.614496142310134,16.5,1,800,14850,0.975,22.19,136983.05271996034,38.512070377497274,8.711831849066149,8.683483014184452,5.6351574316253,30.526690160034097,7.985380217463177,1.5325308691267974,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T11:00:00Z,AM,0.346353289314683,5.43,72.93,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,137809.95395454147,41.342986186362445,8.711831849066149,8.620707611048259,5.463769730057204,29.54878846347802,11.794197722884427,1.5443628719187252,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T12:00:00Z,AM,0.3457520083121933,5.56,73.51,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,137570.71122227004,42.47553609118574,8.711831849066149,8.568469452825425,5.372650650945788,29.005562242227953,13.469973848957785,1.5443628719187252,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T13:00:00Z,AM,0.3451192502441691,5.33,73.11,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,137318.9441309532,40.27097654480143,8.711831849066149,8.604322294183882,5.505577071625016,29.668801684712587,10.60217486008884,1.5443628719187252,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T14:00:00Z,AM,0.344450546526749,5.35,73.18,AllenMillPond_DO_05232022.csv,NA,0.2812407276371802,15.614496142310134,16.5,1,800,14850,0.975,22.19,138102.89344819952,40.686879382887064,8.711831849066149,8.597783717068832,5.492307783067491,29.539947528070606,11.146931854816458,1.5561948747106578,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T15:00:00Z,AM,0.3437524980838865,5.33,72.97,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,136775.1293092476,40.11149415096117,8.711831849066149,8.617426095409286,5.512128972237718,29.586473829815098,10.525020321146073,1.5443628719187252,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
2022-05-17T16:00:00Z,AM,0.34303170583953446,5.07,72.5,AllenMillPond_DO_05232022.csv,NA,0.27910240863312424,15.614496142310134,16.5,1,800,14850,0.975,22.19,136488.33444091678,37.63769222461645,8.711831849066149,8.660260493749806,5.663546171407978,30.335466862738198,7.3022253618782536,1.5443628719187252,passes,day,2022-05-17,6.612990258595608,-0.5276467542531478
