Date,GPPavg,ER,K600_1d,GPP_Rhat,ER_Rhat,K600_daily_Rhat,ID
2022-04-12,5.712580021786187,-30.60056762728594,2.829583723618893,1.0002114683240717,0.9998299401607039,0.9997940268913581,LF
2022-04-13,6.512379833817561,-29.362251215133966,2.513794927065766,0.9993368809471201,1.0005223687406062,1.0006113201180233,LF
2022-04-14,6.635381459880376,-27.092823163872293,2.1091637135872934,0.9994685617009327,1.0000011770316748,0.9999061288610817,LF
2022-04-15,6.155311489729163,-29.09572336160557,2.374735882792331,0.9995155168167791,1.0001024563727898,1.000337643046878,LF
2022-04-16,6.3767846044414975,-27.63730871834801,2.129129921585204,0.9999121753982251,0.9995481919189606,0.9995352428942759,LF
2022-04-17,6.914919033007235,-28.783461184559687,2.217062834814148,0.99982658745531094,1.0005580682974216,1.000605217772945,LF
2022-04-18,9.767890343588176,-42.366352393862435,3.498861689743185,1.000855052623117,0.9998876173786923,0.9997692035917614,LF
2022-04-19,6.260258459347625,-32.59228180972908,3.2588265695326344,1.0008904735620239,0.9998108717707955,0.9997890986204045,LF
2022-04-20,5.9185892306901104,-29.414093565175786,2.7603846144666475,1.0003020711405453,0.9995487004523471,0.999431048704934,LF
2022-04-21,6.437397866775321,-32.41110097322667,3.148281210265613,0.999759598440624,0.9994820315103458,0.9993402545119554,LF
2022-04-22,6.944051256145691,-35.45111245200832,3.5020976229370775,0.9997506542549716,0.9995693384092682,0.999475151907683,LF
2022-04-23,6.263063733023797,-34.22662950684068,3.530162078945991,0.9997879557934897,1.000533128000174,1.0004547643343165,LF
2022-04-24,5.176260196973191,-29.402012740203062,3.0330791698909425,0.9997934461858666,0.999288515259455,0.9992713113394995,LF
2022-04-25,4.766808339284956,-29.755048600728575,3.232133608454552,1.0003789033617807,1.0001616140248077,1.0001565557136576,LF
2022-04-26,4.93354311769502,-29.01624765874328,3.175035740199614,0.9992866292216627,0.9991779785183222,0.9992745975219849,LF
2022-04-27,5.346477740860084,-32.36035325715702,3.6949101582653814,1.000374063194129,1.000578007240349,1.0004926821448967,LF
2022-04-28,5.464609464757883,-30.896002705189755,3.7817584652383682,0.9993250939071505,0.9999975495791571,1.0001741023383353,LF
2022-04-29,7.006078932449499,-1.064992341755832,0.8739519635549846,0.9994873324216846,1.0001643847271924,0.99915472988061,LF
2022-04-30,0,-3,3.462157220093952,0.9998806601400192,0.9995728489675202,0.9993055022961679,LF
2022-05-01,0,-3,7.733494192723289,0.9995228775784638,0.9998476228032467,0.9998294699603311,LF
2022-05-02,0,-4.626621620995684,0.7515554183270168,1.0003586017682364,1.0003763391328793,1.0001926301888662,LF
2022-05-03,3.640250186476056,-24.857763995574985,3.6290859447318873,0.9999667651088868,0.9993330368900675,0.9992811659603589,LF
2022-05-04,3.5274536689864613,-24.01804703613692,3.7219519503115204,0.9995689682072721,0.999687940555937,0.9999229914860586,LF
2022-05-05,3.07005469386785,-22.97932648446869,3.836901290443987,0.9991514348774901,0.9997437698940098,0.9997910100505066,LF
