Date,ER,GPPavg,K600_1d,GPP_Rhat,ER_Rhat,K600_daily_Rhat,ID
2022-07-23,NA,NA,NA,NA,NA,NA,OS
2022-07-24,NA,NA,NA,NA,NA,NA,OS
2022-07-25,-7.045713462174983,0,1.9497558730243918,1.0005562996208919,1.0012634323975178,1.0006829425445334,OS
2022-07-26,-10.319456051863774,3.0852033605302207,1.850984075431166,1.0038984100487658,1.0048435485943477,1.0024360769465483,OS
2022-07-27,-9.263305252037627,4.095364859793151,1.7648049482012376,1.0038746473668108,1.0059555891127703,1.0047690539490608,OS
2022-07-28,-9.755271459564616,6.731497620158014,1.4656089193218438,1.0003135216020238,1.000627097164957,0.9993195126398051,OS
2022-07-29,-10.461532495125667,7.2468352222278885,1.5515888978585963,1.000731824009281,0.9994514147206839,1.003492879195567,OS
2022-07-30,-10.621519706982133,7.420943439650317,1.6690349282553811,1.0012772032609911,1.0026259632397112,1.0013115377754636,OS
2022-07-31,-11.063642107714584,6.5346345715319,1.8319419492968125,1.0022707762497114,1.003101367016863,1.0012174754560745,OS
2022-08-01,-10.24245851999043,6.215630921379576,1.6010080823333874,1.002058527812362,1.0026051589602918,1.0007047225621373,OS
2022-08-02,-11.071689008709026,7.523692831665183,1.5850698918360928,1.0017320168856725,1.002451543512389,1.0019158184165438,OS
2022-08-03,-11.544152196016048,7.010180181457951,1.5124914743170024,1.0019202048035756,1.0041480917667942,1.0028771696919703,OS
2022-08-04,-13.0378591049584,7.591202275848732,1.3012714643294725,1.002064921424671,1.001898354320712,1.0002792939300431,OS
2022-08-05,-15.120773068638512,10.518251558024959,1.0399038058370687,1.0000163020691681,1.0000934531382677,1.0008758009072583,OS
2022-08-06,-15.631553118883168,9.010661711824726,1.2138511348303545,1.0000677737119972,1.0007330305893436,1.0015497037294396,OS
2022-08-07,-14.78796766742537,11.59863515130039,0.8665088867113596,1.005076560680732,1.0037940305270483,1.002582899300162,OS
2022-08-08,-13.973019672500916,7.917511024818151,1.200416095890301,0.999880112186398,1.0000874655535799,1.0001857626836301,OS
2022-08-09,-13.790694356542197,6.301832838280067,1.6286420812778157,0.9997828016502297,1.001487583123177,1.0022624112613192,OS
2022-08-10,-12.548772412491202,5.861877976307344,1.7537270317403009,1.0011894736385556,1.0042669547375274,1.0028497038197495,OS
2022-08-11,-10.812705949968885,4.8211434641934385,1.6345760813041084,1.0008726508822905,1.0058936181964748,1.0073325486300677,OS
2022-08-12,-10.991017862152306,6.644853797326788,1.5268669077848303,1.0031723435062523,1.0012788688202963,1.0004588701993127,OS
2022-08-13,-12.62896642235358,7.171649605444087,1.4753899229057643,1.000503410720662,1.0000164838084598,0.9997696963956988,OS
2022-08-14,-12.834845828117695,9.5112746478529,1.249152318194942,1.0006888928820612,1.0007481320912717,1.0009306706134398,OS
2022-08-15,-13.090704928156057,10.447079479576349,1.0416353656628554,1.0015347859041133,1.0012076230792368,0.9999278611113966,OS
2022-08-16,-12.147480529976013,8.932815797970816,1.0878862754330139,1.0001230548933202,0.9997133094676601,1.001811357395274,OS
2022-08-17,-13.009226923335877,9.241396076928645,1.1457563371354142,1.0046448476552483,1.0046297983343044,1.000234919138628,OS
2022-08-18,-14.618246468850893,6.2671745379253965,1.5380091362626553,1.0009132397964662,1.0041722530491424,1.006249570038622,OS
2022-08-19,-14.444506928239386,8.584996687445473,1.3844634005243812,1.0000968131548311,0.9996914345306018,1.0011887284734962,OS
2022-08-20,-14.703224358792765,6.864031288670705,1.5028797974603327,1.0025165972943535,1.0017547637712467,1.0007805673340395,OS
2022-08-21,-15.904959326329097,9.163872221341089,1.4366427231437688,0.9998179655071263,1.0020355731036699,1.0032084528585965,OS
2022-08-22,-15.632393588387266,10.304130990887247,1.4481306562345555,1.0002066984670637,1.001240112276983,1.0011777395107773,OS
